scenario_id,repeat,path_shape,reference_demo,requested_speed,transition_fraction,height_profile,height_segment_m,height_schedule,target_height_changes,target_height_changes_before_failure,reference_curvature_abs_mean,survived,time_to_failure_s,xy_rmse,height_rmse,height_abs_error_mean,target_progress_m,target_path_index,terminal_position_error_m,terminal_yaw_error_rad,final_planar_speed_m_s,last_1s_planar_speed_mean_m_s,achieved_speed_mean,achieved_planar_speed_mean,achieved_tangent_speed_mean,achieved_speed_ratio,achieved_height_mean,tilt_rms_deg,action_delta_rms
25,1,s_curve,,0.6,,random,1.0,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,9,9,0.193137022740625,True,20.0,0.05557893122120106,0.06166774034500122,0.03935040906071663,10.252312660217285,249,0.06183809041976929,0.20722371736635403,0.28855234384536743,0.14451433718204498,0.5008863806724548,0.5437842607498169,0.516686201095581,0.8611436684926351,0.25633054971694946,4.503188610076904,0.232021763920784
26,2,s_curve,,0.6,,random,1.0,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,9,9,0.19313727228021674,True,20.0,0.07435789334601133,0.057525429874658585,0.035952940583229065,10.252312660217285,249,0.00492176553234458,0.6060070991516113,0.1664743423461914,0.07046027481555939,0.47885218262672424,0.5497961640357971,0.5096821188926697,0.8494701981544495,0.26189082860946655,4.852522850036621,0.2289847433567047
27,0,right_angle,,0.2,,random,1.0,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,7,7,0.6934089668543904,True,20.0,0.05057377435300903,0.05341269448399544,0.03275493532419205,4.0,81,2.3667922019958496,2.6360616723643706,0.3999948501586914,0.5642408132553101,0.0892450362443924,0.39106157422065735,0.3550305664539337,1.7751528322696686,0.23616735637187958,5.566454887390137,0.18792298436164856
28,1,right_angle,,0.2,,random,1.0,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,7,7,0.6934088279750977,True,20.0,0.052995250442607084,0.054711129516363144,0.033915478736162186,4.0,81,2.482442855834961,0.06591558456420898,0.4776966869831085,0.43726834654808044,0.05918410047888756,0.4133670926094055,0.3663139045238495,1.8315695226192474,0.2400471568107605,5.8213701248168945,0.1929750144481659
29,2,right_angle,,0.2,,random,1.0,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,6,5,0.6934088987398024,False,14.66,0.1549976000829416,0.05160265788435936,0.03054472617805004,4.0,81,3.1384711265563965,0.0,0.24593305587768555,0.40738213062286377,-0.01146454457193613,0.36536240577697754,0.33115869760513306,1.6557934880256653,0.26147302985191345,11.578499794006348,0.2277420461177826
30,0,right_angle,,0.4,,random,1.0,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,5,5,0.6934089320514559,False,9.1,0.1964310263425303,0.059744223952293396,0.038557130843400955,8.0,161,5.553602695465088,0.0,0.13304714858531952,0.5611013174057007,0.3510999381542206,0.5565997958183289,0.5265882015228271,1.3164705038070679,0.25274842977523804,14.161738395690918,0.3012654185295105
31,1,right_angle,,0.4,,random,1.0,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,5,5,0.6934088125264481,False,8.6,0.18852277158711184,0.061280786991119385,0.04020136594772339,8.0,161,5.553602695465088,0.0,0.23816482722759247,0.38459113240242004,0.34611573815345764,0.5340137481689453,0.5055392384529114,1.2638480961322784,0.257283478975296,15.366293907165527,0.29453045129776
32,2,right_angle,,0.4,,random,1.0,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,3,3,0.6934090786657909,False,5.26,0.1602530855723298,0.06446747481822968,0.04339543730020523,8.0,161,5.553602695465088,0.0,0.20271942019462585,0.7315711975097656,0.44576114416122437,0.5501974821090698,0.5286898612976074,1.3217246532440186,0.25989830493927,14.252427101135254,0.31790435314178467
33,0,right_angle,,0.6,,random,1.0,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,7,7,0.6934090001682993,True,20.0,0.0932294021420924,0.04801115393638611,0.0284963920712471,8.485075950622559,170,0.009117251262068748,0.4986794630633755,0.24315804243087769,0.1252307891845703,0.2528587579727173,0.4975030720233917,0.4243503510951996,0.707250585158666,0.25925788283348083,6.79510498046875,0.2565845251083374
34,1,right_angle,,0.6,,random,1.0,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,4,4,0.6934088612875193,False,8.24,0.22276881099148915,0.05903922766447067,0.038268353790044785,8.485075950622559,170,6.003332614898682,0.0,0.15078991651535034,0.6428000926971436,0.373185932636261,0.5489928722381592,0.4849868416786194,0.808311402797699,0.24092844128608704,15.017436981201172,0.298353374004364
35,2,right_angle,,0.6,,random,1.0,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,4,4,0.6934089320514559,False,8.24,0.20349034751599268,0.06252481043338776,0.042159441858530045,8.485074043273926,170,6.003332614898682,0.0,0.23687724769115448,0.7297078967094421,0.38192081451416016,0.5621674060821533,0.4806648790836334,0.8011081318060558,0.2353801131248474,8.828495025634766,0.27711233496665955
36,0,random_polyline,,0.2,,random,1.0,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,6,6,0.2991074301962991,True,20.0,0.04627434349878424,0.052298445254564285,0.031147193163633347,4.0,79,2.3250207901000977,2.775509864334957,0.2579047977924347,0.23547345399856567,0.17462904751300812,0.37271130084991455,0.3336326479911804,1.668163239955902,0.25687289237976074,5.386877536773682,0.18322476744651794
37,1,random_polyline,,0.2,,random,1.0,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,6,6,0.2991012076179727,True,20.0,0.038193716127809925,0.05009525641798973,0.029134053736925125,4.0,79,2.3109121322631836,3.1365512351142333,0.08890903741121292,0.08556363731622696,0.02543991059064865,0.3422102928161621,0.32804661989212036,1.6402330994606018,0.2569282352924347,5.298612594604492,0.17838533222675323
38,2,random_polyline,,0.2,,random,1.0,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,6,6,0.29909649425678453,True,20.0,0.05578318714139225,0.05162160098552704,0.030996939167380333,4.0,79,2.4455690383911133,2.2416419426547454,0.09854019433259964,0.1646518111228943,0.11460351198911667,0.3787364363670349,0.3391892611980438,1.6959463059902191,0.2508127987384796,5.497365474700928,0.18938341736793518
39,0,random_polyline,,0.4,,random,1.0,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,5,5,0.29910141608374424,False,8.22,0.22810211461234953,0.06998462229967117,0.050157684832811356,6.788423538208008,133,6.111359119415283,0.8854036331176759,0.16521818935871124,0.7097887992858887,0.5211683511734009,0.5751231908798218,0.5568642616271973,1.3921606540679932,0.25491684675216675,8.35590934753418,0.24858839809894562
40,1,random_polyline,,0.4,,random,1.0,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,6,6,0.2991074301962991,True,20.0,0.08113402365900442,0.050177108496427536,0.028132939711213112,6.788425445556641,133,0.02688145637512207,1.0976734161376953,0.18166634440422058,0.07071773707866669,0.33275142312049866,0.44031161069869995,0.33827486634254456,0.8456871658563614,0.2765405476093292,4.443361282348633,0.18862541019916534
41,2,random_polyline,,0.4,,random,1.0,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,6,6,0.2991074301962991,True,20.0,0.06949735748882886,0.050032950937747955,0.028757281601428986,6.788425445556641,133,0.003659550566226244,0.5951707363128662,0.040427759289741516,0.03924587368965149,0.33009007573127747,0.4345477223396301,0.3352990746498108,0.838247686624527,0.2766278088092804,4.337203025817871,0.1795395165681839
42,0,random_polyline,,0.6,,random,1.0,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,5,5,0.2991056754170987,True,20.0,0.08247142716481394,0.04449261724948883,0.0231443103402853,6.788424491882324,133,0.05813990533351898,0.4525868892669678,0.04982416704297066,0.07032466679811478,0.3097217381000519,0.4256672263145447,0.3272451162338257,0.5454085270563762,0.2736785411834717,4.785231590270996,0.19377487897872925
43,1,random_polyline,,0.6,,random,1.0,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,5,5,0.2991021775790558,True,20.0,0.07066032145211261,0.042624376714229584,0.02381025440990925,6.788422107696533,133,0.05526885390281677,0.5621047019958496,0.14725565910339355,0.058611806482076645,0.23389773070812225,0.3933548033237457,0.33558034896850586,0.5593005816141765,0.2597149610519409,7.149956226348877,0.24262353777885437
44,2,random_polyline,,0.6,,random,1.0,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,4,4,0.2990974830828236,False,7.34,0.22674652339264537,0.05804677680134773,0.03866785019636154,6.78842306137085,133,6.111359119415283,0.8854036331176759,0.15745897591114044,0.7137197852134705,0.2861063778400421,0.573602020740509,0.5529410243034363,0.9215683738390605,0.2298397719860077,15.206249237060547,0.35409286618232727
