scenario_id,repeat,path_shape,reference_demo,requested_speed,requested_height,transition_fraction,height_profile,height_segment_m,height_schedule,target_height_changes,target_height_changes_before_failure,preview_height_changes,reference_curvature_abs_mean,survived,base_failure,physical_sanity_failure,time_to_failure_s,xy_rmse,height_rmse,height_abs_error_mean,height_abs_error_p95,height_within_0p03_fraction,preview_height_rmse,preview_height_abs_error_mean,target_progress_m,target_path_index,terminal_position_error_m,route_target_progress_m,route_final_progress_m,route_furthest_progress_m,route_completion_ratio,route_horizon_mean_speed_m_s,route_horizon_speed_ratio,route_arrived,route_arrival_time_s,route_arrival_mean_speed_m_s,route_arrival_speed_ratio,route_active_mean_speed_m_s,route_active_speed_ratio,route_schedule_mae_m,route_final_schedule_error_m,route_cross_track_rmse_m,route_cross_track_p95_m,route_terminal_position_error_m,task_success_applicable,task_success,task_success_time_s,task_success_position_error_m,task_success_yaw_error_rad,task_success_height_error_m,task_success_mean_speed_error_m_s,final_relative_x_m,final_relative_y_m,terminal_yaw_error_rad,final_planar_speed_m_s,last_1s_planar_speed_mean_m_s,achieved_speed_mean,achieved_planar_speed_mean,achieved_tangent_speed_mean,achieved_speed_ratio,achieved_height_mean,tilt_rms_deg,action_delta_rms
0,0,straight,,0.2,0.2800000011920929,,random,0.8,0.2932;0.1705;0.2500;0.2100;0.2500;0.1705;0.2932;0.1705;0.2932;0.2500;0.2100;0.1705;0.2100,7,7,7,2.143417663003602e-06,True,False,False,30.0,0.05319449663582783,0.047192394733428955,0.036220066249370575,0.08884449079632759,0.5646666666666667,0.0461496077477932,0.034373123198747635,6.0,150,0.05017945886866445,6.0,5.950159072875977,5.950159072875977,0.9916931788126627,0.19833863576253255,0.9916931788126627,False,nan,nan,nan,0.19833863576253255,0.9916931788126627,0.19013719974597296,-0.04984092712402344,0.05182980000972748,0.08074224293231963,0.05017945886866445,False,False,nan,nan,nan,nan,nan,-5.960404396057129,-0.005818456411361694,0.014945507049560547,0.7542341351509094,0.28823375701904297,0.19711649417877197,0.24388059973716736,0.1984674036502838,0.9923370182514191,0.176779642701149,11.404600143432617,0.3954988718032837
1,1,straight,,0.2,0.2800000011920929,,random,0.8,0.2100;0.2500;0.2100;0.2932;0.2100;0.2932;0.2500;0.1705;0.2500;0.2100;0.1705;0.2932;0.1705,7,7,8,2.143417663003602e-06,True,False,False,30.0,0.06410582458348087,0.05728879198431969,0.048981014639139175,0.09706975221633911,0.30133333333333334,0.053808633238077164,0.04186195507645607,6.0,150,0.03838419015580932,6.0,6.0370917320251465,6.0370917320251465,1.0061819553375244,0.20123639106750488,1.0061819553375244,True,29.79180314210902,0.20139767879706955,1.0069883939853477,0.20123639106750488,1.0061819553375244,0.2811433032554784,0.037091732025146484,0.06285718083381653,0.1047422345727682,0.03838419015580932,False,False,nan,nan,nan,nan,nan,-6.0450663566589355,0.009875953197479248,0.009240452443258352,0.1245509535074234,0.40480056405067444,0.19752879440784454,0.24753080308437347,0.20102523267269135,1.0051261633634567,0.18834196031093597,12.620437622070312,0.3960846960544586
2,2,straight,,0.2,0.2800000011920929,,random,0.8,0.2100;0.2932;0.1705;0.2932;0.2100;0.2500;0.2932;0.1705;0.2500;0.2932;0.1705;0.2100;0.2932,7,7,8,2.143417663003602e-06,True,False,False,30.0,0.05699382670784755,0.05654771253466606,0.04141835495829582,0.1339004620909691,0.5593333333333333,0.06519275903701782,0.04993470385670662,6.0,150,0.017702748915969395,6.0,5.9921417236328125,6.010034561157227,0.9986902872721354,0.19973805745442708,0.9986902872721354,True,29.65261971288178,0.20234299896927696,1.0117149948463848,0.19973805745442708,0.9986902872721354,0.229395079626719,-0.0078582763671875,0.055689916014671326,0.08998783826828002,0.017702748915969395,False,False,nan,nan,nan,nan,nan,-6.01001501083374,0.015862464904785156,0.051285743713378906,0.1525658369064331,0.274467408657074,0.1978592574596405,0.2490372359752655,0.19940796494483948,0.9970398247241974,0.19158117473125458,12.214255332946777,0.416372150182724
3,0,straight,,0.35,0.2800000011920929,,random,0.8,0.2932;0.1705;0.2500;0.2100;0.2500;0.1705;0.2932;0.1705;0.2932;0.2500;0.2100;0.1705;0.2100,12,0,12,2.143417663003602e-06,False,True,False,1.04,0.061120855880080954,0.09303059428930283,0.06715794652700424,0.1744779869914055,0.43137254901960786,0.06369665265083313,0.0519501194357872,10.000006675720215,249,9.495733565657309,10.000000000000314,0.5043528079986572,0.5043528079986572,0.05043528079986414,0.016811760266621907,0.04803360076177688,False,nan,nan,nan,0.4944635372535855,1.412752963581673,0.054289457800341584,-9.495647192001657,0.06005820259451866,0.09265191853046417,9.495733565657309,True,False,nan,nan,nan,nan,nan,-0.5043527483940125,-0.04048818349838257,0.46334582964052395,0.4070168435573578,0.5433254241943359,0.5128227472305298,0.5334596037864685,0.49851593375205994,1.4243312392915999,0.22733108699321747,10.085925102233887,0.5792029500007629
4,1,straight,,0.35,0.2800000011920929,,random,0.8,0.2100;0.2500;0.2100;0.2932;0.2100;0.2932;0.2500;0.1705;0.2500;0.2100;0.1705;0.2932;0.1705,12,12,12,2.143417663003602e-06,True,False,False,30.0,0.045003619067591115,0.06609293818473816,0.052987173199653625,0.13018999621272087,0.37466666666666665,0.06244410201907158,0.0458441860973835,10.000006675720215,249,0.08239475957917752,10.000000000000314,10.0,10.0,0.9999999999999686,0.3333333333333333,0.9523809523809524,True,28.52,0.3506311360448918,1.001803245842548,0.3333333333333333,0.9523809523809524,1.0212925253590102,-3.1441516057384433e-13,0.04350637272000313,0.07612108774483203,0.08239475957917752,True,True,28.3,0.11858903267347451,0.10368943214416505,0.021459221839904785,0.0033568904593750948,-10.07632827758789,-0.03103134036064148,0.13873553276062012,0.1459861397743225,0.1239258274435997,0.3323242962360382,0.3698103725910187,0.3358917236328125,0.9596906389508929,0.17827439308166504,10.444106101989746,0.4425584375858307
5,2,straight,,0.35,0.2800000011920929,,random,0.8,0.2100;0.2932;0.1705;0.2932;0.2100;0.2500;0.2932;0.1705;0.2500;0.2932;0.1705;0.2100;0.2932,12,12,12,2.143417663003602e-06,True,False,False,30.0,0.06272236023774672,0.052820030599832535,0.037409767508506775,0.11842989027500152,0.6,0.0647912472486496,0.053499139845371246,10.000006675720215,249,0.17267115268167613,10.000000000000314,10.0,10.0,0.9999999999999686,0.3333333333333333,0.9523809523809524,True,28.740000000000002,0.347947112038981,0.99413460582566,0.3333333333333333,0.9523809523809524,1.182876392061646,-3.1441516057384433e-13,0.061388492584228516,0.10051573514938354,0.17267115268167613,True,True,27.64,0.12350931689389928,0.012496058140890188,0.004646927118301392,0.011794500723600387,-10.122722625732422,0.12146717309951782,0.24028546014894683,0.30054816603660583,0.2088221311569214,0.3351360261440277,0.3754216730594635,0.33804991841316223,0.9658569097518922,0.19807246327400208,9.71953010559082,0.44500216841697693
6,0,straight,,0.5,0.2800000011920929,,random,0.8,0.2932;0.1705;0.2500;0.2100;0.2500;0.1705;0.2932;0.1705;0.2932;0.2500;0.2100;0.1705;0.2100,12,12,11,2.143417663003602e-06,True,False,False,30.0,0.06551309427027506,0.05411539226770401,0.045639440417289734,0.10380391776561737,0.30333333333333334,0.05449919402599335,0.04687987267971039,9.994312763214111,249,0.14960785727036802,9.994306087494211,9.994306564331055,9.994306564331055,1.0000000477108506,0.33314355214436847,0.6662871042887369,True,19.939998766955192,0.5012189922527426,1.0024379845054852,0.33314355214436847,0.6662871042887369,0.7029929600448352,4.768368437879644e-07,0.06478715687990189,0.12477674447000027,0.14960785727036802,True,True,19.76,0.10967037870199443,0.08458685874938965,0.027403905987739563,0.005784721027034978,-10.148709297180176,0.016371548175811768,0.2874290943145752,0.0549444779753685,0.10759839415550232,0.33658501505851746,0.38034963607788086,0.3379465937614441,0.6758931875228882,0.17425179481506348,11.018081665039062,0.43144655227661133
7,1,straight,,0.5,0.2800000011920929,,random,0.8,0.2100;0.2500;0.2100;0.2932;0.2100;0.2932;0.2500;0.1705;0.2500;0.2100;0.1705;0.2932;0.1705,12,12,11,2.143417663003602e-06,True,False,False,30.0,0.046800989121886766,0.052204299718141556,0.03914428874850273,0.11066534891724585,0.5686666666666667,0.04808909818530083,0.035080213099718094,9.992939114570618,249,0.03938163464871135,9.992932438850717,9.992932319641113,9.992932319641113,0.9999999880706084,0.3330977439880371,0.6661954879760742,True,20.080000000000002,0.4976559979507329,0.9953119959014658,0.3330977439880371,0.6661954879760742,0.6589932509701507,-1.1920960396594182e-07,0.04564300552010536,0.08034799844026563,0.03938163464871135,True,True,19.78,0.12173940407939582,0.09616238275636871,0.002278372645378113,0.005203864451502338,-10.023751258850098,-0.03141409158706665,0.006199359893798828,0.19412975013256073,0.16426090896129608,0.3326103389263153,0.40337011218070984,0.3339214622974396,0.6678429245948792,0.170611172914505,10.293768882751465,0.45115339756011963
8,2,straight,,0.5,0.2800000011920929,,random,0.8,0.2100;0.2932;0.1705;0.2932;0.2100;0.2500;0.2932;0.1705;0.2500;0.2932;0.1705;0.2100;0.2932,12,12,11,2.143417663003602e-06,True,False,False,30.0,0.08529408522216998,0.04731089249253273,0.0316525436937809,0.10854977518320083,0.7,0.05772878974676132,0.04298337176442146,9.999976992607117,249,0.11013367569952745,9.999970316887216,9.999970436096191,9.999970436096191,1.000000011920933,0.33333234786987304,0.6666646957397461,True,19.53999798712286,0.5117692603385804,1.0235385206771608,0.33333234786987304,0.6666646957397461,0.7192184348491746,1.1920897513562068e-07,0.07871569693088531,0.1873681455850601,0.11013367569952745,True,True,19.16,0.12504202612133977,0.12438756624330718,0.012681722640991211,0.021919118835449725,-10.090106010437012,-0.06332805752754211,0.0696867148028775,0.17265856266021729,0.1420825868844986,0.33637580275535583,0.4127312898635864,0.33631375432014465,0.6726275086402893,0.23188604414463043,8.716981887817383,0.5006545186042786
9,0,circle,,0.2,0.2800000011920929,,random,0.8,0.2932;0.1705;0.2500;0.2100;0.2500;0.1705;0.2932;0.1705;0.2932;0.2500;0.2100;0.1705;0.2100;0.1705;0.2100;0.1705;0.2500;0.2932,7,7,8,0.6628245038453242,True,False,False,30.0,0.04047573068013758,0.0677574872970581,0.05000561475753784,0.13846371844410896,0.49,0.06135878339409828,0.04602999985218048,6.0,106,0.014707509854292216,6.0,5.985849380493164,5.985849380493164,0.9976415634155273,0.19952831268310547,0.9976415634155273,False,nan,nan,nan,0.19952831268310547,0.9976415634155273,0.4180170371875128,-0.014150619506835938,0.03698984161019325,0.07089362330734729,0.014707509854292216,False,False,nan,nan,nan,nan,nan,1.1229255199432373,-2.4880475997924805,0.09529072046279907,0.07687635719776154,0.26182830333709717,0.2024102807044983,0.24522952735424042,0.20300041139125824,1.0150020569562912,0.18011446297168732,11.156889915466309,0.4252585172653198
