scenario_id,repeat,requested_vx,requested_vy,requested_wz,requested_height,samples,survived,time_to_failure_s,achieved_vx_mean,achieved_vy_mean,achieved_wz_mean,achieved_height_mean,achieved_height_std,vx_rmse,vy_rmse,wz_rmse,height_rmse,tilt_rms_deg,tilt_max_deg,action_delta_rms
0,0,0.0,0.0,0.0,0.1705,75,True,nan,-0.009587260894477367,0.008422618731856346,0.011608625762164593,0.17574898898601532,0.007740668952465057,0.04179324582219124,0.022602515295147896,0.1278936266899109,0.00935253594070673,0.6479597687721252,1.8387044668197632,0.06803694367408752
1,0,0.0,0.0,0.0,0.2,75,True,nan,-0.023211196064949036,0.026790646836161613,0.031209703534841537,0.21594227850437164,0.007587011903524399,0.034057214856147766,0.03290868550539017,0.20986585319042206,0.01765556074678898,1.4197607040405273,2.668644666671753,0.07868358492851257
2,0,0.0,0.0,0.0,0.23,75,True,nan,-0.04203719645738602,0.0032326392829418182,-0.041691914200782776,0.24835607409477234,0.005529869347810745,0.04671870544552803,0.01891387812793255,0.2859656810760498,0.01917090453207493,1.9043233394622803,3.3087704181671143,0.07116081565618515
3,0,0.0,0.0,0.0,0.26,75,True,nan,0.0035368686076253653,0.012313519604504108,-0.007211472373455763,0.30421122908592224,0.014137353748083115,0.027916690334677696,0.04557961970567703,0.324795126914978,0.04641658440232277,1.0829485654830933,2.080465316772461,0.06702505797147751
4,0,0.0,0.0,0.0,0.2932,75,True,nan,-0.005134192761033773,-0.02003783918917179,-0.0017540951957926154,0.322259783744812,0.0029864213429391384,0.019960595294833183,0.03578273579478264,0.15465597808361053,0.029212843626737595,0.8482533693313599,1.8609328269958496,0.05742674693465233
5,0,0.4,0.0,0.0,0.1705,75,True,nan,0.48453348875045776,0.01683908700942993,0.014077465981245041,0.1719481647014618,0.008572512306272984,0.09616564959287643,0.04833868891000748,0.2431885451078415,0.00869397260248661,3.2407162189483643,5.996644973754883,0.17271900177001953
6,0,0.4,0.0,0.0,0.2,75,True,nan,0.36267873644828796,0.04849104583263397,-0.11012222617864609,0.21294251084327698,0.0061827427707612514,0.0889030173420906,0.061406757682561874,0.5041718482971191,0.014343458227813244,2.963332176208496,5.029304504394531,0.1570294052362442
7,0,0.4,0.0,0.0,0.23,75,True,nan,0.33793994784355164,0.015535030514001846,-0.009880738332867622,0.25163596868515015,0.01156124658882618,0.080931156873703,0.04444286972284317,0.5484746098518372,0.024531155824661255,2.636897087097168,4.6596784591674805,0.14689244329929352
8,0,0.4,0.0,0.0,0.26,75,True,nan,0.32799476385116577,0.029127473011612892,-0.04231661558151245,0.2868455946445465,0.006302019115537405,0.0838795080780983,0.04695283994078636,0.334014892578125,0.027575386688113213,2.364088535308838,4.744583606719971,0.12154390662908554
9,0,0.4,0.0,0.0,0.2932,75,True,nan,0.38706809282302856,0.04611501097679138,-0.03057505004107952,0.3033636808395386,0.004718182608485222,0.0519651360809803,0.054971273988485336,0.15019696950912476,0.011205450631678104,2.8975532054901123,6.106149196624756,0.13855957984924316
10,0,0.3,0.15,0.2,0.1705,75,True,nan,0.39296209812164307,0.2299434393644333,0.19196157157421112,0.1740344911813736,0.009985296986997128,0.10990244895219803,0.09890116751194,0.16291096806526184,0.010592391714453697,4.034434795379639,7.050015449523926,0.18656542897224426
11,0,0.3,0.15,0.2,0.2,75,True,nan,0.30758872628211975,0.20854496955871582,0.14677605032920837,0.2144298106431961,0.005986683536320925,0.04893844947218895,0.06913565844297409,0.29325464367866516,0.015622426755726337,3.2955965995788574,5.508510589599609,0.15771421790122986
12,0,0.3,0.15,0.2,0.23,75,True,nan,0.23660854995250702,0.15076333284378052,0.06725217401981354,0.24945244193077087,0.005877787712961435,0.07740636169910431,0.04505659639835358,0.42494067549705505,0.020321054384112358,2.3686559200286865,4.256242752075195,0.1295856237411499
13,0,0.3,0.15,0.2,0.26,75,True,nan,0.18522080779075623,0.13462421298027039,0.009036658331751823,0.2899343967437744,0.007519539445638657,0.12411199510097504,0.03643478453159332,0.29131799936294556,0.030864421278238297,2.4337563514709473,4.195796966552734,0.10893404483795166
14,0,0.3,0.15,0.2,0.2932,75,True,nan,0.27342885732650757,0.08988873660564423,0.13672715425491333,0.3056413233280182,0.0029403201770037413,0.05030979588627815,0.06609699130058289,0.20479616522789001,0.012784091755747795,3.6963999271392822,6.675839424133301,0.10464178770780563
