scenario_id,repeat,path_shape,reference_demo,requested_speed,reference_curvature_abs_mean,survived,time_to_failure_s,xy_rmse,height_rmse,target_progress_m,target_path_index,terminal_position_error_m,terminal_yaw_error_rad,final_planar_speed_m_s,last_1s_planar_speed_mean_m_s,achieved_speed_mean,achieved_planar_speed_mean,achieved_speed_ratio,achieved_height_mean,tilt_rms_deg,action_delta_rms
55,1,right_angle,,0.8,0.6934072416164981,False,2.04,0.17216148948539786,0.033643655478954315,8.485075950622559,170,6.003332614898682,0.0,0.356467604637146,0.97296142578125,0.7936385869979858,0.8139767646789551,0.9920482337474823,0.28333139419555664,10.383500099182129,0.40717265009880066
56,2,right_angle,,0.8,0.6934070297395186,False,2.32,0.18946222167599175,0.02492322027683258,8.485075950622559,170,6.003332614898682,0.0,0.2546127438545227,1.118005394935608,0.845854640007019,0.8828958868980408,1.0573183000087738,0.2930208742618561,11.5038423538208,0.4019036889076233
57,0,right_angle,,1.0,0.693408720173007,False,1.44,0.12498250136419645,0.02445537969470024,8.485074043273926,170,6.003332614898682,0.0,0.31566426157951355,0.9109308123588562,0.6827505230903625,0.737318754196167,0.6827505230903625,0.28612035512924194,12.156421661376953,0.5354138612747192
58,1,right_angle,,1.0,0.6934086006476654,False,2.96,0.18837977794286745,0.023200100287795067,8.485075950622559,170,6.003332614898682,0.0,0.34537631273269653,0.7624870538711548,0.6866268515586853,0.7412809133529663,0.6866268515586853,0.2868187427520752,11.557147979736328,0.4555300772190094
59,2,right_angle,,1.0,0.6934088667886612,False,1.62,0.13542026256643014,0.034417808055877686,8.485075950622559,170,6.003332614898682,0.0,0.1564946472644806,0.9817010760307312,0.6529107093811035,0.7557066679000854,0.6529107093811035,0.2850363552570343,18.584388732910156,0.5682428479194641
60,0,random_polyline,,0.2,0.29910141608374424,True,20.0,0.14229136444142806,0.006252976134419441,4.0,79,2.5428738594055176,1.008023738861084,0.058366116136312485,0.09006360918283463,0.05123770609498024,0.1056521013379097,0.2561885304749012,0.2975556254386902,3.7464873790740967,0.11191459745168686
61,1,random_polyline,,0.2,0.2991074301962991,True,20.0,0.14721878016864573,0.006758533418178558,4.0,79,2.5837478637695312,1.089456558227539,0.04475357010960579,0.06880174577236176,0.05221852660179138,0.10083524882793427,0.2610926330089569,0.2982504963874817,3.758467435836792,0.1101028174161911
62,2,random_polyline,,0.2,0.2991074301962991,True,20.0,0.0989515939264376,0.005932265426963568,4.0,79,2.420642852783203,1.0030591487884521,0.04044205695390701,0.056922413408756256,0.054370444267988205,0.11972969025373459,0.271852221339941,0.2968375086784363,3.7298600673675537,0.1111808642745018
63,0,random_polyline,,0.4,0.2991240698953984,True,20.0,0.053746514852960434,0.007005668245255947,6.788427829742432,133,0.061365969479084015,0.13450288772583008,0.011202284134924412,0.01857466623187065,0.3351375162601471,0.35334882140159607,0.8378437906503677,0.29911965131759644,4.15207576751709,0.16383878886699677
64,1,random_polyline,,0.4,0.2991108354866601,True,20.0,0.0645768157588455,0.00782108586281538,6.788424968719482,133,0.08605042099952698,0.0916752815246582,0.008440610952675343,0.006751174107193947,0.3348149359226227,0.3495733439922333,0.8370373398065567,0.3004036843776703,3.897657632827759,0.15983228385448456
65,2,random_polyline,,0.4,0.2991056754170987,True,20.0,0.04478260048548815,0.007786442060023546,6.788424491882324,133,0.07316576689481735,0.19607162475585935,0.0016567825805395842,0.0021714039612561464,0.33582842350006104,0.34940358996391296,0.8395710587501526,0.29998376965522766,3.8648784160614014,0.16033025085926056
66,0,random_polyline,,0.6,0.2991021775790558,False,1.86,0.13531775452057906,0.028564656153321266,6.788422107696533,133,6.111359119415283,0.8854036331176759,0.32789120078086853,0.7682506442070007,0.506740927696228,0.5677266120910645,0.8445682128270467,0.285762220621109,12.920116424560547,0.5179311633110046
67,1,random_polyline,,0.6,0.2990974830828236,False,8.16,0.27642773836743906,0.022485483437776566,6.78842306137085,133,6.111359119415283,0.8854036331176759,0.3404296636581421,0.8028755187988281,0.6584847569465637,0.7008453011512756,1.0974745949109397,0.29044681787490845,8.69336986541748,0.3376278877258301
68,2,random_polyline,,0.6,0.29910238604620426,False,4.5,0.21783778197960135,0.039347968995571136,6.788422584533691,133,6.111359119415283,0.8854036331176759,0.2789286971092224,0.8790091872215271,0.619714617729187,0.6712357401847839,1.0328576962153118,0.2734593451023102,13.309680938720703,0.4887225031852722
69,0,random_polyline,,0.8,0.2991056754170987,False,5.96,0.2768345294719566,0.035462114959955215,6.788424491882324,133,6.111359119415283,0.8854036331176759,0.25732681155204773,0.5412200689315796,0.5105188488960266,0.7291450500488281,0.6381485611200333,0.28614506125450134,17.090457916259766,0.4972888231277466
70,1,random_polyline,,0.8,0.2991056754170987,False,6.74,0.30435263353185954,0.01877499744296074,6.788424491882324,133,6.111359119415283,0.8854036331176759,0.2694108486175537,1.0601341724395752,0.8128361701965332,0.8527194261550903,1.0160452127456665,0.2931153476238251,8.908767700195312,0.3678637444972992
71,2,random_polyline,,0.8,0.29912491712471656,False,3.62,0.1883292070574018,0.03291836008429527,6.788427352905273,133,6.111359119415283,0.8854036331176759,0.1376623511314392,0.6918262243270874,0.5224169492721558,0.6406995058059692,0.6530211865901947,0.2842608690261841,10.974250793457031,0.4805363118648529
72,0,random_polyline,,1.0,0.2991135282801051,False,1.84,0.1474735687172023,0.03107251599431038,6.788424968719482,133,6.111359119415283,0.8854036331176759,0.3028852045536041,1.0343220233917236,0.7150650024414062,0.7895202040672302,0.7150650024414062,0.28989166021347046,9.61723518371582,0.4384803771972656
73,1,random_polyline,,1.0,0.2991088244603905,False,1.42,0.15175652335901818,0.03793392330408096,6.788424491882324,133,6.111359119415283,0.8854036331176759,0.31750625371932983,0.8596283793449402,0.6326607465744019,0.7123417258262634,0.6326607465744019,0.2788468897342682,14.00655460357666,0.5087280869483948
74,2,random_polyline,,1.0,0.2991061920690947,False,1.86,0.14137110043055273,0.034254882484674454,6.788422107696533,133,6.111359119415283,0.8854036331176759,0.24237960577011108,0.7973324656486511,0.5645498633384705,0.6458888053894043,0.5645498633384705,0.28611981868743896,12.477896690368652,0.4882529079914093
