scenario_id,repeat,path_shape,reference_demo,requested_speed,reference_curvature_abs_mean,survived,time_to_failure_s,xy_rmse,height_rmse,terminal_position_error_m,terminal_yaw_error_rad,final_planar_speed_m_s,last_1s_planar_speed_mean_m_s,achieved_speed_mean,achieved_planar_speed_mean,achieved_speed_ratio,achieved_height_mean,tilt_rms_deg,action_delta_rms
0,0,straight,,0.2,2.3651523829654648e-06,True,20.0,0.08834785739151597,0.007145884912461042,6.353292465209961,0.7628226280212402,0.13355490565299988,0.09020797908306122,0.17549094557762146,0.19345609843730927,0.8774547278881073,0.2988679111003876,4.139240741729736,0.11796970665454865
1,1,straight,,0.2,2.3651523829654648e-06,True,20.0,0.09073772530071249,0.007158447988331318,5.477452754974365,0.9611363410949707,0.026259977370500565,0.12450245767831802,0.21820764243602753,0.23408402502536774,1.0910382121801376,0.29876908659935,4.214916706085205,0.12872953712940216
2,2,straight,,0.2,2.3651528216566586e-06,True,20.0,0.1068054110552354,0.0068767983466386795,6.464093208312988,1.0241045951843262,0.12068085372447968,0.10228165984153748,0.16612042486667633,0.19487722218036652,0.8306021243333817,0.2984681725502014,3.854416608810425,0.12091545015573502
3,3,straight,,0.2,2.1434173751699785e-06,True,20.0,0.10328045787811774,0.006734431721270084,7.1130242347717285,0.7455539703369141,0.12830562889575958,0.1928674280643463,0.13482780754566193,0.16812191903591156,0.6741390377283096,0.2984921336174011,3.8878331184387207,0.11045627295970917
4,4,straight,,0.2,2.3651528216566586e-06,True,20.0,0.09455251487734366,0.006803381256759167,6.3463053703308105,0.9859950542449951,0.08830292522907257,0.1501154899597168,0.16109441220760345,0.2089949995279312,0.8054720610380173,0.2982587218284607,4.113192558288574,0.12095554172992706
5,0,straight,,0.4,2.3651523829654648e-06,True,20.0,0.019961905408599833,0.008327427320182323,0.006687437184154987,0.06384116808046539,0.008003588765859604,0.005275098141282797,0.5002883672714233,0.5049368143081665,1.2507209181785583,0.30121374130249023,3.992810010910034,0.1840188056230545
6,1,straight,,0.4,2.3651523829654648e-06,True,20.0,0.024963609230677888,0.008342845365405083,0.041574638336896896,0.024254322052001953,0.015777016058564186,0.008352464064955711,0.5019903779029846,0.5064066052436829,1.2549759447574615,0.30113279819488525,3.996312141418457,0.18577507138252258
7,2,straight,,0.4,2.365149668065997e-06,True,20.0,0.050334651943203294,0.008007214404642582,0.0987110286951065,0.07657003402709961,0.003507776651531458,0.012836131267249584,0.5049268007278442,0.5106596946716309,1.2623170018196106,0.3006575107574463,4.031952381134033,0.1864006221294403
8,3,straight,,0.4,2.365149668065997e-06,True,20.0,0.021624940286259456,0.008381791412830353,0.03821317106485367,0.05385994911193848,0.0160540621727705,0.009020552970468998,0.5020261406898499,0.5049329400062561,1.2550653517246246,0.3012780249118805,3.9309935569763184,0.18314339220523834
9,4,straight,,0.4,2.365149092010639e-06,True,20.0,0.029669080530558705,0.00841650553047657,0.05449068173766136,0.06559562683105469,0.002434728667140007,0.011562708765268326,0.5024835467338562,0.5076092481613159,1.2562088668346405,0.3012789487838745,3.9919798374176025,0.18192477524280548
10,0,straight,,0.6,2.1434176064680905e-06,True,20.0,0.0256774197313125,0.007938232272863388,0.029344413429498672,0.0370488166809082,0.01256589125841856,0.01510996837168932,0.501091480255127,0.5075167417526245,0.8351524670918783,0.3006857633590698,3.874965190887451,0.20155856013298035
11,1,straight,,0.6,2.365149092010639e-06,True,20.0,0.01945137396207524,0.008457908406853676,0.013453010469675064,0.038388967514038086,0.01564239338040352,0.011681739240884781,0.5005577206611633,0.5070680975914001,0.8342628677686056,0.30142685770988464,3.7290358543395996,0.19384923577308655
12,2,straight,,0.6,2.365149668065997e-06,True,20.0,0.06326434520033457,0.008053922094404697,0.0918184146285057,0.18787288665771482,0.035630542784929276,0.03587865084409714,0.4966506063938141,0.5279592275619507,0.8277510106563568,0.29949265718460083,4.214111328125,0.2024829387664795
13,3,straight,,0.6,2.365149668065997e-06,True,20.0,0.046252203971247845,0.008108831010758877,0.06757698953151703,0.12747335433959964,0.008876525796949863,0.007928429171442986,0.5030146241188049,0.508315920829773,0.8383577068646749,0.3009663224220276,3.753265380859375,0.19902050495147705
14,4,straight,,0.6,2.3651523829654648e-06,True,20.0,0.03392692625587233,0.008378122001886368,0.04912581294775009,0.013202905654907227,0.009743989445269108,0.01094156876206398,0.5026217699050903,0.5071020126342773,0.8377029498418173,0.3012922406196594,3.740039348602295,0.19807012379169464
15,0,straight,,0.8,2.3651523829654648e-06,True,20.0,0.052177181705063275,0.008198249153792858,0.09284542500972748,0.010652605687276908,0.00615987554192543,0.005923678167164326,0.5044999122619629,0.5124581456184387,0.6306248903274536,0.30070921778678894,3.810157060623169,0.2104339599609375
16,1,straight,,0.8,2.365151505290278e-06,True,20.0,0.03284191132235247,0.008131354115903378,0.04066348448395729,0.10087347030639648,0.011046857573091984,0.009653443470597267,0.5013148784637451,0.5075101256370544,0.6266435980796814,0.30101141333580017,3.7128777503967285,0.2128313183784485
17,2,straight,,0.8,2.143417567721997e-06,True,20.0,0.03553106444015259,0.008135967887938023,0.05463901534676552,0.12462360063661773,0.0014850692823529243,0.008768770843744278,0.5011519193649292,0.5121347308158875,0.6264398992061615,0.3009048104286194,4.056323051452637,0.2135617583990097
18,3,straight,,0.8,2.365151505290278e-06,True,20.0,0.058118093919154123,0.006833605468273163,0.014156862162053585,0.20920491218566895,0.039913225919008255,0.07505597919225693,0.49671560525894165,0.5169703364372253,0.6208945065736771,0.2986958622932434,4.21183443069458,0.21785147488117218
19,4,straight,,0.8,2.3651523829654648e-06,False,8.32,0.3460259938769618,0.036820393055677414,10.0,0.0,0.2781013250350952,0.5252894759178162,0.732180655002594,0.822787344455719,0.9152258187532425,0.2875976264476776,17.57428741455078,0.5529298186302185
20,0,circle,,0.2,0.6628247312178046,False,1.2,1.9574789164770008,0.09111987799406052,2.1213202476501465,1.5897216240512295,0.16342639923095703,0.34456732869148254,0.24442124366760254,0.30689558386802673,1.2221062183380127,0.23277312517166138,25.195466995239258,1.0124982595443726
21,1,circle,,0.2,0.662824393569119,False,0.56,2.0559593946364374,0.0449814535677433,2.1213202476501465,1.5897216240512295,0.25868314504623413,0.4925374388694763,0.4468843340873718,0.4925374388694763,2.234421670436859,0.2803322374820709,22.70695686340332,0.9801656603813171
22,2,circle,,0.2,0.6628243947092931,False,0.68,2.0525356254895732,0.0381392203271389,2.1213202476501465,1.5897216240512295,0.1383492648601532,0.5191370248794556,0.4865346848964691,0.5191370248794556,2.4326734244823456,0.28253576159477234,21.1448917388916,0.8976342678070068
23,3,circle,,0.2,0.6628243945539541,False,0.9,2.013910555109595,0.07890810072422028,2.1213200092315674,1.5897216240512295,0.1479671746492386,0.3625921905040741,0.280776709318161,0.3625921905040741,1.403883546590805,0.2432849258184433,30.235570907592773,1.2539249658584595
24,4,circle,,0.2,0.6628243897043886,False,0.6,2.0695116811913516,0.06077837198972702,2.1213202476501465,1.5897216240512295,0.3587953746318817,0.49720728397369385,0.4516488313674927,0.49720728397369385,2.2582441568374634,0.27195847034454346,20.10698699951172,0.9712272882461548
25,0,circle,,0.4,0.6628243904526062,False,0.9,1.955205613392306,0.08373172581195831,2.1213202476501465,1.5897216240512295,0.20137622952461243,0.4213511049747467,0.33022430539131165,0.4213511049747467,0.8255607634782791,0.23744288086891174,26.744539260864258,1.0542658567428589
26,1,circle,,0.4,0.6628243975042811,False,3.42,1.7433965952029555,0.13803528249263763,2.1213202476501465,1.5897216240512295,0.24940340220928192,0.12240228056907654,0.029774008318781853,0.225030779838562,0.07443502079695463,0.1678854078054428,60.32386779785156,1.4713265895843506
27,2,circle,,0.4,0.6628243947092931,False,1.0,2.041884508090619,0.0913725271821022,2.1213202476501465,1.5897216240512295,0.23329074680805206,0.2901914715766907,0.21709232032299042,0.2901914715766907,0.542730800807476,0.2255723774433136,32.230186462402344,1.4001505374908447
28,3,circle,,0.4,0.6628243602918019,False,0.56,2.066591174918038,0.04472391679883003,2.1213204860687256,1.5897216240512295,0.23429183661937714,0.480113685131073,0.44236835837364197,0.480113685131073,1.105920895934105,0.2877539098262787,19.520448684692383,0.8500217795372009
29,4,circle,,0.4,0.6628243614294972,False,0.52,2.1026789405439454,0.04537701606750488,2.1213204860687256,1.5897216240512295,0.21744082868099213,0.3052772283554077,0.26552674174308777,0.3052772283554077,0.6638168543577194,0.28545263409614563,24.384056091308594,0.9971728324890137
30,0,circle,,0.6,0.6628243612737856,False,0.8200000000000001,2.0663188055981343,0.07168052345514297,2.1213202476501465,1.5897216240512295,0.15957237780094147,0.3329915702342987,0.26075872778892517,0.3329915702342987,0.4345978796482086,0.2464042454957962,31.850862503051758,1.4013757705688477
31,1,circle,,0.6,0.6628243564285727,False,0.46,2.0475035252072566,0.049764715135097504,2.1213204860687256,1.5897216240512295,0.21158137917518616,0.5538854002952576,0.5144138336181641,0.5538854002952576,0.8573563893636068,0.269872784614563,20.689186096191406,1.1195942163467407
