scenario_id,repeat,path_shape,reference_demo,requested_speed,requested_height,transition_fraction,height_profile,height_segment_m,height_schedule,target_height_changes,target_height_changes_before_failure,preview_height_changes,reference_curvature_abs_mean,survived,base_failure,physical_sanity_failure,time_to_failure_s,xy_rmse,height_rmse,height_abs_error_mean,height_abs_error_p95,height_within_0p03_fraction,preview_height_rmse,preview_height_abs_error_mean,target_progress_m,target_path_index,terminal_position_error_m,route_target_progress_m,route_final_progress_m,route_furthest_progress_m,route_completion_ratio,route_horizon_mean_speed_m_s,route_horizon_speed_ratio,route_arrived,route_arrival_time_s,route_arrival_mean_speed_m_s,route_arrival_speed_ratio,route_active_mean_speed_m_s,route_active_speed_ratio,route_schedule_mae_m,route_final_schedule_error_m,route_cross_track_rmse_m,route_cross_track_p95_m,route_terminal_position_error_m,task_success_applicable,task_success,task_success_time_s,task_success_position_error_m,task_success_yaw_error_rad,task_success_height_error_m,task_success_mean_speed_error_m_s,final_relative_x_m,final_relative_y_m,terminal_yaw_error_rad,final_planar_speed_m_s,last_1s_planar_speed_mean_m_s,achieved_speed_mean,achieved_planar_speed_mean,achieved_tangent_speed_mean,achieved_speed_ratio,achieved_height_mean,tilt_rms_deg,action_delta_rms
0,0,straight,,0.2,0.2800000011920929,,interleaved,0.8,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,4,4,5,2.143417663003602e-06,True,False,False,20.0,0.03640887972580219,0.06074788421392441,0.04141274467110634,0.1358668588101864,0.634,0.05805705860257149,0.04016372933983803,4.0,100,0.043424990665271404,4.0,3.9566054344177246,3.9686946868896484,0.9891513586044312,0.19783027172088624,0.9891513586044312,False,nan,nan,nan,0.19783027172088624,0.9891513586044312,0.10913729759502414,-0.04339456558227539,0.03445171192288399,0.06961710453033447,0.043424990665271404,False,False,nan,nan,nan,nan,nan,-3.966850757598877,0.0016217231750488281,0.1130834261523648,0.07455422729253769,0.08949106186628342,0.19831649959087372,0.249787375330925,0.19778037071228027,0.9889018535614014,0.1976490318775177,10.736838340759277,0.41221535205841064
1,1,straight,,0.2,0.2800000011920929,,interleaved,0.8,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,4,4,5,2.143417663003602e-06,False,True,False,18.72,0.030048230530032013,0.07874196022748947,0.057760000228881836,0.13467562049627305,0.5262032085561498,0.060784660279750824,0.040593136101961136,4.0,100,0.1676989643973852,4.0,3.841022253036499,3.890950918197632,0.9602555632591248,0.19205111265182495,0.9602555632591248,False,nan,nan,nan,0.2054022595206684,1.0270112976033419,0.2277906235358295,-0.15897774696350098,0.027281560003757477,0.05655637383460998,0.1676989643973852,False,False,nan,nan,nan,nan,nan,-3.848996877670288,0.05337601900100708,0.12463599840273101,0.5008335113525391,0.283954381942749,0.20381776988506317,0.24650722742080688,0.2052757441997528,1.026378720998764,0.1892656832933426,10.960640907287598,0.4092877507209778
2,2,straight,,0.2,0.2800000011920929,,interleaved,0.8,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,5,5,5,2.143417663003602e-06,True,False,False,20.0,0.051308537630148546,0.07193346321582794,0.05142281949520111,0.13404880464076996,0.567,0.07127541303634644,0.050931818783283234,4.0,101,0.06023394454967398,4.0,3.987901210784912,3.987901210784912,0.996975302696228,0.1993950605392456,0.996975302696228,False,nan,nan,nan,0.1993950605392456,0.996975302696228,0.1476980013861656,-0.01209878921508789,0.04969019815325737,0.0762950450181961,0.06023394454967398,False,False,nan,nan,nan,nan,nan,-4.00577449798584,0.0590059757232666,0.039052311574117725,0.4895298182964325,0.253073513507843,0.19778408110141754,0.2375377118587494,0.19952429831027985,0.9976214915513992,0.1922036111354828,11.263872146606445,0.4008798897266388
3,0,straight,,0.35,0.2800000011920929,,interleaved,0.8,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,8,8,9,2.143417663003602e-06,True,False,False,20.0,0.03420763675304915,0.0801037922501564,0.06293349713087082,0.13314151763916016,0.444,0.08024661242961884,0.06292162090539932,7.0,175,0.14021535938093804,7.0,7.134372234344482,7.134372234344482,1.0191960334777832,0.35671861171722413,1.0191960334777832,True,19.271208167895633,0.3632361779819009,1.0378176513768598,0.35671861171722413,1.0191960334777832,0.8046665456914902,0.13437223434448242,0.03221816197037697,0.06214050501585006,0.14021535938093804,False,False,nan,nan,nan,nan,nan,-7.134372234344482,0.04005497694015503,0.18201422691345215,0.05845171585679054,0.22959895431995392,0.35214269161224365,0.3767816722393036,0.3566899299621582,1.0191140856061665,0.18375973403453827,10.177206039428711,0.44487783312797546
4,1,straight,,0.35,0.2800000011920929,,interleaved,0.8,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,4,4,5,2.143417663003602e-06,False,True,False,7.6000000000000005,0.03781230573647942,0.06648559123277664,0.049544766545295715,0.12436773926019667,0.5224274406332454,0.08493953943252563,0.07077448815107346,7.0,175,3.4927815298085427,7.0,3.5086164474487305,3.5086164474487305,0.5012309210641044,0.1754308223724365,0.5012309210641044,False,nan,nan,nan,0.46287815929402776,1.322509026554365,0.3969371591683743,-3.4913835525512695,0.036038417369127274,0.05790385603904721,3.4927815298085427,False,False,nan,nan,nan,nan,nan,-3.5086164474487305,0.09881085157394409,0.49942261377443514,0.8329418301582336,0.586531937122345,0.4666757583618164,0.49111494421958923,0.46502548456192017,1.3286442416054862,0.19331616163253784,9.209307670593262,0.5103227496147156
5,2,straight,,0.35,0.2800000011920929,,interleaved,0.8,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,8,8,9,2.143417663003602e-06,True,False,False,20.0,0.04322574707925798,0.08178378641605377,0.06613927334547043,0.13389193192124366,0.383,0.07375278323888779,0.056115925312042236,7.0,175,0.05077822772526467,7.0,6.977922439575195,6.977922439575195,0.9968460627964565,0.34889612197875974,0.9968460627964565,False,nan,nan,nan,0.34889612197875974,0.9968460627964565,0.6000938978828193,-0.022077560424804688,0.04170757532119751,0.0648094210773706,0.05077822772526467,False,False,nan,nan,nan,nan,nan,-6.977922439575195,0.0457269549369812,0.1063086986541748,0.1845322698354721,0.0944114476442337,0.3432270586490631,0.3748200535774231,0.349958211183548,0.9998806033815657,0.18717950582504272,10.84593677520752,0.4539986848831177
6,0,straight,,0.5,0.2800000011920929,,interleaved,0.8,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,12,12,11,2.143417663003602e-06,True,False,False,20.0,0.04931404566135575,0.06719394773244858,0.05047767236828804,0.12002939730882645,0.53,0.07687170803546906,0.06167931482195854,9.994312763214111,249,0.03051479530965971,9.994306087494211,9.974838256835938,9.994306564331055,0.9980521078214091,0.49874191284179686,0.9974838256835937,True,18.599996223567445,0.5373283933698199,1.0746567867396397,0.49874191284179686,0.9974838256835937,1.0745294582313303,-0.0194678306582734,0.04781407117843628,0.09003270864486694,0.03051479530965971,True,True,17.56,0.12740963362088867,0.1976965109454556,0.0006164908409118652,0.06915182730604852,-9.980531692504883,0.02349674701690674,0.18226963678468902,0.11520912498235703,0.1532367318868637,0.49547430872917175,0.5336524844169617,0.49890249967575073,0.9978049993515015,0.20554190874099731,8.634900093078613,0.510881245136261
7,1,straight,,0.5,0.2800000011920929,,interleaved,0.8,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,12,12,11,2.143417663003602e-06,True,False,False,20.0,0.050065530435779694,0.06923840194940567,0.052586041390895844,0.12235388681292533,0.488,0.07478778064250946,0.059331294149160385,9.992939114570618,249,0.008503654296237482,9.992932438850717,9.98656177520752,9.992932319641113,0.9993624830666893,0.499328088760376,0.998656177520752,True,18.6,0.5372544321962751,1.0745088643925502,0.499328088760376,0.998656177520752,0.9000680882024767,-0.006370663643197716,0.04827989637851715,0.09998211413621902,0.008503654296237482,True,True,17.76,0.119639563737106,0.14508819580078125,0.0005007684230804443,0.06266511480015291,-9.993629455566406,0.005631923675537109,0.1858082453357144,0.03812143951654434,0.21861782670021057,0.4973207414150238,0.5358244180679321,0.49961066246032715,0.9992213249206543,0.2062729448080063,8.38496208190918,0.4979315400123596
8,2,straight,,0.5,0.2800000011920929,,interleaved,0.8,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,12,12,11,2.143417663003602e-06,True,False,False,20.0,0.050067649122461845,0.06433512270450592,0.04827938973903656,0.11682329550385474,0.534,0.08198339492082596,0.06898032128810883,9.999976992607117,249,0.02860873889307459,9.999970316887216,9.999970436096191,9.999970436096191,1.000000011920933,0.4999985218048096,0.9999970436096192,True,19.419999129225566,0.5149315533098068,1.0298631066196136,0.4999985218048096,0.9999970436096192,0.8942790674924846,1.1920897513562068e-07,0.048801667988300323,0.08019806407392022,0.02860873889307459,True,True,19.14,0.11520806016435219,0.06446170806884766,0.004160851240158081,0.022464488865580723,-10.02857780456543,-0.0013309121131896973,0.0469059944152832,0.28050684928894043,0.32838940620422363,0.4968491196632385,0.5265214443206787,0.501418948173523,1.002837896347046,0.2003241777420044,9.265212059020996,0.4939342737197876
9,0,s_curve,,0.2,0.2800000011920929,,interleaved,0.8,0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932;0.1705;0.2932,4,4,5,0.19313717444465053,True,False,False,20.0,0.05336796211231625,0.0703493058681488,0.04965412989258766,0.13633769378066063,0.582,0.07182170450687408,0.05183051899075508,4.0,97,0.048665396872517676,4.0,3.9753637313842773,3.977839946746826,0.9938409328460693,0.19876818656921386,0.9938409328460692,False,nan,nan,nan,0.19876818656921386,0.9938409328460692,0.14516966137497134,-0.024636268615722656,0.05194433405995369,0.10771608538925646,0.048665396872517676,False,False,nan,nan,nan,nan,nan,-3.862551212310791,0.27830225229263306,0.1002340316772461,0.09897024929523468,0.16488581895828247,0.1978481113910675,0.24905917048454285,0.19901305437088013,0.9950652718544006,0.1916995346546173,11.535683631896973,0.38299989700317383
