scenario_id,repeat,path_shape,reference_demo,requested_speed,requested_height,transition_fraction,height_profile,height_segment_m,height_schedule,target_height_changes,target_height_changes_before_failure,preview_height_changes,reference_curvature_abs_mean,survived,time_to_failure_s,xy_rmse,height_rmse,height_abs_error_mean,preview_height_rmse,preview_height_abs_error_mean,target_progress_m,target_path_index,terminal_position_error_m,route_target_progress_m,route_final_progress_m,route_furthest_progress_m,route_completion_ratio,route_horizon_mean_speed_m_s,route_horizon_speed_ratio,route_arrived,route_arrival_time_s,route_arrival_mean_speed_m_s,route_arrival_speed_ratio,route_active_mean_speed_m_s,route_active_speed_ratio,route_schedule_mae_m,route_final_schedule_error_m,route_cross_track_rmse_m,route_cross_track_p95_m,route_terminal_position_error_m,task_success_applicable,task_success,task_success_time_s,task_success_position_error_m,task_success_yaw_error_rad,task_success_height_error_m,task_success_mean_speed_error_m_s,final_relative_x_m,final_relative_y_m,terminal_yaw_error_rad,final_planar_speed_m_s,last_1s_planar_speed_mean_m_s,achieved_speed_mean,achieved_planar_speed_mean,achieved_tangent_speed_mean,achieved_speed_ratio,achieved_height_mean,tilt_rms_deg,action_delta_rms
0,0,straight,,0.2,0.23184999078512192,,interleaved,0.8,0.2932;0.2500;0.2100;0.1705;0.2932;0.2500;0.2100;0.1705;0.2932;0.2500;0.2100;0.1705;0.2932,11,11,12,2.143417663003602e-06,True,24.0,0.02924216568082374,0.03907451778650284,0.025342892855405807,0.03673691675066948,0.026371896266937256,4.800000000000001,120,4.699111359858015,4.800000000000001,9.499053955078125,9.499053955078125,1.9789695739746092,0.3957939147949219,1.9789695739746094,True,12.52143731173439,0.3833425732604762,1.916712866302381,0.3957939147949219,1.9789695739746094,2.22599564602375,4.699053955078124,0.026436416432261467,0.05100397616624831,4.699111359858015,False,False,nan,nan,nan,nan,nan,-9.509299278259277,0.023250818252563477,0.018670622502462455,0.22463835775852203,0.4107828438282013,0.39436662197113037,0.4101637303829193,0.3962656259536743,1.9813281297683716,0.24442791938781738,5.973681926727295,0.29506915807724
1,1,straight,,0.2,0.23184999078512192,,interleaved,0.8,0.2932;0.2500;0.2100;0.1705;0.2932;0.2500;0.2100;0.1705;0.2932;0.2500;0.2100;0.1705;0.2932,11,11,12,2.143417663003602e-06,True,24.0,0.03018549909617096,0.02724813111126423,0.019577132537961006,0.03611905872821808,0.02503812499344349,4.800000000000001,120,4.691740294364428,4.800000000000001,9.491705894470215,9.491705894470215,1.9774387280146277,0.3954877456029256,1.977438728014628,True,13.337563115859354,0.3598858320897049,1.7994291604485246,0.3954877456029256,1.977438728014628,2.0723527571851013,4.691705894470214,0.027402082458138466,0.05280705243349075,4.691740294364428,False,False,nan,nan,nan,nan,nan,-9.499680519104004,0.017950356006622314,0.048584524785177295,0.19827446341514587,0.5223342776298523,0.3953782021999359,0.410815566778183,0.39594724774360657,1.9797362387180328,0.24247711896896362,5.983386993408203,0.29325225949287415
2,2,straight,,0.2,0.23184999078512192,,interleaved,0.8,0.2932;0.2500;0.2100;0.1705;0.2932;0.2500;0.2100;0.1705;0.2932;0.2500;0.2100;0.1705;0.2932,11,11,12,2.143417663003602e-06,True,24.0,0.026808400007566912,0.02926802448928356,0.02157488465309143,0.04177849739789963,0.0318375863134861,4.800000000000001,120,4.71482485979259,4.800000000000001,9.514501571655273,9.514501571655273,1.9821878274281817,0.3964375654856364,1.982187827428182,True,12.928481714131568,0.37127329458596264,1.856366472929813,0.3964375654856364,1.982187827428182,2.149227188046773,4.714501571655273,0.024037741124629974,0.04319222718477249,4.71482485979259,False,False,nan,nan,nan,nan,nan,-9.53237533569336,0.055171072483062744,0.1052110830890103,0.24931181967258453,0.4067894220352173,0.39653143286705017,0.40752390027046204,0.3969537913799286,1.984768956899643,0.2508349120616913,5.746927738189697,0.299972265958786
3,0,straight,,0.4,0.23184999078512192,,interleaved,0.8,0.2932;0.2500;0.2100;0.1705;0.2932;0.2500;0.2100;0.1705;0.2932;0.2500;0.2100;0.1705;0.2932,12,12,11,2.143417663003602e-06,True,24.0,0.03614913683606177,0.044644344598054886,0.02890748344361782,0.034511029720306396,0.02388334646821022,9.600000000000001,240,0.3210807799662191,9.600000000000001,9.920432090759277,10.0,1.0333783427874246,0.4133513371149699,1.0333783427874248,True,16.931258891645992,0.5669985948142765,1.4174964870356912,0.4133513371149699,1.0333783427874248,1.6003692555790143,0.3204320907592759,0.030981434509158134,0.05896061845123767,0.3210807799662191,False,False,nan,nan,nan,nan,nan,-9.920432090759277,0.020398736000061035,0.21278071403503418,0.014943687245249748,0.30157583951950073,0.4132297933101654,0.46605992317199707,0.4137911796569824,1.034477949142456,0.25800177454948425,6.050530433654785,0.3035392761230469
4,1,straight,,0.4,0.23184999078512192,,interleaved,0.8,0.2932;0.2500;0.2100;0.1705;0.2932;0.2500;0.2100;0.1705;0.2932;0.2500;0.2100;0.1705;0.2932,12,12,11,2.143417663003602e-06,True,24.0,0.03128042914414575,0.04606951028108597,0.03060349076986313,0.034045688807964325,0.023472320288419724,9.600000000000001,240,0.3417183876931145,9.600000000000001,9.938956260681152,10.0,1.0353079438209531,0.41412317752838135,1.0353079438209534,True,16.838163191296466,0.5701334457289365,1.4253336143223412,0.41412317752838135,1.0353079438209534,1.5238474242895839,0.3389562606811509,0.026055406779050827,0.04675148874521255,0.3417183876931145,False,False,nan,nan,nan,nan,nan,-9.938956260681152,0.04335939884185791,0.14775919914245603,0.2513073682785034,0.16310901939868927,0.4146203100681305,0.4553802013397217,0.4149199426174164,1.037299856543541,0.2586521804332733,5.971048831939697,0.2980886697769165
5,2,straight,,0.4,0.23184999078512192,,interleaved,0.8,0.2932;0.2500;0.2100;0.1705;0.2932;0.2500;0.2100;0.1705;0.2932;0.2500;0.2100;0.1705;0.2932,12,12,11,2.143417663003602e-06,True,24.0,0.04888594511811569,0.04626717418432236,0.02957920730113983,0.03678606078028679,0.026610005646944046,9.600000000000001,240,0.2995155398710588,9.600000000000001,9.896941184997559,10.0,1.0309313734372456,0.41237254937489826,1.0309313734372456,True,16.91271718538566,0.567620205243862,1.419050513109655,0.41237254937489826,1.0309313734372456,1.5233027630838747,0.2969411849975572,0.029630981385707855,0.053305551409721375,0.2995155398710588,False,False,nan,nan,nan,nan,nan,-9.896941184997559,0.039184510707855225,0.0877702871905728,0.16568617522716522,0.17440319061279297,0.4132957458496094,0.47275757789611816,0.4138065576553345,1.0345163941383362,0.2633359730243683,6.003837585449219,0.30319616198539734
6,0,straight,,0.6,0.23184999078512192,,interleaved,0.8,0.2932;0.2500;0.2100;0.1705;0.2932;0.2500;0.2100;0.1705;0.2932;0.2500;0.2100;0.1705;0.2932,12,12,11,2.143417663003602e-06,True,24.0,0.03882121386277645,0.05739382654428482,0.03798072040081024,0.03422577679157257,0.023527642711997032,9.994312763214111,249,0.0814119577369053,9.994306087494211,9.925521850585938,9.994306564331055,0.9931176575636059,0.41356341044108075,0.6892723507351346,True,18.21999909796199,0.5485349386549713,0.9142248977582855,0.41356341044108075,0.6892723507351346,0.2293025584826998,-0.0687842369082734,0.03215548396110535,0.06598277688026427,0.0814119577369053,True,True,16.4,0.1206494517722817,0.0843029022216797,0.013791888952255249,0.009408907774037356,-9.931215286254883,0.043548762798309326,0.442333459854126,0.14402616024017334,0.12371351569890976,0.41138917207717896,0.47752875089645386,0.4141005277633667,0.6901675462722778,0.267634779214859,5.943689823150635,0.3113807737827301
7,1,straight,,0.6,0.23184999078512192,,interleaved,0.8,0.2932;0.2500;0.2100;0.1705;0.2932;0.2500;0.2100;0.1705;0.2932;0.2500;0.2100;0.1705;0.2932,12,12,11,2.143417663003602e-06,True,24.0,0.05130755708865554,0.054970450699329376,0.03658889979124069,0.03288603574037552,0.022507168352603912,9.992939114570618,249,0.05402887897648341,9.992932438850717,9.977222442626953,9.992932319641113,0.998427889278758,0.41571760177612305,0.6928626696268718,True,16.94,0.5899015607349891,0.9831692678916486,0.41571760177612305,0.6928626696268718,0.3733425836654475,-0.015709996223764122,0.03883581608533859,0.09295077063143252,0.05402887897648341,True,True,15.26,0.11963227441763433,0.07762956619262697,0.005295932292938232,0.05484485182507981,-9.98429012298584,0.051693618297576904,0.2095325628863736,0.1940731555223465,0.24530865252017975,0.416050523519516,0.49887481331825256,0.4162570834159851,0.6937618056933086,0.26551198959350586,5.8123602867126465,0.3181959092617035
8,2,straight,,0.6,0.23184999078512192,,interleaved,0.8,0.2932;0.2500;0.2100;0.1705;0.2932;0.2500;0.2100;0.1705;0.2932;0.2500;0.2100;0.1705;0.2932,12,12,11,2.143417663003602e-06,True,24.0,0.045366297381656595,0.05598512291908264,0.03620617091655731,0.03560236841440201,0.025924168527126312,9.999976992607117,249,0.0383463247738826,9.999970316887216,9.996007919311523,9.999970436096191,0.9996037590662643,0.4165003299713135,0.6941672166188558,True,18.91999930420445,0.5285396767781592,0.880899461296932,0.4165003299713135,0.6941672166188558,0.22972786646455295,-0.003962397575692833,0.042778607457876205,0.09326697178184985,0.0383463247738826,True,True,16.86,0.11726574560754158,0.040551249180929255,0.009063273668289185,-0.006881950362561229,-9.996037483215332,0.038140177726745605,0.16719508171081543,0.12976239621639252,0.12670212984085083,0.41522443294525146,0.4812541604042053,0.4169699251651764,0.6949498752752941,0.2687089443206787,5.6642165184021,0.30550330877304077
9,0,s_curve,,0.2,0.23184999078512192,,interleaved,0.8,0.2932;0.2500;0.2100;0.1705;0.2932;0.2500;0.2100;0.1705;0.2932;0.2500;0.2100;0.1705;0.2932,12,12,12,0.19313717444465053,True,24.0,0.0235893897860353,0.0379558764398098,0.024094603955745697,0.03515792638063431,0.023655831813812256,4.800000000000001,117,5.119417694049454,4.800000000000001,10.057777404785156,10.057777404785156,2.0953702926635738,0.41907405853271484,2.095370292663574,True,12.206588967373024,0.3932302474368486,1.966151237184243,0.41907405853271484,2.095370292663574,2.502596137843833,5.2577774047851555,0.020431561395525932,0.03980270121246575,5.119417694049454,False,False,nan,nan,nan,nan,nan,-9.809710502624512,0.21969527006149292,0.2640383879290982,0.0911720022559166,0.3822322487831116,0.41757237911224365,0.4328894019126892,0.42009803652763367,2.1004901826381683,0.24426081776618958,5.737934112548828,0.2934538424015045
