scenario_id,repeat,requested_vx,requested_vy,requested_wz,requested_height,samples,survived,time_to_failure_s,achieved_vx_mean,achieved_vy_mean,achieved_wz_mean,achieved_height_mean,achieved_height_std,vx_rmse,vy_rmse,wz_rmse,height_rmse,tilt_rms_deg,tilt_max_deg,action_delta_rms
0,0,0.0,0.0,0.0,0.1705,650,True,nan,-0.0009554321877658367,-0.0009322757250629365,-0.0008760972996242344,0.15743187069892883,0.0020442067179828882,0.015468115918338299,0.006396725308150053,0.0347132682800293,0.013227037154138088,2.6446473598480225,4.460709095001221,0.03832097351551056
1,1,0.0,0.0,0.0,0.1705,650,True,nan,0.015956958755850792,-0.004728112835437059,0.0030720324721187353,0.1589389443397522,0.0023756264708936214,0.050418198108673096,0.02132144570350647,0.0668455958366394,0.011802608147263527,3.044496774673462,12.80418872833252,0.06340479105710983
2,2,0.0,0.0,0.0,0.1705,650,True,nan,-0.0010681637795642018,-0.00028090362320654094,0.0008160191355273128,0.15769094228744507,0.000652658345643431,0.00815408956259489,0.008318125270307064,0.03799121454358101,0.012825659476220608,3.2102677822113037,3.8473458290100098,0.03459539636969566
3,0,0.0,0.0,0.0,0.2,650,True,nan,0.0013223517453297973,0.0007477051694877446,0.00019688911561388522,0.16937562823295593,0.0018825721926987171,0.008187273517251015,0.0053183999843895435,0.03630668297410011,0.030682174488902092,3.4545395374298096,4.106585502624512,0.03861682862043381
4,1,0.0,0.0,0.0,0.2,650,True,nan,0.0030819482635706663,-0.0009913209360092878,0.0005298610194586217,0.16603296995162964,0.0007298762793652713,0.010175078175961971,0.006163214333355427,0.03958844020962715,0.03397485613822937,1.7451460361480713,2.5382888317108154,0.039195649325847626
5,2,0.0,0.0,0.0,0.2,650,True,nan,0.0011074475478380919,-0.0005430543678812683,-0.0005079168477095664,0.1634499877691269,0.0017085459548979998,0.013779539614915848,0.008407404646277428,0.03808330371975899,0.03658992797136307,3.08752179145813,7.110774040222168,0.04121216759085655
6,0,0.0,0.0,0.0,0.23,650,True,nan,-0.025482581928372383,-0.00045089665218256414,0.016996871680021286,0.28352078795433044,0.03187733516097069,0.06094968691468239,0.028255492448806763,0.15811079740524292,0.062294792383909225,2.650728225708008,9.278925895690918,0.11761938035488129
7,1,0.0,0.0,0.0,0.23,650,True,nan,-0.1502150595188141,0.006787941791117191,-0.03412357717752457,0.2966710925102234,0.016065696254372597,0.2416660487651825,0.04352330043911934,0.23708496987819672,0.06857945770025253,2.8010337352752686,9.149617195129395,0.14470508694648743
8,2,0.0,0.0,0.0,0.23,548,False,12.98,-0.09483909606933594,0.004670138005167246,-0.007391825318336487,0.28311553597450256,0.029670845717191696,0.18254819512367249,0.05598624423146248,0.1887540966272354,0.06084093078970909,5.153497219085693,30.948280334472656,0.19092579185962677
9,0,0.0,0.0,0.0,0.26,650,True,nan,0.02617066353559494,-0.008729668334126472,0.02679314836859703,0.3065151870250702,0.009112384170293808,0.0784962922334671,0.03332433104515076,0.12614431977272034,0.0473993755877018,1.4794480800628662,8.352945327758789,0.062149062752723694
10,1,0.0,0.0,0.0,0.26,650,True,nan,-0.05649998411536217,0.011231496930122375,-0.05359741300344467,0.30723145604133606,0.0073458910919725895,0.14558632671833038,0.03543384000658989,0.17389626801013947,0.047799330204725266,1.283970594406128,5.375540256500244,0.13330082595348358
11,2,0.0,0.0,0.0,0.26,650,True,nan,0.0005700850742869079,-0.0002392153110122308,0.000625255866907537,0.30861830711364746,0.0006152355344966054,0.006834117230027914,0.013319277204573154,0.039064258337020874,0.048622194677591324,0.8232192993164062,1.3262256383895874,0.032563574612140656
12,0,0.0,0.0,0.0,0.2932,650,True,nan,0.00637899711728096,0.003716240404173732,-0.007420857436954975,0.30556800961494446,0.007715846877545118,0.02885192446410656,0.01776338554918766,0.07114334404468536,0.014577449299395084,0.8972920775413513,4.963920593261719,0.046084530651569366
13,1,0.0,0.0,0.0,0.2932,520,False,12.42,-0.043239813297986984,-0.0024562475737184286,0.03542035445570946,0.30668705701828003,0.009343544021248817,0.19041675329208374,0.019207928329706192,0.24104349315166473,0.016407398506999016,6.503072261810303,50.751190185546875,0.07647363096475601
14,2,0.0,0.0,0.0,0.2932,601,False,14.040000000000001,-0.032491330057382584,0.004908987320959568,-0.038741376250982285,0.3017992377281189,0.022297177463769913,0.10714196413755417,0.041719045490026474,0.4197233021259308,0.023897932842373848,8.171915054321289,52.468441009521484,0.0949062705039978
15,0,0.4,0.0,0.0,0.1705,581,False,13.64,0.5926753282546997,0.00724438251927495,-0.031792640686035156,0.16231392323970795,0.0075042033568024635,0.20860932767391205,0.0571734793484211,0.41563311219215393,0.011105173267424107,7.562925338745117,40.25688934326172,0.24827125668525696
