time_s,requested_height,achieved_height,requested_vx,achieved_vx,achieved_vy,achieved_wz,done
0.0,0.2932,0.30927127599716187,0.4,0.09274499863386154,-0.039532918483018875,0.025274762883782387,False
0.02,0.2932,0.30783069133758545,0.4,0.14534470438957214,-0.03649996593594551,0.012330897152423859,False
0.04,0.2932,0.30613094568252563,0.4,0.18246370553970337,-0.029482465237379074,-0.05198363959789276,False
0.06,0.2932,0.30441319942474365,0.4,0.21848000586032867,-0.011488711461424828,-0.016750553622841835,False
0.08,0.2932,0.302715927362442,0.4,0.24093472957611084,-0.003218436613678932,0.008442427031695843,False
0.1,0.2932,0.30121853947639465,0.4,0.2654817998409271,0.006257037632167339,0.038497041910886765,False
0.12,0.2932,0.2998808026313782,0.4,0.28413987159729004,0.009628912433981895,-0.003740202635526657,False
0.14,0.2932,0.2988790273666382,0.4,0.29633453488349915,0.014256671071052551,-0.032050199806690216,False
0.16,0.2932,0.2981870472431183,0.4,0.299625962972641,0.010412130504846573,-0.00868062861263752,False
0.18,0.2932,0.297648549079895,0.4,0.3025285601615906,0.008565468713641167,-0.03184089437127113,False
0.2,0.2932,0.2971581518650055,0.4,0.3083305358886719,0.002815646817907691,0.0021116293501108885,False
0.22,0.2932,0.2967459559440613,0.4,0.3080690801143646,-0.007399524562060833,0.07055414468050003,False
0.24,0.2932,0.2959865629673004,0.4,0.2984260022640228,-0.015731485560536385,0.07570810616016388,False
0.26,0.2932,0.294681578874588,0.4,0.27972105145454407,-0.0104853929951787,0.05610640347003937,False
0.28,0.2932,0.2930092513561249,0.4,0.2670808732509613,-0.009689372032880783,0.10355808585882187,False
0.3,0.2932,0.29057562351226807,0.4,0.24200470745563507,-0.011616241186857224,0.1002926453948021,False
0.32,0.2932,0.28742218017578125,0.4,0.23616763949394226,-0.001513786963187158,0.07349014282226562,False
0.34,0.2932,0.283764511346817,0.4,0.21250246465206146,-0.006264709867537022,0.07677651196718216,False
0.36,0.2932,0.2795271873474121,0.4,0.20286931097507477,0.002323438413441181,0.02797471545636654,False
0.38,0.2932,0.27496618032455444,0.4,0.19724011421203613,-0.008547398261725903,0.10969318449497223,False
0.4,0.2932,0.270611971616745,0.4,0.19683058559894562,5.008280277252197e-05,0.05365379899740219,False
0.42,0.2932,0.26647740602493286,0.4,0.18666210770606995,-0.016765518113970757,0.08634965121746063,False
0.44,0.2932,0.26252877712249756,0.4,0.17150455713272095,-0.010437767021358013,-0.020628007128834724,False
0.46,0.2932,0.2591593265533447,0.4,0.1866333782672882,-0.019907549023628235,0.08214041590690613,False
0.48,0.2932,0.2564670443534851,0.4,0.17142602801322937,-0.0032216759864240885,0.00974569097161293,False
0.5,0.2932,0.2544863820075989,0.4,0.18309080600738525,-0.003480813931673765,0.07749935239553452,False
0.52,0.2932,0.2530745565891266,0.4,0.17926055192947388,0.007478727959096432,-0.09463492780923843,False
0.54,0.2932,0.2522543966770172,0.4,0.17984279990196228,0.002028560731559992,-0.07654928416013718,False
0.56,0.2932,0.2525622248649597,0.4,0.19545413553714752,0.015942633152008057,-0.18324948847293854,False
0.58,0.2932,0.25428247451782227,0.4,0.20387421548366547,-0.0019837338477373123,-0.01369849406182766,False
0.6,0.2932,0.2574634253978729,0.4,0.21174073219299316,-0.008863894268870354,0.10049962997436523,False
0.62,0.2932,0.2614588737487793,0.4,0.18933799862861633,-0.03249887377023697,0.38772666454315186,False
0.64,0.2932,0.26614895462989807,0.4,0.2021717131137848,-0.0451442152261734,0.2808065712451935,False
0.66,0.2932,0.27101224660873413,0.4,0.19057132303714752,-0.04688308760523796,0.08464766293764114,False
0.68,0.2932,0.2756083905696869,0.4,0.16972632706165314,-0.00738849863409996,-0.07159861922264099,False
0.7000000000000001,0.2932,0.28122714161872864,0.4,0.16109353303909302,0.04019574448466301,-0.12212095409631729,False
0.72,0.2932,0.28725168108940125,0.4,0.1870158463716507,0.07673647999763489,0.03918163478374481,False
0.74,0.2932,0.29294654726982117,0.4,0.239609956741333,0.08621331304311752,0.20745684206485748,False
0.76,0.2932,0.2976123094558716,0.4,0.3149626851081848,0.07376860082149506,0.3708714246749878,False
0.78,0.2932,0.30050063133239746,0.4,0.37636300921440125,0.051514435559511185,0.3123358488082886,False
0.8,0.2932,0.301207572221756,0.4,0.3953498303890228,0.018352720886468887,0.03805523365736008,False
0.8200000000000001,0.2932,0.3001208007335663,0.4,0.36809608340263367,-0.02533184550702572,0.19010408222675323,False
0.84,0.2932,0.29902490973472595,0.4,0.3927704393863678,-0.06097805127501488,0.1466623842716217,False
0.86,0.2932,0.2977691888809204,0.4,0.4373740255832672,-0.07441049814224243,-0.1366727352142334,False
0.88,0.2932,0.29617518186569214,0.4,0.47773051261901855,-0.07420964539051056,-0.3183232843875885,False
0.9,0.2932,0.2941393554210663,0.4,0.5102876424789429,-0.06317619234323502,-0.44489768147468567,False
0.92,0.2932,0.29162225127220154,0.4,0.5219464898109436,-0.04676759988069534,-0.4730876386165619,False
0.9400000000000001,0.2932,0.28950628638267517,0.4,0.5232564806938171,-0.03170675039291382,-0.2967321276664734,False
0.96,0.2932,0.2881543040275574,0.4,0.5167191624641418,-0.04258616641163826,-0.15051209926605225,False
0.98,0.2932,0.28892195224761963,0.4,0.5178067088127136,-0.04914669692516327,-0.010579459369182587,False
1.0,0.2932,0.2913920283317566,0.4,0.49691975116729736,-0.043238118290901184,0.1949790120124817,False
1.02,0.2932,0.29452618956565857,0.4,0.48470309376716614,-0.045626990497112274,0.40595802664756775,False
1.04,0.2932,0.2979973256587982,0.4,0.4743838608264923,-0.03478202596306801,0.3456115126609802,False
1.06,0.2932,0.3015841841697693,0.4,0.4971773326396942,-0.02328595146536827,0.2150244265794754,False
1.08,0.2932,0.30455949902534485,0.4,0.5282872319221497,-0.015115208923816681,0.1837938129901886,False
1.1,0.2932,0.30675068497657776,0.4,0.55403071641922,-0.0195155031979084,0.11962893605232239,False
1.12,0.2932,0.3078816533088684,0.4,0.5559256672859192,-0.013322499580681324,-0.054335176944732666,False
1.1400000000000001,0.2932,0.3067830502986908,0.4,0.5491381287574768,0.004389770328998566,-0.16336125135421753,False
1.16,0.2932,0.30542704463005066,0.4,0.5337743163108826,0.001881435513496399,-0.19559139013290405,False
1.18,0.2932,0.3045627474784851,0.4,0.531699538230896,-0.010089699178934097,-0.08625819534063339,False
1.2,0.2932,0.30389872193336487,0.4,0.5436428189277649,-0.02014542743563652,-0.003466077148914337,False
1.22,0.2932,0.3034021556377411,0.4,0.5548092126846313,-0.01662135310471058,0.13575980067253113,False
1.24,0.2932,0.3029969334602356,0.4,0.5676566958427429,-0.005829130299389362,0.22956672310829163,False
1.26,0.2932,0.30311572551727295,0.4,0.5683215856552124,-0.0033614058047533035,0.2803336977958679,False
1.28,0.2932,0.30411356687545776,0.4,0.5694579482078552,-0.01537051796913147,0.27629947662353516,False
1.3,0.2932,0.30560675263404846,0.4,0.5392298698425293,-0.02681850641965866,0.21311891078948975,False
1.32,0.2932,0.3068063259124756,0.4,0.5219151973724365,-0.03031710349023342,0.23991605639457703,False
1.34,0.2932,0.3076506555080414,0.4,0.5109215974807739,-0.022929972037672997,0.1033981591463089,False
1.36,0.2932,0.30816328525543213,0.4,0.5254297256469727,-0.016088001430034637,-0.01274162158370018,False
1.3800000000000001,0.2932,0.3082332909107208,0.4,0.5467312932014465,-0.009538542479276657,-0.12337897717952728,False
1.4000000000000001,0.2932,0.3078317940235138,0.4,0.5704070925712585,-0.016918912529945374,-0.2575693726539612,False
1.42,0.2932,0.3074410855770111,0.4,0.5713667869567871,-0.00597541406750679,-0.34653401374816895,False
1.44,0.2932,0.3069533407688141,0.4,0.5448324680328369,0.010124579071998596,-0.3416140079498291,False
1.46,0.2932,0.3070280849933624,0.4,0.5337653756141663,0.030246328562498093,-0.3956559896469116,False
1.48,0.2932,0.3072850704193115,0.4,0.5111223459243774,0.03204656019806862,-0.43415871262550354,False
1.5,0.2932,0.3075140416622162,0.4,0.5252141356468201,0.023907452821731567,-0.17054049670696259,False
1.52,0.2932,0.3075900673866272,0.4,0.5402992963790894,0.015068590641021729,0.044289663434028625,False
