exec_horizon,inference_steps,survival_rate,num_scenarios,control_hz,replanning_hz,chunk_duration_ms,latency_mean_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,deadline_margin_ms,deadline_miss_rate,amortized_p95_ms_per_action,dynamic_rows,dynamic_done_rows,mean_vx_rmse,mean_vy_rmse,mean_wz_rmse,mean_height_rmse,mean_tilt_rms_deg,mean_action_delta_rms
4,5,1.0,15,50.0,12.5,80.0,56.61323999520391,75.11237992439419,78.2474359171465,79.03119991533458,4.88762007560581,0.0,18.778094981098548,0,0,0.06553066472212474,0.04850167085727056,0.28402957220872244,0.019889482607444126,2.3889784375826517,0.11776790594061216
