scenario_id,repeat,path_shape,reference_demo,requested_speed,transition_fraction,reference_curvature_abs_mean,survived,time_to_failure_s,xy_rmse,height_rmse,target_progress_m,target_path_index,terminal_position_error_m,terminal_yaw_error_rad,final_planar_speed_m_s,last_1s_planar_speed_mean_m_s,achieved_speed_mean,achieved_planar_speed_mean,achieved_tangent_speed_mean,achieved_speed_ratio,achieved_height_mean,tilt_rms_deg,action_delta_rms
65,2,circle,,0.6,0.25,0.6628245806318387,False,3.44,0.20939240242812682,0.12136556208133698,12.0,212,2.2940733432769775,1.7221983671188354,0.15527376532554626,0.8775302171707153,0.8396448493003845,0.8835160732269287,0.8567970395088196,1.4279950658480327,0.2900734841823578,9.582125663757324,0.2924405038356781
66,0,circle,,0.6,0.5,0.6628245782070606,False,1.7,0.14319098962495463,0.11854752898216248,12.0,212,2.2940733432769775,1.7221983671188354,0.3197019398212433,0.978695809841156,0.7590844631195068,0.7738103270530701,0.7448350191116333,1.241391698519389,0.2858342230319977,11.223468780517578,0.35927125811576843
67,1,circle,,0.6,0.5,0.6628245035284142,False,2.34,0.1640541041735221,0.11602704226970673,12.0,212,2.2940733432769775,1.7221983671188354,0.12609446048736572,1.0345935821533203,0.7840228080749512,0.7968940138816833,0.7794418931007385,1.2990698218345642,0.283788800239563,10.267013549804688,0.3608873784542084
68,2,circle,,0.6,0.5,0.6628245164535811,False,2.08,0.14368256031492613,0.11989106237888336,12.0,212,2.2940733432769775,1.7221983671188354,0.13632731139659882,0.919039785861969,0.7242518067359924,0.7346972227096558,0.7132697701454163,1.1887829502423606,0.2872058153152466,10.707980155944824,0.3461991548538208
69,0,circle,,0.6,0.75,0.662824578292566,False,2.2600000000000002,0.16959548932907867,0.12123408913612366,12.0,212,2.2940733432769775,1.7221983671188354,0.27663540840148926,0.993602991104126,0.8257478475570679,0.8302554488182068,0.806330680847168,1.3438844680786133,0.2871284484863281,9.843597412109375,0.36170628666877747
70,1,circle,,0.6,0.75,0.6628245806318387,False,3.86,0.1951892504145793,0.11192872375249863,12.0,212,2.2940733432769775,1.7221983671188354,0.34982362389564514,0.7865226864814758,0.6559745669364929,0.7818712592124939,0.7895646691322327,1.315941115220388,0.2741251587867737,22.78944206237793,0.42688482999801636
71,2,circle,,0.6,0.75,0.6628238430946227,False,2.24,0.1668669736510689,0.1210208311676979,12.0,212,2.2940731048583984,1.7221983671188354,0.11273575574159622,0.9406136870384216,0.8038358092308044,0.8114466071128845,0.7900590300559998,1.316765050093333,0.287631094455719,9.81501579284668,0.33579036593437195
72,0,circle,,0.8,0.25,0.6628231055813236,True,20.0,0.07697738944826542,0.04544461518526077,14.13631534576416,249,0.17281047999858856,2.401621600612998,0.37328100204467773,0.49753791093826294,-0.05716490000486374,0.7005425095558167,0.6929974555969238,0.8662468194961548,0.17566969990730286,9.966022491455078,0.34335967898368835
73,1,circle,,0.8,0.25,0.6628231055813236,False,2.74,0.20847146697834215,0.1060364693403244,14.13631534576416,249,3.0,3.122667333111167,0.2778419554233551,0.4717463552951813,0.6184107661247253,0.7893597483634949,0.8010411858558655,1.0013014823198318,0.2557632625102997,32.87129211425781,0.6240578293800354
74,2,circle,,0.8,0.25,0.6628245671670762,False,1.68,0.164414141451028,0.12147030979394913,14.13631534576416,249,3.0,3.122667333111167,0.1097588986158371,1.160784125328064,0.9225404858589172,0.929131031036377,0.895840048789978,1.1198000609874725,0.28949323296546936,11.237954139709473,0.36467400193214417
75,0,circle,,0.8,0.5,0.6628260083165418,False,2.16,0.18071475093842582,0.11992000788450241,14.136319160461426,249,3.0,3.122667333111167,0.13255557417869568,1.0614157915115356,0.8854485750198364,0.9008558988571167,0.8809942603111267,1.1012428253889084,0.2889910340309143,9.99605941772461,0.3553922474384308
76,1,circle,,0.8,0.5,0.6628245459091635,False,1.78,0.18294393169346243,0.11843600869178772,14.136316299438477,249,3.0,3.122667333111167,0.19310247898101807,1.1319111585617065,0.9526306986808777,0.9652003645896912,0.9342716336250305,1.1678395420312881,0.28555554151535034,9.888466835021973,0.3963596820831299
77,2,circle,,0.8,0.5,0.6628230926175395,False,1.98,0.16786237034935605,0.11370974034070969,14.136313438415527,249,3.0,3.122667333111167,0.2389640063047409,1.0778412818908691,0.859676718711853,0.8683656454086304,0.8394286632537842,1.0492858290672302,0.28119391202926636,11.04390811920166,0.38106420636177063
78,0,circle,,0.8,0.75,0.6628230926175395,False,1.7,0.16899468205259954,0.12138067185878754,14.136313438415527,249,3.0,3.122667333111167,0.10491401702165604,1.1696295738220215,0.9418882727622986,0.9483564496040344,0.9175878167152405,1.1469847708940506,0.28906717896461487,10.150177001953125,0.3685053884983063
79,1,circle,,0.8,0.75,0.6628238312400886,False,1.44,0.14731247419140098,0.11561068892478943,14.136314392089844,249,3.0,3.122667333111167,0.2541164457798004,1.0864464044570923,0.8884743452072144,0.9032304286956787,0.8649244904518127,1.081155613064766,0.28266987204551697,11.520301818847656,0.4078172445297241
80,2,circle,,0.8,0.75,0.6628245676492355,False,1.3800000000000001,0.14841831607678832,0.11710253357887268,14.136311531066895,249,3.0,3.122667333111167,0.2092377245426178,1.1217267513275146,0.913104236125946,0.9183283448219299,0.8857007622718811,1.1071259528398514,0.28574609756469727,11.115077018737793,0.3776610493659973
81,0,circle,,1.0,0.25,0.6628245652319054,False,1.58,0.16887698491659772,0.12098304182291031,14.136309623718262,249,3.0,3.122667333111167,0.25166645646095276,1.2364944219589233,0.9747442007064819,0.9850490689277649,0.9623436331748962,0.9623436331748962,0.28975772857666016,8.750718116760254,0.3441506624221802
82,1,circle,,1.0,0.25,0.6628244905492923,False,1.56,0.17377435045172857,0.12257865071296692,14.136305809020996,249,3.0,3.122667333111167,0.24237960577011108,1.2808691263198853,1.0006972551345825,1.0127623081207275,0.971940279006958,0.971940279006958,0.2915564775466919,8.877405166625977,0.3575008809566498
