scenario_id,repeat,path_shape,reference_demo,requested_speed,requested_height,transition_fraction,height_profile,height_segment_m,height_schedule,target_height_changes,target_height_changes_before_failure,preview_height_changes,reference_curvature_abs_mean,survived,base_failure,physical_sanity_failure,time_to_failure_s,xy_rmse,height_rmse,height_abs_error_mean,height_abs_error_p95,height_within_0p03_fraction,preview_height_rmse,preview_height_abs_error_mean,target_progress_m,target_path_index,terminal_position_error_m,route_target_progress_m,route_final_progress_m,route_furthest_progress_m,route_completion_ratio,route_horizon_mean_speed_m_s,route_horizon_speed_ratio,route_arrived,route_arrival_time_s,route_arrival_mean_speed_m_s,route_arrival_speed_ratio,route_active_mean_speed_m_s,route_active_speed_ratio,route_schedule_mae_m,route_final_schedule_error_m,route_cross_track_rmse_m,route_cross_track_p95_m,route_terminal_position_error_m,task_success_applicable,task_arrived,task_success,task_success_time_s,task_success_position_error_m,task_success_yaw_error_rad,task_success_height_error_m,task_success_mean_speed_error_m_s,task_success_profile_height_mae_m,task_success_profile_height_within_tolerance_fraction,task_success_yaw_ok,task_success_terminal_height_ok,task_success_mean_speed_ok,task_success_profile_height_ok,final_relative_x_m,final_relative_y_m,terminal_yaw_error_rad,final_planar_speed_m_s,last_1s_planar_speed_mean_m_s,achieved_speed_mean,achieved_planar_speed_mean,achieved_tangent_speed_mean,achieved_speed_ratio,achieved_height_mean,tilt_rms_deg,action_delta_rms
0,0,straight,,0.2,0.2800000011920929,,random,0.8,0.2932;0.1705;0.2500;0.2100;0.2500;0.1705,5,5,5,2.2068101356081064e-06,True,False,False,24.0,0.07706807352645606,0.052596744149923325,0.042165301740169525,0.0970764271914959,0.48833333333333334,0.04700343310832977,0.03854817524552345,3.9897550344467163,100,0.03625177325412347,3.9897545576096913,3.9897546768188477,3.9897546768188477,1.0000000298788194,0.1662397782007853,0.8311988910039265,True,20.059992514978426,0.19889112892891736,0.9944556446445868,0.1662397782007853,0.8311988910039265,0.23477926050333128,1.192091563240183e-07,0.07612409442663193,0.13702819347381592,0.03625177325412347,True,True,False,17.16,0.149906834576699,0.18707782426943026,0.0318545401096344,0.032503179347884104,0.04304245482236531,0.5071195651485216,True,True,True,False,-4.004171371459961,0.03601062297821045,0.4145007769214078,0.1380286067724228,0.06253834068775177,0.1655479371547699,0.2173793464899063,0.16631421446800232,0.8315710723400116,0.17474767565727234,13.048467636108398,0.37789222598075867
1,1,straight,,0.2,0.2800000011920929,,random,0.8,0.2100;0.2500;0.2100;0.2932;0.2100;0.2932,5,5,5,2.2068101356081064e-06,True,False,False,24.0,0.05310689542717775,0.04178214073181152,0.03442849963903427,0.08206239640712738,0.4766666666666667,0.06132148951292038,0.04935760796070099,3.992025911808014,100,0.04632931714861245,3.992025434970989,3.9518351554870605,3.992025375366211,0.9899323588642865,0.1646597981452942,0.823298990726471,True,19.76,0.2020255786928638,1.010127893464319,0.1646597981452942,0.823298990726471,0.13049082598112272,-0.04019027948392839,0.05151570960879326,0.09185527190566063,0.04632931714861245,True,True,False,18.02,0.1288275687392202,0.15240055719484527,0.1248457133769989,0.021533043006159214,0.03944084421070896,0.5896040776819613,True,False,True,True,-3.9598097801208496,0.023046374320983887,0.2463085651397705,0.08958635479211807,0.16911393404006958,0.16346772015094757,0.2274731993675232,0.16454675793647766,0.8227337896823883,0.2071506381034851,12.445635795593262,0.4191911220550537
2,2,straight,,0.2,0.2800000011920929,,random,0.8,0.2100;0.2932;0.1705;0.2932;0.2100;0.2500,5,5,5,2.2068101356081064e-06,True,False,False,24.0,0.08118281112589612,0.05528683587908745,0.04385625198483467,0.11080451235175132,0.455,0.06979561597108841,0.05815352126955986,3.9821271896362305,100,0.15673915608222758,3.9821267127992055,3.9821267127990723,3.9821267127990723,0.9999999999999666,0.16592194636662802,0.82960973183314,True,19.92,0.19990595947787174,0.9995297973893587,0.16592194636662802,0.82960973183314,0.09885641018055163,-1.3322676295501878e-13,0.0804099440574646,0.15359076708555222,0.15673915608222758,True,True,False,19.1,0.14728771869956003,0.09488636652101713,0.07642541825771332,0.008488309570639008,0.04018515617200281,0.6861562746307773,True,False,True,False,-4.101682662963867,0.11927998065948486,0.21795326868166168,0.05949722230434418,0.11187078803777695,0.16856886446475983,0.2219739854335785,0.17003858089447021,0.8501929044723511,0.18954844772815704,12.280319213867188,0.40006181597709656
3,0,straight,,0.35,0.2800000011920929,,random,0.8,0.2932;0.1705;0.2500;0.2100;0.2500;0.1705,5,5,5,2.2068101356081064e-06,True,False,False,24.0,0.0860253331609837,0.04655065760016441,0.037356287240982056,0.0933089971542358,0.5483333333333333,0.03626345098018646,0.027849409729242325,4.000000476837158,100,0.08259661570606792,4.000000000000133,4.0,4.0,0.9999999999999667,0.16666666666666666,0.4761904761904762,True,10.84,0.3690036900369127,1.054296257248322,0.16666666666666666,0.4761904761904762,0.22346611584978335,-1.3322676295501878e-13,0.08564234524965286,0.12545105069875717,0.08259661570606792,True,True,False,10.1,0.1412581933849339,0.11429959932436186,0.0010535717010498047,0.04603960396040929,0.04507415766374777,0.44667242162371434,True,True,True,False,-4.035980701446533,-0.07434812188148499,0.03435802459716797,0.17123369872570038,0.1560395509004593,0.16979961097240448,0.26702114939689636,0.16809098422527313,0.48025995492935186,0.16602067649364471,11.189955711364746,0.4267018437385559
4,1,straight,,0.35,0.2800000011920929,,random,0.8,0.2100;0.2500;0.2100;0.2932;0.2100;0.2932,5,5,5,2.2068101356081064e-06,True,False,False,24.0,0.06761931197297046,0.03447801247239113,0.022318510338664055,0.0810668773949146,0.7725,0.05641130730509758,0.039452191442251205,4.000000476837158,100,0.0440059797183956,4.000000000000133,3.968510389328003,4.0,0.9921275973319676,0.16535459955533346,0.4724417130152385,True,11.5,0.34782608695653333,0.9937888198758096,0.16535459955533346,0.4724417130152385,0.27433049187379116,-0.0314896106721303,0.06439024955034256,0.1135236334055662,0.0440059797183956,True,True,False,10.02,0.14474076079245274,0.07165390649904449,0.1236792802810669,0.04920159680640057,0.04718419181460232,0.5592456755414873,True,False,True,False,-3.968510389328003,-0.030740082263946533,0.0484166145324707,0.27367478609085083,0.15483754873275757,0.1649366319179535,0.2717137634754181,0.1654975712299347,0.4728502035140992,0.2415674328804016,9.170002937316895,0.47713884711265564
5,2,straight,,0.35,0.2800000011920929,,random,0.8,0.2100;0.2932;0.1705;0.2932;0.2100;0.2500,5,5,5,2.2068101356081064e-06,True,False,False,24.0,0.2849378510215783,0.0617232620716095,0.05530984699726105,0.1073319613933563,0.18416666666666667,0.06766233593225479,0.0627027079463005,4.000000476837158,100,0.4648768726750079,4.000000000000133,4.0,4.0,0.9999999999999667,0.16666666666666666,0.4761904761904762,True,11.42,0.35026269702277874,1.000750562922225,0.16666666666666666,0.4761904761904762,0.2518121182869577,-1.3322676295501878e-13,0.28479766845703125,0.5137740105390549,0.4648768726750079,True,True,False,10.16,0.1483595072758519,0.06496960321535307,0.06447926163673401,0.04370078740158795,0.05160120930523776,0.5824350742504568,True,False,True,False,-4.1797285079956055,-0.4287289083003998,1.24518865743746,0.16195352375507355,0.11782577633857727,0.19315274059772491,0.2617683410644531,0.17516358196735382,0.5004673770495823,0.18818049132823944,13.186104774475098,0.3981032073497772
6,0,straight,,0.5,0.2800000011920929,,random,0.8,0.2932;0.1705;0.2500;0.2100;0.2500;0.1705,5,1,4,2.2068101356081064e-06,False,True,False,2.84,0.049583946591548536,0.06710530817508698,0.05226995795965195,0.11507922410964966,0.5035460992907801,0.06297867000102997,0.05676815286278725,3.9943065643310547,100,2.436947783732966,3.9943060874940297,1.5580540895462036,1.5580540895462036,0.39006877675809376,0.06491892039775848,0.12983784079551697,False,nan,nan,nan,0.5525014501936892,1.1050029003873785,0.08136279842532272,-2.436251997947826,0.04749603569507599,0.08687669038772583,2.436947783732966,True,False,False,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,-1.5637480020523071,-0.05823010206222534,0.12605601945985992,1.1054574251174927,0.6264200210571289,0.5518552660942078,0.5790795683860779,0.55524742603302,1.11049485206604,0.19989533722400665,8.23558235168457,0.5329698324203491
7,1,straight,,0.5,0.2800000011920929,,random,0.8,0.2100;0.2500;0.2100;0.2932;0.2100;0.2932,5,5,4,2.2068101356081064e-06,True,False,False,24.0,0.06827155240520141,0.03311169892549515,0.02085457555949688,0.09350293204188347,0.7891666666666667,0.04759209603071213,0.02909269370138645,3.992932915687561,100,0.07238138885418528,3.992932438850536,3.9929323196411133,3.9929323196411133,0.9999999701448936,0.1663721799850464,0.3327443599700928,False,nan,nan,nan,0.1663721799850464,0.3327443599700928,0.09038063272842715,-1.192094227775442e-07,0.0667765885591507,0.13766572177410122,0.07238138885418528,True,True,False,7.24,0.12589008877059488,0.1692977587329312,0.10567399859428406,0.05151000536609618,0.042954937287745375,0.6326544144585128,True,False,True,False,-4.071438789367676,-0.011643588542938232,0.04474431673158843,0.16462190449237823,0.19010283052921295,0.17044338583946228,0.3060512840747833,0.1697126179933548,0.3394252359867096,0.25542306900024414,8.423553466796875,0.5029103755950928
8,2,straight,,0.5,0.2800000011920929,,random,0.8,0.2100;0.2932;0.1705;0.2932;0.2100;0.2500,5,5,4,2.2068101356081064e-06,True,False,False,24.0,0.2512828514337474,0.057382047176361084,0.051064446568489075,0.10700670555233953,0.21083333333333334,0.058403804898262024,0.05326575040817261,3.99997079372406,100,0.49881349248306284,3.999970316887035,3.9999704360961914,3.9999704360961914,1.0000000298025102,0.1666654348373413,0.3333308696746826,True,7.65999860413333,0.5221894315657778,1.0443788631315556,0.1666654348373413,0.3333308696746826,0.13534717486789868,1.192091563240183e-07,0.25120213627815247,0.4886194139719009,0.49881349248306284,True,True,False,6.62,0.13278921983600148,0.2240656057940884,0.07042437791824341,0.1042251233968331,0.056680035087106236,0.5003893496071862,True,False,False,False,-4.169816017150879,-0.4690178632736206,1.7046495119677945,0.09961801022291183,0.1765238642692566,0.19342337548732758,0.2692946493625641,0.17395998537540436,0.3479199707508087,0.19761419296264648,12.677420616149902,0.40629202127456665
9,0,circle,,0.2,0.2800000011920929,,random,0.8,0.2932;0.1705;0.2500;0.2100;0.2500;0.1705,5,5,5,0.6639431209223358,True,False,False,24.0,0.0352441847364803,0.06728120148181915,0.054809506982564926,0.13249843046069146,0.3408333333333333,0.04277326166629791,0.031138554215431213,4.000000476837158,71,0.018046887799017888,4.000000011613284,4.0,4.0,0.9999999970966791,0.16666666666666666,0.8333333333333333,True,20.28,0.19723865934976742,0.986193296748837,0.16666666666666666,0.8333333333333333,0.149584782858295,-1.1613283668054919e-08,0.03156955540180206,0.05885751731693744,0.018046887799017888,True,True,False,18.12,0.12341139755808285,0.1840541958808899,0.0036478042602539062,0.020750552517289356,0.04562421956284865,0.44069789813394783,True,True,True,False,-0.6683608293533325,-2.828442096710205,0.1403343677520752,0.07835990190505981,0.10839425027370453,0.16898463666439056,0.22840403020381927,0.167860209941864,0.8393010497093201,0.1798323094844818,11.657750129699707,0.42334216833114624
