scenario_id,repeat,requested_vx,requested_vy,requested_wz,requested_height,samples,survived,time_to_failure_s,achieved_vx_mean,achieved_vy_mean,achieved_wz_mean,achieved_height_mean,achieved_height_std,vx_rmse,vy_rmse,wz_rmse,height_rmse,tilt_rms_deg,tilt_max_deg,action_delta_rms
0,0,0.0,0.0,0.0,0.1705,300,True,nan,-0.0077916476875543594,-0.00458360742777586,-0.0010113437892869115,0.17068113386631012,0.0012468378990888596,0.04571808874607086,0.012677732855081558,0.11699838191270828,0.0012599251931533217,0.657909095287323,1.2821177244186401,0.06910249590873718
1,1,0.0,0.0,0.0,0.1705,300,True,nan,-0.004706812556833029,-0.004682100843638182,0.013232779689133167,0.17007771134376526,0.0010909169213846326,0.04947327822446823,0.012111041694879532,0.11679103970527649,0.0011697892332449555,0.5577137470245361,1.0665662288665771,0.06458044797182083
2,2,0.0,0.0,0.0,0.1705,300,True,nan,-0.0038943092804402113,-0.00154486286919564,0.0034846370108425617,0.1697656810283661,0.0013091379078105092,0.02823766879737377,0.013130026869475842,0.12121541798114777,0.001501026563346386,0.7510706186294556,1.43484628200531,0.06207559257745743
3,0,0.0,0.0,0.0,0.2,300,True,nan,-0.06284081935882568,-0.1482982486486435,-0.052874740213155746,0.20807668566703796,0.002511644968762994,0.06681080907583237,0.14975471794605255,0.20281115174293518,0.008458200842142105,1.9141861200332642,4.265886306762695,0.14454500377178192
4,1,0.0,0.0,0.0,0.2,300,True,nan,-0.06338471919298172,-0.1457129716873169,-0.057853080332279205,0.20746590197086334,0.0023739542812108994,0.0697135329246521,0.14764651656150818,0.19012688100337982,0.00783422403037548,1.8708322048187256,4.443563461303711,0.1536838561296463
5,2,0.0,0.0,0.0,0.2,300,True,nan,-0.059758760035037994,-0.13833795487880707,-0.04650416225194931,0.2079267054796219,0.002455019624903798,0.06340821087360382,0.14037571847438812,0.18589194118976593,0.008298167027533054,1.8041253089904785,3.854210376739502,0.13231003284454346
6,0,0.0,0.0,0.0,0.23,300,True,nan,-0.09121499210596085,-0.14247167110443115,-0.07224243879318237,0.2333253026008606,0.004033366218209267,0.1016453430056572,0.14849747717380524,0.2591743767261505,0.005227391142398119,2.34769606590271,6.711301803588867,0.13678057491779327
7,1,0.0,0.0,0.0,0.23,300,True,nan,-0.08334708213806152,-0.11380228400230408,-0.0470149926841259,0.23031498491764069,0.006899535655975342,0.10519377142190933,0.13731838762760162,0.2333904653787613,0.006906721740961075,2.3163135051727295,6.550352096557617,0.17082057893276215
8,2,0.0,0.0,0.0,0.23,300,True,nan,-0.10212583839893341,-0.09723201394081116,-0.037771645933389664,0.23155878484249115,0.00342102674767375,0.1141098216176033,0.10719405114650726,0.21155942976474762,0.0037594290915876627,2.3012659549713135,6.812177658081055,0.1318112313747406
9,0,0.0,0.0,0.0,0.26,300,True,nan,-0.09500353783369064,-0.03458957001566887,0.028630109503865242,0.274147629737854,0.010210571810603142,0.13725785911083221,0.06686003506183624,0.2857204079627991,0.01744738779962063,4.267927169799805,11.509690284729004,0.3656737804412842
10,1,0.0,0.0,0.0,0.26,300,True,nan,-0.08745568245649338,-0.052826859056949615,0.0675245076417923,0.2674397826194763,0.011086173355579376,0.09749437868595123,0.08852465450763702,0.29174724221229553,0.01335116382688284,3.7782020568847656,8.258814811706543,0.45141398906707764
11,2,0.0,0.0,0.0,0.26,300,True,nan,0.026926685124635696,0.08412692695856094,0.1157013475894928,0.22973798215389252,0.04202321171760559,0.10967175662517548,0.29431411623954773,0.4753955006599426,0.051785510033369064,13.38759708404541,44.86574935913086,0.4782463610172272
12,0,0.0,0.0,0.0,0.2932,300,True,nan,-0.015505891293287277,-0.005542549304664135,0.13648566603660583,0.30869948863983154,0.008084761910140514,0.055777955800294876,0.06605255603790283,0.2532750964164734,0.0174813661724329,2.722841501235962,5.796271800994873,0.37709158658981323
13,1,0.0,0.0,0.0,0.2932,300,True,nan,-0.009633307345211506,-0.00047218441613949835,-0.025481857359409332,0.3060694932937622,0.0053519695065915585,0.04247922822833061,0.03968890383839607,0.19696874916553497,0.013938000425696373,2.597587823867798,5.415854454040527,0.3873368501663208
14,2,0.0,0.0,0.0,0.2932,111,False,4.24,-0.11228159070014954,-0.07134483754634857,0.040389154106378555,0.28037989139556885,0.03364081308245659,0.15037505328655243,0.10151947289705276,0.4104904532432556,0.036000806838274,15.752898216247559,55.31839370727539,0.38613781332969666
15,0,0.4,0.0,0.0,0.1705,300,True,nan,0.5224978923797607,0.030982166528701782,0.039998702704906464,0.1672782450914383,0.0017877926584333181,0.12539564073085785,0.0435781329870224,0.1778130829334259,0.0036845470312982798,3.263913154602051,4.905569076538086,0.18436938524246216
16,1,0.4,0.0,0.0,0.1705,300,True,nan,0.5126544237136841,0.034252315759658813,0.034757863730192184,0.167369544506073,0.0017912716139107943,0.11710858345031738,0.04654949530959129,0.1722935140132904,0.003606699639931321,3.219043731689453,4.9405975341796875,0.18312616646289825
17,2,0.4,0.0,0.0,0.1705,300,True,nan,0.5176699161529541,0.02576424926519394,0.03613292798399925,0.16714122891426086,0.0018588326638564467,0.12125623226165771,0.039173174649477005,0.17133699357509613,0.0038388266693800688,3.293856620788574,4.93366003036499,0.1802804172039032
18,0,0.4,0.0,0.0,0.2,300,True,nan,0.5097118020057678,0.03919530659914017,-0.008713768795132637,0.20948192477226257,0.0017174698878079653,0.11297404766082764,0.04616817831993103,0.21127629280090332,0.009636204689741135,2.4632692337036133,4.311120986938477,0.1720186173915863
19,1,0.4,0.0,0.0,0.2,300,True,nan,0.49493783712387085,0.038437265902757645,-0.01746119186282158,0.20966647565364838,0.0016727683832868934,0.09823254495859146,0.0446387380361557,0.21222765743732452,0.00981013011187315,2.4725873470306396,4.119054794311523,0.17090120911598206
20,2,0.4,0.0,0.0,0.2,300,True,nan,0.5030777454376221,0.039303869009017944,-0.004418430849909782,0.2098526507616043,0.0016996338963508606,0.1064140722155571,0.045071955770254135,0.20735982060432434,0.009998166933655739,2.4255576133728027,4.198950290679932,0.1714864820241928
21,0,0.4,0.0,0.0,0.23,300,True,nan,0.4025278091430664,0.042189955711364746,-0.0633673220872879,0.23998677730560303,0.0019718026742339134,0.02829407900571823,0.0572701096534729,0.3664780855178833,0.010179589502513409,1.9671324491500854,3.4287524223327637,0.1520981341600418
22,1,0.4,0.0,0.0,0.23,300,True,nan,0.4069671034812927,0.03799986466765404,-0.05429527163505554,0.2398182451725006,0.001986429328098893,0.033672768622636795,0.055676065385341644,0.3658699691295624,0.010017170570790768,1.9737131595611572,3.3900675773620605,0.15271736681461334
23,2,0.4,0.0,0.0,0.23,0,False,1.78,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
24,0,0.4,0.0,0.0,0.26,300,True,nan,0.3444026708602905,0.024181818589568138,-0.006664884742349386,0.2768644094467163,0.002106729429215193,0.06583802402019501,0.043685395270586014,0.2985101640224457,0.016995513811707497,2.0398032665252686,3.0925753116607666,0.13943472504615784
25,1,0.4,0.0,0.0,0.26,300,True,nan,0.34708288311958313,0.031929776072502136,-0.02184671349823475,0.2764218747615814,0.002015781356021762,0.06437431275844574,0.048344649374485016,0.29556021094322205,0.016545142978429794,2.0980443954467773,3.273561716079712,0.14224819839000702
26,2,0.4,0.0,0.0,0.26,300,True,nan,0.3489454984664917,0.036588896065950394,-0.016342230141162872,0.27633270621299744,0.0021656483877450228,0.06418611109256744,0.05114058405160904,0.29891955852508545,0.016475671902298927,2.127655029296875,3.200226306915283,0.1427784562110901
27,0,0.4,0.0,0.0,0.2932,300,True,nan,0.45663583278656006,0.17377278208732605,0.051709193736314774,0.2896392345428467,0.007316436152905226,0.07474794238805771,0.19658154249191284,0.16125303506851196,0.008136897347867489,6.367690563201904,16.342575073242188,0.22551363706588745
28,1,0.4,0.0,0.0,0.2932,300,True,nan,0.45357707142829895,0.17522220313549042,0.05648297443985939,0.29055532813072205,0.006093244533985853,0.07061982899904251,0.18813742697238922,0.15495872497558594,0.006642427295446396,6.170140266418457,13.959237098693848,0.222426176071167
29,2,0.4,0.0,0.0,0.2932,300,True,nan,0.4447440505027771,0.14024756848812103,0.047467783093452454,0.29087772965431213,0.0061411308124661446,0.06642424315214157,0.1634761095046997,0.13126306235790253,0.006565544288605452,5.4221720695495605,15.443658828735352,0.20941925048828125
30,0,0.3,0.15,0.2,0.1705,300,True,nan,0.417106032371521,0.23556147515773773,0.2617453932762146,0.16687342524528503,0.001995052909478545,0.12061915546655655,0.09063957631587982,0.15089796483516693,0.0041391002014279366,4.023716449737549,6.716400623321533,0.20137913525104523
