scenario_id,repeat,path_shape,reference_demo,requested_speed,requested_height,transition_fraction,height_profile,height_segment_m,height_schedule,target_height_changes,target_height_changes_before_failure,preview_height_changes,reference_curvature_abs_mean,survived,time_to_failure_s,xy_rmse,height_rmse,height_abs_error_mean,preview_height_rmse,preview_height_abs_error_mean,target_progress_m,target_path_index,terminal_position_error_m,route_target_progress_m,route_final_progress_m,route_furthest_progress_m,route_completion_ratio,route_horizon_mean_speed_m_s,route_horizon_speed_ratio,route_arrived,route_arrival_time_s,route_arrival_mean_speed_m_s,route_arrival_speed_ratio,route_active_mean_speed_m_s,route_active_speed_ratio,route_schedule_mae_m,route_final_schedule_error_m,route_cross_track_rmse_m,route_cross_track_p95_m,route_terminal_position_error_m,task_success_applicable,task_success,task_success_time_s,task_success_position_error_m,task_success_yaw_error_rad,task_success_height_error_m,task_success_mean_speed_error_m_s,final_relative_x_m,final_relative_y_m,terminal_yaw_error_rad,final_planar_speed_m_s,last_1s_planar_speed_mean_m_s,achieved_speed_mean,achieved_planar_speed_mean,achieved_tangent_speed_mean,achieved_speed_ratio,achieved_height_mean,tilt_rms_deg,action_delta_rms
0,0,straight,,0.2,0.23184999078512192,,constant,nan,,0,0,0,2.143417663003602e-06,True,24.0,0.03197732535176879,0.02943316288292408,0.025661611929535866,0.02943316288292408,0.025661611929535866,4.800000000000001,120,0.9649989403528869,4.800000000000001,5.764915943145752,5.764915943145752,1.2010241548220315,0.24020483096440634,1.2010241548220317,True,19.668216483905205,0.24404856454208304,1.2202428227104152,0.24020483096440634,1.2010241548220317,0.5246772007073957,0.9649159431457512,0.02967507392168045,0.055333942733705045,0.9649989403528869,False,False,nan,nan,nan,nan,nan,-5.775161266326904,0.012664794921875,0.03787070909609038,0.2591395080089569,0.3225764036178589,0.238295316696167,0.26688748598098755,0.24024052917957306,1.2012026458978653,0.20771920680999756,6.845338821411133,0.42569321393966675
1,1,straight,,0.2,0.23184999078512192,,constant,nan,,0,0,0,2.143417663003602e-06,True,24.0,0.042093058148372775,0.022135276347398758,0.018677791580557823,0.022135276347398758,0.018677791580557823,4.800000000000001,120,1.3027111571447263,4.800000000000001,6.102273464202881,6.102273464202881,1.2713069717089334,0.2542613943417867,1.2713069717089334,True,19.320498564843007,0.24844079379682427,1.2422039689841213,0.2542613943417867,1.2713069717089334,0.5961262226869661,1.3022734642028801,0.040392015129327774,0.07573838382959362,1.3027111571447263,False,False,nan,nan,nan,nan,nan,-6.11024808883667,0.033763885498046875,0.08590269088745117,0.43510594964027405,0.32614395022392273,0.25270330905914307,0.2842012643814087,0.2545354962348938,1.272677481174469,0.21662160754203796,7.456974506378174,0.42803269624710083
2,2,straight,,0.2,0.23184999078512192,,constant,nan,,0,0,0,2.143417663003602e-06,True,24.0,0.03304204438693492,0.02568570151925087,0.021619612351059914,0.02568570151925087,0.021619612351059914,4.800000000000001,120,1.352935816556815,4.800000000000001,6.152250289916992,6.152250289916992,1.281718810399373,0.2563437620798747,1.2817188103993733,True,18.821764313507508,0.255023913807871,1.2751195690393549,0.2563437620798747,1.2817188103993733,0.6766646617019175,1.3522502899169915,0.030879179015755653,0.0555254653096199,1.352935816556815,False,False,nan,nan,nan,nan,nan,-6.17012357711792,0.043063223361968994,0.016411368046896045,0.3249656856060028,0.2786419987678528,0.2519606947898865,0.28299298882484436,0.2565514147281647,1.2827570736408234,0.213789165019989,7.479987144470215,0.4326944351196289
3,0,straight,,0.4,0.23184999078512192,,constant,nan,,0,0,0,2.143417663003602e-06,True,24.0,0.03235535590414239,0.04701855033636093,0.04374702647328377,0.04701855033636093,0.04374702647328377,9.600000000000001,240,0.5177576932997775,9.600000000000001,10.0,10.0,1.0416666666666665,0.4166666666666667,1.0416666666666667,True,21.85520939839918,0.43925454224671806,1.0981363556167951,0.4166666666666667,1.0416666666666667,0.45443592355082396,0.3999999999999986,0.030238879844546318,0.05126121342182159,0.5177576932997775,False,False,nan,nan,nan,nan,nan,-10.117258071899414,0.02273935079574585,0.2437756061553955,0.1313256025314331,0.23523208498954773,0.41825076937675476,0.4324168860912323,0.42203378677368164,1.055084466934204,0.19020716845989227,6.034943580627441,0.39382389187812805
4,1,straight,,0.4,0.23184999078512192,,constant,nan,,0,0,0,2.143417663003602e-06,True,24.0,0.03443541187602773,0.0464092418551445,0.04311080276966095,0.0464092418551445,0.04311080276966095,9.600000000000001,240,0.3421559489606632,9.600000000000001,9.93648624420166,9.93797779083252,1.0350506504376729,0.41402026017506915,1.0350506504376729,True,22.5583041348673,0.42556390509700315,1.0639097627425078,0.41402026017506915,1.0350506504376729,0.3284649668447173,0.33648624420165874,0.03243362158536911,0.060879398882389066,0.3421559489606632,False,False,nan,nan,nan,nan,nan,-9.93648624420166,0.06202900409698486,0.1927779356585904,0.13343200087547302,0.2460017204284668,0.4126654267311096,0.4266238808631897,0.4145717918872833,1.0364294797182083,0.19110389053821564,6.086256504058838,0.38720178604125977
5,2,straight,,0.4,0.23184999078512192,,constant,nan,,0,0,0,2.143417663003602e-06,True,24.0,0.03735731185151683,0.04600747674703598,0.04244308918714523,0.04600747674703598,0.04244308918714523,9.600000000000001,240,0.4880639476242995,9.600000000000001,10.0,10.0,1.0416666666666665,0.4166666666666667,1.0416666666666667,True,21.870615363398155,0.43894512525085155,1.097362813127129,0.4166666666666667,1.0416666666666667,0.5180560425276555,0.3999999999999986,0.035539254546165466,0.0567453384399414,0.4880639476242995,False,False,nan,nan,nan,nan,nan,-10.087076187133789,-0.031036376953125,0.31174230575561523,0.19202765822410583,0.2939457893371582,0.4196028709411621,0.43230804800987244,0.4215606153011322,1.0539015382528305,0.19126126170158386,6.0879950523376465,0.39202409982681274
6,0,straight,,0.6,0.23184999078512192,,constant,nan,,0,0,0,2.143417663003602e-06,False,18.22,0.07715448636646663,0.017453009262681007,0.013406550511717796,0.017453009262681007,0.013406550511717796,9.994312763214111,249,0.4234044744749961,9.994306087494211,9.994306564331055,9.994306564331055,1.0000000477108506,0.41642944018046063,0.6940490669674344,True,16.379997934739073,0.6101530737252451,1.0169217895420752,0.5491377233148932,0.9152295388581554,0.4821345715305039,4.768368437879644e-07,0.07632888108491898,0.20858072414994225,0.4234044744749961,True,True,15.620000000000001,0.12034671241423205,0.04883098602294922,0.0004100203514099121,0.03984033850795199,-10.419886589050293,-0.05446738004684448,0.5246140956878662,0.8074350357055664,0.36963966488838196,0.573857307434082,0.592306911945343,0.5731881260871887,0.9553135434786479,0.2387346476316452,8.48862361907959,0.4315319061279297
7,1,straight,,0.6,0.23184999078512192,,constant,nan,,0,0,0,2.143417663003602e-06,False,20.02,0.11305456107115426,0.0335049107670784,0.029229549691081047,0.0335049107670784,0.029229549691081047,9.992939114570618,249,0.39309650437869875,9.992932438850717,9.992932319641113,9.992932319641113,0.9999999880706084,0.4163721799850464,0.6939536333084106,True,14.92,0.6697675897353028,1.1162793162255047,0.4996466159820557,0.8327443599700928,0.7159717303937011,-1.1920960396594182e-07,0.11260790377855301,0.2353344477713108,0.39309650437869875,True,False,14.6,0.11994909541108734,0.07174229621887207,0.004142597317695618,0.08444742731854227,-10.381046295166016,-0.09658545255661011,0.22190141677856443,0.4341057538986206,0.2883879542350769,0.5197450518608093,0.5612662434577942,0.5194144248962402,0.8656907081604004,0.2534610331058502,8.224956512451172,0.4565025568008423
8,2,straight,,0.6,0.23184999078512192,,constant,nan,,0,0,0,2.143417663003602e-06,False,21.46,0.11229421074698268,0.022440044209361076,0.016813909634947777,0.022440044209361076,0.016813909634947777,9.999976992607117,249,0.36368369794697236,9.999970316887216,9.999970436096191,9.999970436096191,1.000000011920933,0.4166654348373413,0.6944423913955688,True,16.37997159098402,0.6104998571787188,1.0174997619645314,0.46641653153433726,0.7773608858905622,0.45983393245327936,1.1920897513562068e-07,0.11183226108551025,0.26185889393091183,0.36368369794697236,True,True,15.82,0.12766725737237036,0.07627016702760894,0.010968849062919617,0.03210937527732094,-10.348294258117676,-0.1046762764453888,0.2172544002532959,0.4949752688407898,0.22194711863994598,0.48400434851646423,0.5272207260131836,0.4832247793674469,0.8053746322790782,0.24328181147575378,7.854968070983887,0.4393208622932434
9,0,straight,,0.8,0.23184999078512192,,constant,nan,,0,0,0,2.143417663003602e-06,True,24.0,0.12600490415733206,0.027351131662726402,0.02297305315732956,0.027351131662726402,0.02297305315732956,10.000006675720215,249,0.22433318674802016,10.000000000000314,10.0,10.0,0.9999999999999686,0.4166666666666667,0.5208333333333334,True,14.1,0.7092198581560507,0.8865248226950634,0.4166666666666667,0.5208333333333334,0.17183265758062552,-3.1441516057384433e-13,0.1256864368915558,0.24026309773325918,0.22433318674802016,True,True,13.620000000000001,0.11321901451867063,0.11531740823854643,0.0063531845808029175,-0.06578560939792122,-10.22089958190918,-0.03910014033317566,0.21024084091186523,0.350790411233902,0.17176048457622528,0.4251600205898285,0.5017565488815308,0.4266812205314636,0.5333515256643295,0.24625162780284882,7.85465145111084,0.4652264714241028
