family,evaluation,timestamp,policy_kind,checkpoint,checkpoint_sha256,git_commit,dataset_sha256,task,seed,duration_s,num_scenarios,num_inference_steps,exec_horizon,survival_rate,missing_provenance,source_file
baseline_locodiff,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k10_h4,2026-07-14T14:18:43,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,03359d00e57318363676cdfbf651fc8cbc1b78eb,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,15,10,4,0.9333333333333333,,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k10_h4\summary.json
baseline_locodiff,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k10_h6,2026-07-14T14:19:51,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,03359d00e57318363676cdfbf651fc8cbc1b78eb,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,15,10,6,1.0,,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k10_h6\summary.json
baseline_locodiff,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k10_h8,2026-07-14T14:20:56,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,03359d00e57318363676cdfbf651fc8cbc1b78eb,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,15,10,8,1.0,,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k10_h8\summary.json
baseline_locodiff,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k4_h1,2026-07-14T14:33:49,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,03359d00e57318363676cdfbf651fc8cbc1b78eb,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,15,4,1,0.8,,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k4_h1\summary.json
baseline_locodiff,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k4_h2,2026-07-14T14:34:54,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,03359d00e57318363676cdfbf651fc8cbc1b78eb,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,15,4,2,0.8666666666666667,,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k4_h2\summary.json
baseline_locodiff,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k4_h4,2026-07-14T14:36:06,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,03359d00e57318363676cdfbf651fc8cbc1b78eb,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,15,4,4,0.9333333333333333,,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k4_h4\summary.json
baseline_locodiff,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k4_h6,2026-07-14T14:37:15,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,03359d00e57318363676cdfbf651fc8cbc1b78eb,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,15,4,6,1.0,,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k4_h6\summary.json
baseline_locodiff,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k4_h8,2026-07-14T14:38:15,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,03359d00e57318363676cdfbf651fc8cbc1b78eb,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,15,4,8,1.0,,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k4_h8\summary.json
baseline_locodiff,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k6_h1,2026-07-14T14:28:26,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,03359d00e57318363676cdfbf651fc8cbc1b78eb,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,15,6,1,0.8666666666666667,,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k6_h1\summary.json
baseline_locodiff,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k6_h2,2026-07-14T14:29:34,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,03359d00e57318363676cdfbf651fc8cbc1b78eb,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,15,6,2,0.8666666666666667,,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k6_h2\summary.json
baseline_locodiff,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k6_h4,2026-07-14T14:30:36,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,03359d00e57318363676cdfbf651fc8cbc1b78eb,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,15,6,4,0.9333333333333333,,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k6_h4\summary.json
baseline_locodiff,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k6_h6,2026-07-14T14:31:38,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,03359d00e57318363676cdfbf651fc8cbc1b78eb,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,15,6,6,1.0,,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k6_h6\summary.json
baseline_locodiff,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k6_h8,2026-07-14T14:32:38,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,03359d00e57318363676cdfbf651fc8cbc1b78eb,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,15,6,8,1.0,,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k6_h8\summary.json
baseline_locodiff,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k8_h1,2026-07-14T14:22:34,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,03359d00e57318363676cdfbf651fc8cbc1b78eb,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,15,8,1,0.8,,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k8_h1\summary.json
baseline_locodiff,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k8_h2,2026-07-14T14:23:50,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,03359d00e57318363676cdfbf651fc8cbc1b78eb,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,15,8,2,0.8666666666666667,,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k8_h2\summary.json
baseline_locodiff,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k8_h4,2026-07-14T14:24:59,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,03359d00e57318363676cdfbf651fc8cbc1b78eb,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,15,8,4,0.9333333333333333,,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k8_h4\summary.json
baseline_locodiff,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k8_h6,2026-07-14T14:26:03,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,03359d00e57318363676cdfbf651fc8cbc1b78eb,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,15,8,6,1.0,,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k8_h6\summary.json
baseline_locodiff,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k8_h8,2026-07-14T14:27:06,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,03359d00e57318363676cdfbf651fc8cbc1b78eb,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,15,8,8,0.9333333333333333,,scripts\baseline_locodiff\evaluations\runtime_sweep_k10_k5\k8_h8\summary.json
baseline_locodiff,scripts\baseline_locodiff\evaluations\walk_crouch_epoch25_k10_exec1,2026-07-14T13:05:55,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,d48f69f2242aa04c3369fbee032dffe5056bfcce,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,45,10,1,0.8888888888888888,,scripts\baseline_locodiff\evaluations\walk_crouch_epoch25_k10_exec1\summary.json
baseline_locodiff,scripts\baseline_locodiff\evaluations\walk_crouch_epoch25_k10_exec8_ts,2026-07-14T13:31:40,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,1f29cb137ec5640c5b97c9dd1e3130865985e61b,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,45,10,8,1.0,,scripts\baseline_locodiff\evaluations\walk_crouch_epoch25_k10_exec8_ts\summary.json
baseline_locodiff,scripts\baseline_locodiff\evaluations\walk_crouch_epoch25_k4_h4_ts,2026-07-14T19:25:32,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,03359d00e57318363676cdfbf651fc8cbc1b78eb,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,45,4,4,0.9777777777777777,,scripts\baseline_locodiff\evaluations\walk_crouch_epoch25_k4_h4_ts\summary.json
baseline_locodiff,scripts\baseline_locodiff\evaluations\walk_crouch_epoch25_k4_h6_ts,2026-07-14T19:28:20,diffuseloco_velocity_height_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\scripts\baseline_diffuseloco\runs\walk_crouch_posture_conditioned\best.pt,6B76D014C46E527182579DF1596625629A5063BC8F249CF6994699F9DE016471,03359d00e57318363676cdfbf651fc8cbc1b78eb,walk_crouch_v3.hdf5:5E356993BB2ECF6848B1300F92EB85B52EFE8DEB430D60F41E1D19C3B0DCE35C,solo12-v0,42,8.0,45,4,6,0.9777777777777777,,scripts\baseline_locodiff\evaluations\walk_crouch_epoch25_k4_h6_ts\summary.json
diffusion_policy,scripts\diffusion_policy\evaluations\eval_20260716_132056,2026-07-16T13:22:23.859849,spatial_reference_path_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\checkpoints_iri\best_phase_A_walk.pt,,,,solo12-v0,42,15.0,,,,0.6444444444444445,"checkpoint_sha256,git_commit,dataset_sha256",scripts\diffusion_policy\evaluations\eval_20260716_132056\evaluation_summary.json
diffusion_policy,scripts\diffusion_policy\evaluations\eval_20260716_133100,2026-07-16T13:32:24.384452,spatial_reference_path_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\checkpoints_iri\best_phase_A_walk.pt,,,,solo12-v0,42,15.0,,,,0.6444444444444445,"checkpoint_sha256,git_commit,dataset_sha256",scripts\diffusion_policy\evaluations\eval_20260716_133100\evaluation_summary.json
diffusion_policy,scripts\diffusion_policy\evaluations\eval_20260716_134015,2026-07-16T13:44:19.199258,spatial_reference_path_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\checkpoints_iri\best_phase_A_walk.pt,,,,solo12-v0,42,50.0,,,,0.35555555555555557,"checkpoint_sha256,git_commit,dataset_sha256",scripts\diffusion_policy\evaluations\eval_20260716_134015\evaluation_summary.json
diffusion_policy,scripts\diffusion_policy\evaluations\eval_20260716_135551,2026-07-16T14:00:02.368597,spatial_reference_path_ddpm,C:\Users\11ser\OneDrive\Escritorio\Coding\Projectes\Isaac\isaaclab-solo\checkpoints_iri\best_phase_A_walk.pt,,,,solo12-v0,42,50.0,,,,0.35555555555555557,"checkpoint_sha256,git_commit,dataset_sha256",scripts\diffusion_policy\evaluations\eval_20260716_135551\evaluation_summary.json
