scenario_id,repeat,requested_vx,requested_vy,requested_wz,requested_height,samples,survived,time_to_failure_s,achieved_vx_mean,achieved_vy_mean,achieved_wz_mean,achieved_height_mean,achieved_height_std,vx_rmse,vy_rmse,wz_rmse,height_rmse,tilt_rms_deg,tilt_max_deg,action_delta_rms
0,0,0.0,0.0,0.0,0.1705,300,True,nan,-0.013834215700626373,0.002084664534777403,-0.012606967240571976,0.17380987107753754,0.0017163684824481606,0.0596097931265831,0.028686540201306343,0.10031315684318542,0.0037284300196915865,1.1842584609985352,3.619631052017212,0.06849610060453415
1,1,0.0,0.0,0.0,0.1705,300,True,nan,-0.00643757963553071,0.0023480034433305264,0.006308638956397772,0.17531821131706238,0.001593617140315473,0.04266047477722168,0.02409052848815918,0.10139026492834091,0.005074923858046532,1.457006573677063,2.876835346221924,0.060551829636096954
2,2,0.0,0.0,0.0,0.1705,300,True,nan,0.0004079143109265715,0.0016673789359629154,0.00372933316975832,0.1743754893541336,0.0009350880864076316,0.058036621659994125,0.02316576987504959,0.06971729546785355,0.00398671580478549,0.6037659645080566,1.482896089553833,0.058180153369903564
3,0,0.0,0.0,0.0,0.2,300,True,nan,-0.02282664366066456,0.0070827375166118145,0.0003149565018247813,0.21639765799045563,0.00266266823746264,0.05429272726178169,0.033773332834243774,0.19080157577991486,0.016612425446510315,1.6190365552902222,3.54917573928833,0.07348553836345673
4,1,0.0,0.0,0.0,0.2,300,True,nan,-0.012862739153206348,0.004660110920667648,-0.0008091393974609673,0.2162790447473526,0.002823953051120043,0.05673670768737793,0.028045902028679848,0.14373977482318878,0.016522154211997986,0.9749048352241516,1.8734840154647827,0.06658627837896347
5,2,0.0,0.0,0.0,0.2,300,True,nan,-0.01050710491836071,-0.0005408882279880345,-0.015376565046608448,0.2171153724193573,0.0018194470321759582,0.05290716513991356,0.025476494804024696,0.16096238791942596,0.01721181534230709,1.1220474243164062,2.4105937480926514,0.06516001373529434
6,0,0.0,0.0,0.0,0.23,300,True,nan,-0.003066843841224909,0.0014800645876675844,-0.0027145775966346264,0.249762624502182,0.0016977906925603747,0.06211686134338379,0.023696281015872955,0.14252707362174988,0.01983538828790188,0.975750744342804,2.0529253482818604,0.07055500894784927
7,1,0.0,0.0,0.0,0.23,300,True,nan,-0.0075246356427669525,0.0024118172004818916,0.00060520094120875,0.24920664727687836,0.0023486842401325703,0.06854453682899475,0.026122288778424263,0.14671985805034637,0.019349712878465652,1.0947028398513794,2.5102057456970215,0.0661749318242073
8,2,0.0,0.0,0.0,0.23,300,True,nan,0.0010370536474511027,0.0009027362684719265,-0.007409697398543358,0.24897600710391998,0.0016239776741713285,0.06344888359308243,0.024673260748386383,0.1512261927127838,0.019045371562242508,1.2628833055496216,2.457284927368164,0.0670546367764473
9,0,0.0,0.0,0.0,0.26,300,True,nan,0.0009449527715332806,0.0031926818192005157,0.0037259752862155437,0.2722340226173401,0.0020236223936080933,0.03452647477388382,0.019523775205016136,0.07205194979906082,0.012400263920426369,1.2841910123825073,2.2445733547210693,0.059743236750364304
10,1,0.0,0.0,0.0,0.26,300,True,nan,-0.004446286242455244,0.004338617902249098,0.0007780289161019027,0.2768357992172241,0.0032541833352297544,0.04421829804778099,0.02203797735273838,0.07875384390354156,0.017147423699498177,1.272972822189331,3.3611040115356445,0.06574295461177826
11,2,0.0,0.0,0.0,0.26,300,True,nan,-0.005975295789539814,0.006052509415894747,-0.00491546094417572,0.27378255128860474,0.0021528888028115034,0.029185453429818153,0.022795014083385468,0.08093541115522385,0.013949713669717312,0.9633352160453796,2.079878807067871,0.06615135818719864
12,0,0.0,0.0,0.0,0.2932,300,True,nan,-0.003143611364066601,0.004231363069266081,-0.05814491957426071,0.3025757670402527,0.0027597257867455482,0.05226915329694748,0.04780271649360657,0.12657998502254486,0.009773507714271545,1.7913241386413574,3.80292010307312,0.06840933859348297
13,1,0.0,0.0,0.0,0.2932,300,True,nan,-0.0010051358258351684,0.0023567453026771545,-0.052405741065740585,0.2993236780166626,0.0030031295027583838,0.04399006813764572,0.0383429080247879,0.1352357566356659,0.00682044168934226,1.4518380165100098,5.096878528594971,0.06566523760557175
14,2,0.0,0.0,0.0,0.2932,300,True,nan,0.004287831950932741,-0.0048054116778075695,-0.038429684937000275,0.2996235191822052,0.0029967103619128466,0.057034898549318314,0.035411205142736435,0.11579028517007828,0.007088144309818745,1.2883018255233765,3.69979190826416,0.07110872864723206
15,0,0.4,0.0,0.0,0.1705,300,True,nan,0.45676055550575256,0.008020000532269478,-0.008042127825319767,0.16831451654434204,0.002257277723401785,0.10885179042816162,0.03921613469719887,0.19456075131893158,0.0031419110018759966,3.088486433029175,5.595487117767334,0.16446150839328766
16,1,0.4,0.0,0.0,0.1705,300,True,nan,0.4829590916633606,-0.001227233442477882,0.0038491098675876856,0.1673458069562912,0.0020514032803475857,0.09667952358722687,0.03184979036450386,0.20110832154750824,0.0037625913973897696,3.1553456783294678,4.961238384246826,0.16544023156166077
17,2,0.4,0.0,0.0,0.1705,300,True,nan,0.4673865735530853,-0.00223727710545063,0.002051014918833971,0.16879311203956604,0.002351258182898164,0.08660620450973511,0.03571010380983353,0.18318307399749756,0.0029054947663098574,3.129575490951538,5.187093734741211,0.16254228353500366
18,0,0.4,0.0,0.0,0.2,300,True,nan,0.4066811501979828,-0.004076362121850252,0.014796346426010132,0.21086718142032623,0.0025353052187711,0.05919526889920235,0.029390079900622368,0.352594792842865,0.011159010231494904,2.535400629043579,4.412230491638184,0.14702577888965607
19,1,0.4,0.0,0.0,0.2,300,True,nan,0.38176673650741577,0.024167640134692192,-0.012130886316299438,0.21149732172489166,0.0022549189161509275,0.05083465203642845,0.04223240539431572,0.31781303882598877,0.011716349050402641,2.574018955230713,4.762838840484619,0.14102475345134735
20,2,0.4,0.0,0.0,0.2,300,True,nan,0.4176243841648102,-0.0006373448995873332,-0.0008612314704805613,0.21111467480659485,0.0025267789606004953,0.06208985298871994,0.033913593739271164,0.3467307388782501,0.01139826886355877,2.512251853942871,4.189389705657959,0.14733415842056274
21,0,0.4,0.0,0.0,0.23,300,True,nan,0.29224422574043274,0.01821049302816391,-0.043186455965042114,0.24435093998908997,0.0022443265188485384,0.11811584234237671,0.04164572432637215,0.47379520535469055,0.014525385573506355,2.0301949977874756,3.787029266357422,0.1267227679491043
22,1,0.4,0.0,0.0,0.23,300,True,nan,0.3037582337856293,0.02564333565533161,-0.03410466015338898,0.24173888564109802,0.002212731633335352,0.11014503240585327,0.050470806658267975,0.49140849709510803,0.011945618316531181,2.180619239807129,3.7897987365722656,0.13241159915924072
23,2,0.4,0.0,0.0,0.23,300,True,nan,0.27593785524368286,0.010241737589240074,-0.04577986150979996,0.24337992072105408,0.002641669474542141,0.14068138599395752,0.0521116703748703,0.4946390390396118,0.013638196513056755,2.0568795204162598,3.746570587158203,0.12769941985607147
