scenario_id,repeat,path_shape,reference_demo,requested_speed,requested_height,transition_fraction,height_profile,height_segment_m,height_schedule,target_height_changes,target_height_changes_before_failure,preview_height_changes,reference_curvature_abs_mean,survived,base_failure,physical_sanity_failure,time_to_failure_s,xy_rmse,height_rmse,height_abs_error_mean,preview_height_rmse,preview_height_abs_error_mean,target_progress_m,target_path_index,terminal_position_error_m,route_target_progress_m,route_final_progress_m,route_furthest_progress_m,route_completion_ratio,route_horizon_mean_speed_m_s,route_horizon_speed_ratio,route_arrived,route_arrival_time_s,route_arrival_mean_speed_m_s,route_arrival_speed_ratio,route_active_mean_speed_m_s,route_active_speed_ratio,route_schedule_mae_m,route_final_schedule_error_m,route_cross_track_rmse_m,route_cross_track_p95_m,route_terminal_position_error_m,task_success_applicable,task_success,task_success_time_s,task_success_position_error_m,task_success_yaw_error_rad,task_success_height_error_m,task_success_mean_speed_error_m_s,final_relative_x_m,final_relative_y_m,terminal_yaw_error_rad,final_planar_speed_m_s,last_1s_planar_speed_mean_m_s,achieved_speed_mean,achieved_planar_speed_mean,achieved_tangent_speed_mean,achieved_speed_ratio,achieved_height_mean,tilt_rms_deg,action_delta_rms
0,0,straight,,0.2,0.2800000011920929,,constant,nan,,0,0,0,2.143417663003602e-06,True,False,False,20.0,0.02344828344658814,0.01728121004998684,0.016899719834327698,0.01728121004998684,0.016899719834327698,4.0,100,3.312418971782072,4.0,0.687828540802002,0.7165067195892334,0.1719571352005005,0.0343914270401001,0.1719571352005005,False,nan,nan,nan,0.0343914270401001,0.1719571352005005,1.7533012485206128,-3.312171459197998,0.018628526479005814,0.03779565095901489,3.312418971782072,False,False,nan,nan,nan,nan,nan,-0.6980739831924438,0.040492475032806396,0.11357456842531401,0.0564897246658802,0.0518600270152092,0.034524474292993546,0.09203727543354034,0.034303706139326096,0.17151853069663048,0.2968997061252594,2.2307920455932617,0.1004292219877243
1,1,straight,,0.2,0.2800000011920929,,constant,nan,,0,0,0,2.143417663003602e-06,True,False,False,20.0,0.017656854540954524,0.016138195991516113,0.01570596545934677,0.016138195991516113,0.01570596545934677,4.0,100,3.4983198300215097,4.0,0.5016802549362183,0.5313708782196045,0.12542006373405457,0.025084012746810914,0.12542006373405457,False,nan,nan,nan,0.025084012746810914,0.12542006373405457,1.6733608935922384,-3.4983197450637817,0.012135732918977737,0.020399093627929688,3.4983198300215097,False,False,nan,nan,nan,nan,nan,-0.5096548199653625,0.0007706284523010254,0.17174727121462066,0.15876245498657227,0.09941636770963669,0.02518332377076149,0.07465749979019165,0.025143789127469063,0.12571894563734531,0.29570597410202026,2.0052266120910645,0.09668782353401184
2,2,straight,,0.2,0.2800000011920929,,constant,nan,,0,0,0,2.143417663003602e-06,True,False,False,20.0,0.021892724132629528,0.01831810735166073,0.017971565946936607,0.01831810735166073,0.017971565946936607,4.0,101,3.2343880025217295,4.0,0.7660460472106934,0.7660460472106934,0.19151151180267334,0.03830230236053467,0.19151151180267334,False,nan,nan,nan,0.03830230236053467,0.19151151180267334,1.690205125823617,-3.2339539527893066,0.01703544706106186,0.02995287925004959,3.2343880025217295,False,False,nan,nan,nan,nan,nan,-0.7839193344116211,0.0529862642288208,0.09204179445375639,0.11863362044095993,0.1603018045425415,0.03875569999217987,0.07600239664316177,0.03838629648089409,0.19193148240447044,0.29797154664993286,2.3439087867736816,0.09892118722200394
3,0,straight,,0.4,0.2800000011920929,,constant,nan,,0,0,0,2.143417663003602e-06,False,True,False,7.4,0.02333655265356418,0.020819634199142456,0.017925621941685677,0.020819634199142456,0.017925621941685677,8.0,200,6.297065184134606,8.0,1.7029359340667725,1.7029359340667725,0.21286699175834656,0.08514679670333862,0.21286699175834653,False,nan,nan,nan,0.23075012656731334,0.5768753164182833,0.8410915961627392,-6.2970640659332275,0.012093202210962772,0.02265894412994384,6.297065184134606,False,False,nan,nan,nan,nan,nan,-1.7029359340667725,-0.0037533938884735107,0.3984509150134488,1.0650339126586914,0.6001001596450806,0.23273850977420807,0.2713383436203003,0.23200860619544983,0.5800215154886246,0.2923389971256256,7.332375526428223,0.17899271845817566
4,1,straight,,0.4,0.2800000011920929,,constant,nan,,0,0,0,2.143417663003602e-06,False,False,True,15.26,0.02594273610684536,0.01817159168422222,0.01571698486804962,0.01817159168422222,0.01571698486804962,8.0,200,5.941873578020785,8.0,2.0582470893859863,2.07430362701416,0.2572808861732483,0.10291235446929932,0.2572808861732483,False,nan,nan,nan,0.1350555832930437,0.33763895823260925,2.002400444388077,-5.941752910614014,0.019716178998351097,0.0476429283618927,5.941873578020785,False,False,nan,nan,nan,nan,nan,-2.0582470893859863,-0.0378684401512146,0.616555992756979,0.35569459199905396,0.3315030634403229,0.11449310183525085,0.18642295897006989,0.1354323774576187,0.3385809436440468,0.29282864928245544,6.631075859069824,0.16110952198505402
5,2,straight,,0.4,0.2800000011920929,,constant,nan,,0,0,0,2.143417663003602e-06,True,False,False,20.0,0.025230921300346584,0.01703047752380371,0.016398770734667778,0.01703047752380371,0.016398770734667778,8.0,200,6.255414416105905,8.0,1.7445858716964722,1.8080458641052246,0.21807323396205902,0.0872292935848236,0.218073233962059,False,nan,nan,nan,0.0872292935848236,0.218073233962059,3.0878472400158645,-6.255414128303528,0.019442632794380188,0.0422772392630577,6.255414416105905,False,False,nan,nan,nan,nan,nan,-1.7445858716964722,-0.0018982291221618652,0.8361428419696255,0.11791767925024033,0.15197791159152985,0.08108623325824738,0.13935983180999756,0.0883360356092453,0.22084008902311325,0.2962421476840973,3.2807610034942627,0.1291651725769043
6,0,straight,,0.6,0.2800000011920929,,constant,nan,,0,0,0,2.143417663003602e-06,False,True,False,1.44,0.029672022696817835,0.032936595380306244,0.024325760081410408,0.032936595380306244,0.024325760081410408,9.994312763214111,249,9.364868175579975,9.994306087494211,0.6295601725578308,0.6295601725578308,0.06299188428355161,0.03147800862789154,0.052463347713152565,False,nan,nan,nan,0.4433522341956555,0.7389203903260926,0.22274596771052188,-9.36474591493638,0.025304628536105156,0.03834885358810425,9.364868175579975,True,False,nan,nan,nan,nan,nan,-0.6352540850639343,0.04785197973251343,0.21845537820924957,0.4379998743534088,0.6368582844734192,0.4762175679206848,0.4897080063819885,0.45066627860069275,0.7511104643344879,0.28501006960868835,14.805425643920898,0.2894245684146881
7,1,straight,,0.6,0.2800000011920929,,constant,nan,,0,0,0,2.143417663003602e-06,False,True,False,1.6400000000000001,0.013168673561076413,0.02139751985669136,0.019023234024643898,0.02139751985669136,0.019023234024643898,9.992939114570618,249,9.098639144035483,9.992932438850717,0.8942933082580566,0.8942933082580566,0.08949258025414099,0.04471466541290283,0.07452444235483806,False,nan,nan,nan,0.5520329063321336,0.9200548438868894,0.1933766327757894,-9.09863913059266,0.006065300665795803,0.013966619968414307,9.098639144035483,True,False,nan,nan,nan,nan,nan,-0.9013608694076538,-0.0004954636096954346,0.22997045516967773,1.129821538925171,0.816754162311554,0.566683292388916,0.5725258588790894,0.5580147504806519,0.9300245841344198,0.29084447026252747,9.87134838104248,0.2602573037147522
8,2,straight,,0.6,0.2800000011920929,,constant,nan,,0,0,0,2.143417663003602e-06,False,True,False,3.04,0.018669009483472263,0.01803702861070633,0.015515786595642567,0.01803702861070633,0.015515786595642567,9.999976992607117,249,7.640888449268794,9.999970316887216,2.359095573425293,2.359095573425293,0.23591025759760761,0.11795477867126465,0.1965912977854411,False,nan,nan,nan,0.7811574746441368,1.3019291244068947,0.23481242713865066,-7.640874743461923,0.014747273176908493,0.030509233474731445,7.640888449268794,True,False,nan,nan,nan,nan,nan,-2.3591251373291016,0.014408409595489502,0.20496160188783843,1.1648905277252197,1.0993893146514893,0.788111686706543,0.7948644161224365,0.7850596904754639,1.3084328174591064,0.2907433807849884,8.495429992675781,0.27725347876548767
9,0,straight,,0.8,0.2800000011920929,,constant,nan,,0,0,0,2.143417663003602e-06,False,True,False,1.54,0.02981218471990596,0.030803734436631203,0.02545791119337082,0.030803734436631203,0.02545791119337082,10.000006675720215,249,9.475653117681821,10.000000000000314,0.5245010852813721,0.5245010852813721,0.05245010852813556,0.026225054264068605,0.032781317830085754,False,nan,nan,nan,0.3450665034745869,0.4313331293432336,0.43345067709370666,-9.475498914718942,0.027664989233016968,0.040868766605854034,9.475653117681821,True,False,nan,nan,nan,nan,nan,-0.5245010852813721,-0.054059386253356934,0.05050945281982421,0.9142107963562012,0.4913135766983032,0.36976179480552673,0.38118621706962585,0.3570321798324585,0.4462902247905731,0.2856580913066864,10.912229537963867,0.2647639513015747
