trace_env,route_kind,time_s,x_m,y_m,target_height_m,actual_height_m,requested_speed_mps,tangent_speed_mps,cross_track_m,residual_rms
0,straight,0.0,0.0,0.0,0.1704999953508377,0.3499999940395355,0.34855663776397705,0.0,0.0,0.0
0,straight,0.02,-0.00017783045768737793,-0.0002613988472148776,0.1704999953508377,0.34448403120040894,0.34855663776397705,-0.0130483228713274,-0.0002613988472148776,0.25601816177368164
0,straight,0.04,7.564108818769455e-05,4.557728971121833e-06,0.1704999953508377,0.33503711223602295,0.34855663776397705,0.0218285471200943,4.557728971121833e-06,0.3273642957210541
0,straight,0.06,0.0002781283110380173,-0.0006066134665161371,0.1704999953508377,0.32308176159858704,0.34855663776397705,0.005647039972245693,-0.0006066134665161371,0.29380157589912415
0,straight,0.08,-0.00013141054660081863,-0.00023879679793026298,0.1704999953508377,0.30840858817100525,0.34855663776397705,-0.03262100741267204,-0.00023879679793026298,0.3623385429382324
0,straight,0.1,-0.00035848841071128845,-0.000312519638100639,0.1704999953508377,0.2904455363750458,0.34855663776397705,0.002688559703528881,-0.000312519638100639,0.31871047616004944
0,straight,0.12,6.621703505516052e-05,-6.459596625063568e-05,0.1704999953508377,0.26846760511398315,0.34855663776397705,0.02689265087246895,-6.459596625063568e-05,0.31088516116142273
0,straight,0.14,-7.248576730489731e-05,-0.00039121118606999516,0.1704999953508377,0.24197301268577576,0.34855663776397705,-0.0240889023989439,-0.00039121118606999516,0.3082027733325958
0,straight,0.16,-0.0007198899984359741,-0.0001623458374524489,0.1704999953508377,0.21153342723846436,0.34855663776397705,-0.03219275549054146,-0.0001623458374524489,0.3548198342323303
0,straight,0.18,-0.0009559663012623787,7.790321251377463e-05,0.1704999953508377,0.17960059642791748,0.34855663776397705,0.005955413915216923,7.790321251377463e-05,0.37059277296066284
0,straight,0.2,5.524046719074249e-05,0.00021576191647909582,0.1704999953508377,0.15437132120132446,0.34855663776397705,0.08831319957971573,0.00021576191647909582,0.44194382429122925
0,straight,0.22,0.0023529455065727234,0.0003764408465940505,0.1704999953508377,0.1384931355714798,0.34855663776397705,0.13000552356243134,0.0003764408465940505,0.49859434366226196
0,straight,0.24,0.0052649518474936485,0.0007735567633062601,0.1704999953508377,0.13214722275733948,0.34855663776397705,0.139800027012825,0.0007735567633062601,0.5672321319580078
0,straight,0.26,0.009656554087996483,0.0009043885511346161,0.1704999953508377,0.1339014172554016,0.34855663776397705,0.26230090856552124,0.0009043885511346161,0.5843413472175598
0,straight,0.28,0.016405273228883743,0.0008315708837471902,0.1704999953508377,0.14200033247470856,0.34855663776397705,0.39692309498786926,0.0008315708837471902,0.6015485525131226
0,straight,0.3,0.02556542120873928,0.0005163817550055683,0.1704999953508377,0.15441903471946716,0.34855663776397705,0.5000307559967041,0.0005163817550055683,0.5971372723579407
0,straight,0.32,0.0369131974875927,-0.000730301602743566,0.1704999953508377,0.16975760459899902,0.34855663776397705,0.6064586639404297,-0.000730301602743566,0.5810851454734802
0,straight,0.34,0.05041232332587242,-0.0030805603601038456,0.1704999953508377,0.18502245843410492,0.34855663776397705,0.7062140107154846,-0.0030805603601038456,0.5177440047264099
0,straight,0.36,0.06454521417617798,-0.005601660348474979,0.1704999953508377,0.19693221151828766,0.34855663776397705,0.6964052319526672,-0.005601660348474979,0.49076902866363525
0,straight,0.38,0.07801374047994614,-0.007775737904012203,0.1704999953508377,0.20449908077716827,0.34855663776397705,0.6570321321487427,-0.007775737904012203,0.46603041887283325
0,straight,0.4,0.09100302308797836,-0.009823877364397049,0.1704999953508377,0.20771348476409912,0.34855663776397705,0.6440319418907166,-0.009823877364397049,0.4196021258831024
0,straight,0.42,0.10376248508691788,-0.011910864152014256,0.1704999953508377,0.20702555775642395,0.34855663776397705,0.6394065022468567,-0.011910864152014256,0.38271841406822205
0,straight,0.44,0.11645551770925522,-0.014089482836425304,0.1704999953508377,0.20257015526294708,0.34855663776397705,0.6351838111877441,-0.014089482836425304,0.3816620707511902
0,straight,0.46,0.12895604968070984,-0.016393747180700302,0.1704999953508377,0.19431369006633759,0.34855663776397705,0.6114174723625183,-0.016393747180700302,0.3817976415157318
0,straight,0.48,0.14074654877185822,-0.019320206716656685,0.1704999953508377,0.1833464801311493,0.34855663776397705,0.5769757628440857,-0.019320206716656685,0.36683377623558044
0,straight,0.5,0.15180881321430206,-0.023222269490361214,0.1704999953508377,0.17156992852687836,0.34855663776397705,0.5377526879310608,-0.023222269490361214,0.3175314664840698
0,straight,0.52,0.16273677349090576,-0.027264615520834923,0.1704999953508377,0.16115392744541168,0.34855663776397705,0.5351108312606812,-0.027264615520834923,0.34266358613967896
0,straight,0.54,0.17225024104118347,-0.029884079471230507,0.1704999953508377,0.1534426361322403,0.34855663776397705,0.3486699163913727,-0.029884079471230507,0.3734051585197449
0,straight,0.56,0.17816458642482758,-0.030494412407279015,0.1704999953508377,0.15191954374313354,0.34855663776397705,0.2505582571029663,-0.030494412407279015,0.365576833486557
0,straight,0.58,0.18297424912452698,-0.03102969564497471,0.1704999953508377,0.15414780378341675,0.34855663776397705,0.22465413808822632,-0.03102969564497471,0.33608779311180115
0,straight,0.6,0.18718074262142181,-0.03121079131960869,0.1704999953508377,0.15977811813354492,0.34855663776397705,0.20439401268959045,-0.03121079131960869,0.32006266713142395
0,straight,0.62,0.19083943963050842,-0.031061258167028427,0.1704999953508377,0.16692788898944855,0.34855663776397705,0.1612200289964676,-0.031061258167028427,0.32321643829345703
0,straight,0.64,0.1937018632888794,-0.030624382197856903,0.1704999953508377,0.17410719394683838,0.34855663776397705,0.11979915201663971,-0.030624382197856903,0.2981504201889038
0,straight,0.66,0.19581173360347748,-0.029384637251496315,0.1704999953508377,0.18015173077583313,0.34855663776397705,0.08617650717496872,-0.029384637251496315,0.2846659719944
0,straight,0.68,0.19736577570438385,-0.0278704185038805,0.1704999953508377,0.18410931527614594,0.34855663776397705,0.06962444633245468,-0.0278704185038805,0.3145447373390198
0,straight,0.7000000000000001,0.19859381020069122,-0.026007089763879776,0.1704999953508377,0.18507133424282074,0.34855663776397705,0.060952719300985336,-0.026007089763879776,0.346993088722229
0,straight,0.72,0.20037738978862762,-0.023471703752875328,0.1704999953508377,0.18447177112102509,0.34855663776397705,0.12242119014263153,-0.023471703752875328,0.3668084442615509
0,straight,0.74,0.20313221216201782,-0.020581481978297234,0.1704999953508377,0.18403884768486023,0.34855663776397705,0.16477607190608978,-0.020581481978297234,0.40373072028160095
0,straight,0.76,0.20689593255519867,-0.017483320087194443,0.1704999953508377,0.18271704018115997,0.34855663776397705,0.21905142068862915,-0.017483320087194443,0.41181010007858276
0,straight,0.78,0.21245551109313965,-0.01437354739755392,0.1704999953508377,0.1796966940164566,0.34855663776397705,0.3234097957611084,-0.01437354739755392,0.3879714608192444
0,straight,0.8,0.2190067619085312,-0.011767878197133541,0.1704999953508377,0.1746359020471573,0.34855663776397705,0.3197978436946869,-0.011767878197133541,0.33285361528396606
0,straight,0.8200000000000001,0.22573049366474152,-0.010203610174357891,0.1704999953508377,0.1690906584262848,0.34855663776397705,0.3481135964393616,-0.010203610174357891,0.29270586371421814
0,straight,0.84,0.23269426822662354,-0.009266211651265621,0.1704999953508377,0.16451893746852875,0.34855663776397705,0.3445740044116974,-0.009266211651265621,0.29028788208961487
0,straight,0.86,0.23938752710819244,-0.006762441247701645,0.1704999953508377,0.16512280702590942,0.34855663776397705,0.3938358426094055,-0.006762441247701645,0.3259889781475067
0,straight,0.88,0.24827027320861816,-0.003682319773361087,0.1704999953508377,0.16746367514133453,0.34855663776397705,0.4897553622722626,-0.003682319773361087,0.2843558192253113
0,straight,0.9,0.2577976584434509,-0.0021467991173267365,0.1704999953508377,0.17037852108478546,0.34855663776397705,0.44065603613853455,-0.0021467991173267365,0.3693625032901764
0,straight,0.92,0.26563629508018494,-0.0019593550823628902,0.1704999953508377,0.17270079255104065,0.34855663776397705,0.35558652877807617,-0.0019593550823628902,0.37313395738601685
0,straight,0.9400000000000001,0.27202051877975464,0.0003130713012069464,0.1704999953508377,0.17437443137168884,0.34855663776397705,0.30871641635894775,0.0003130713012069464,0.41491833329200745
0,straight,0.96,0.27798715233802795,0.004401992075145245,0.1704999953508377,0.17705084383487701,0.34855663776397705,0.31648221611976624,0.004401992075145245,0.4350925385951996
0,straight,0.98,0.28386133909225464,0.00985126756131649,0.1704999953508377,0.18185721337795258,0.34855663776397705,0.3172259032726288,0.00985126756131649,0.4649215042591095
0,straight,1.0,0.29094916582107544,0.016507253050804138,0.1704999953508377,0.18827474117279053,0.34855663776397705,0.39638859033584595,0.016507253050804138,0.496535986661911
0,straight,1.02,0.3007924258708954,0.022481560707092285,0.1704999953508377,0.1941675990819931,0.34855663776397705,0.5695029497146606,0.022481560707092285,0.4522251486778259
0,straight,1.04,0.3130624294281006,0.027446933090686798,0.1704999953508377,0.1984521597623825,0.34855663776397705,0.6468917727470398,0.027446933090686798,0.3631691634654999
0,straight,1.06,0.3263837397098541,0.032547179609537125,0.1704999953508377,0.19956593215465546,0.34855663776397705,0.6768813133239746,0.032547179609537125,0.2888599932193756
0,straight,1.08,0.3398209512233734,0.03722524642944336,0.1704999953508377,0.19746583700180054,0.34855663776397705,0.6710118055343628,0.03722524642944336,0.2712288498878479
0,straight,1.1,0.35291486978530884,0.04049712419509888,0.1704999953508377,0.19390153884887695,0.34855663776397705,0.6521002054214478,0.04049712419509888,0.285356730222702
0,straight,1.12,0.3659915030002594,0.04230207949876785,0.1704999953508377,0.18933944404125214,0.34855663776397705,0.6766307950019836,0.04230207949876785,0.3359987139701843
0,straight,1.1400000000000001,0.37983012199401855,0.04355958476662636,0.1704999953508377,0.18395888805389404,0.34855663776397705,0.7199834585189819,0.04355958476662636,0.36040809750556946
0,straight,1.16,0.39442524313926697,0.04496335983276367,0.1704999953508377,0.17725300788879395,0.34855663776397705,0.7645351886749268,0.04496335983276367,0.3932657539844513
0,straight,1.18,0.408761590719223,0.04816635325551033,0.1704999953508377,0.17060336470603943,0.34855663776397705,0.6688916087150574,0.04816635325551033,0.42551684379577637
0,straight,1.2,0.4215136766433716,0.05218900740146637,0.1704999953508377,0.16660338640213013,0.34855663776397705,0.6264047026634216,0.05218900740146637,0.4184730648994446
0,straight,1.22,0.4338788390159607,0.05719013139605522,0.1704999953508377,0.16362467408180237,0.34855663776397705,0.6072944402694702,0.05719013139605522,0.4599444568157196
0,straight,1.24,0.44495338201522827,0.06442735344171524,0.1704999953508377,0.160644069314003,0.34855663776397705,0.5090225338935852,0.06442735344171524,0.44497576355934143
0,straight,1.26,0.454100102186203,0.07254455238580704,0.1704999953508377,0.15798775851726532,0.34855663776397705,0.4363241195678711,0.07254455238580704,0.4297330677509308
0,straight,1.28,0.4626631736755371,0.08067908138036728,0.1704999953508377,0.15526627004146576,0.34855663776397705,0.4308702349662781,0.08067908138036728,0.4409998953342438
0,straight,1.3,0.47139203548431396,0.08890445530414581,0.1704999953508377,0.1531924307346344,0.34855663776397705,0.4196091890335083,0.08890445530414581,0.4420526623725891
0,straight,1.32,0.4799427092075348,0.09691803902387619,0.1704999953508377,0.15138079226016998,0.34855663776397705,0.45682239532470703,0.09691803902387619,0.45802557468414307
0,straight,1.34,0.4896898865699768,0.10449861735105515,0.1704999953508377,0.14949949085712433,0.34855663776397705,0.5154426693916321,0.10449861735105515,0.44350096583366394
0,straight,1.36,0.5016449689865112,0.11152145266532898,0.1704999953508377,0.14725905656814575,0.34855663776397705,0.6488373875617981,0.11152145266532898,0.411103755235672
0,straight,1.3800000000000001,0.5158777832984924,0.11744120717048645,0.1704999953508377,0.14490877091884613,0.34855663776397705,0.7487196922302246,0.11744120717048645,0.4373612105846405
0,straight,1.4000000000000001,0.5310535430908203,0.12259433418512344,0.1704999953508377,0.14271913468837738,0.34855663776397705,0.7451574802398682,0.12259433418512344,0.4390784502029419
0,straight,1.42,0.5457566976547241,0.12633678317070007,0.1704999953508377,0.14095599949359894,0.34855663776397705,0.7070761919021606,0.12633678317070007,0.4569007456302643
0,straight,1.44,0.5586608052253723,0.1280776411294937,0.1704999953508377,0.1395936757326126,0.34855663776397705,0.5785003900527954,0.1280776411294937,0.47004982829093933
0,straight,1.46,0.5702053308486938,0.12768957018852234,0.1704999953508377,0.13863497972488403,0.34855663776397705,0.5552011728286743,0.12768957018852234,0.45260560512542725
0,straight,1.48,0.5814366340637207,0.12625102698802948,0.1704999953508377,0.13785317540168762,0.34855663776397705,0.5558695197105408,0.12625102698802948,0.4594815969467163
0,straight,1.5,0.5921758413314819,0.12386737763881683,0.1704999953508377,0.13748446106910706,0.34855663776397705,0.5076871514320374,0.12386737763881683,0.431796669960022
0,straight,1.52,0.6021503806114197,0.12074458599090576,0.1704999953508377,0.13723322749137878,0.34855663776397705,0.4864465296268463,0.12074458599090576,0.426649808883667
0,straight,1.54,0.6115889549255371,0.11736952513456345,0.1704999953508377,0.13667207956314087,0.34855663776397705,0.4590744078159332,0.11736952513456345,0.40847060084342957
0,straight,1.56,0.6198845505714417,0.11411557346582413,0.1704999953508377,0.1366279423236847,0.34855663776397705,0.3734203577041626,0.11411557346582413,0.3900257349014282
0,straight,1.58,0.6260256767272949,0.11106564104557037,0.1704999953508377,0.13829945027828217,0.34855663776397705,0.2483179122209549,0.11106564104557037,0.36915796995162964
0,straight,1.6,0.6301624774932861,0.10827542841434479,0.1704999953508377,0.14076712727546692,0.34855663776397705,0.17799368500709534,0.10827542841434479,0.37674200534820557
0,straight,1.62,0.6335119605064392,0.105927012860775,0.1704999953508377,0.14295992255210876,0.34855663776397705,0.16254447400569916,0.105927012860775,0.3619570732116699
0,straight,1.6400000000000001,0.6367213129997253,0.10402193665504456,0.1704999953508377,0.14428789913654327,0.34855663776397705,0.1532294601202011,0.10402193665504456,0.3524557054042816
0,straight,1.6600000000000001,0.6389193534851074,0.10226478427648544,0.1704999953508377,0.14452534914016724,0.34855663776397705,0.08119139075279236,0.10226478427648544,0.3488747775554657
0,straight,1.68,0.6406225562095642,0.10161413997411728,0.1704999953508377,0.144223153591156,0.34855663776397705,0.08605041354894638,0.10161413997411728,0.34977683424949646
0,straight,1.7,0.6424635052680969,0.10262806713581085,0.1704999953508377,0.14453834295272827,0.34855663776397705,0.09999829530715942,0.10262806713581085,0.3490394949913025
0,straight,1.72,0.6437667608261108,0.10412422567605972,0.1704999953508377,0.14485299587249756,0.34855663776397705,0.048426318913698196,0.10412422567605972,0.3593055307865143
0,straight,1.74,0.6445751190185547,0.10486885905265808,0.1704999953508377,0.1448759287595749,0.34855663776397705,0.044879812747240067,0.10486885905265808,0.31529316306114197
0,straight,1.76,0.6453632712364197,0.10453668981790543,0.1704999953508377,0.14556366205215454,0.34855663776397705,0.05555291101336479,0.10453668981790543,0.3105204403400421
0,straight,1.78,0.6463220119476318,0.1025518998503685,0.1704999953508377,0.14729739725589752,0.34855663776397705,0.07565897703170776,0.1025518998503685,0.30537185072898865
0,straight,1.8,0.6479055881500244,0.09925787150859833,0.1704999953508377,0.15019497275352478,0.34855663776397705,0.10980598628520966,0.09925787150859833,0.32705631852149963
0,straight,1.82,0.6498399972915649,0.09597697854042053,0.1704999953508377,0.15375977754592896,0.34855663776397705,0.09585162252187729,0.09597697854042053,0.3709511160850525
0,straight,1.84,0.6518375277519226,0.09337306022644043,0.1704999953508377,0.15671972930431366,0.34855663776397705,0.09725470095872879,0.09337306022644043,0.3830168545246124
0,straight,1.86,0.6531677842140198,0.09158256649971008,0.1704999953508377,0.15894220769405365,0.34855663776397705,0.03719161078333855,0.09158256649971008,0.3987716734409332
0,straight,1.8800000000000001,0.6539517641067505,0.0904562696814537,0.1704999953508377,0.16049015522003174,0.34855663776397705,0.025288250297307968,0.0904562696814537,0.3667178750038147
0,straight,1.9000000000000001,0.6546220183372498,0.0900266170501709,0.1704999953508377,0.16211891174316406,0.34855663776397705,0.034761276096105576,0.0900266170501709,0.35689371824264526
0,straight,1.92,0.6551517248153687,0.0899302065372467,0.1704999953508377,0.163884237408638,0.34855663776397705,0.014552545733749866,0.0899302065372467,0.3414703905582428
0,straight,1.94,0.6550769805908203,0.08999215811491013,0.1704999953508377,0.1657113879919052,0.34855663776397705,-0.019396675750613213,0.08999215811491013,0.34472283720970154
0,straight,1.96,0.6548643708229065,0.09040618687868118,0.1704999953508377,0.16698753833770752,0.34855663776397705,-0.016511710360646248,0.09040618687868118,0.3146735429763794
