scenario_id,repeat,path_shape,reference_demo,requested_speed,requested_height,transition_fraction,transition_direction,height_profile,height_segment_m,height_schedule,target_height_changes,target_height_changes_before_failure,preview_height_changes,reference_curvature_abs_mean,survived,base_failure,physical_sanity_failure,time_to_failure_s,xy_rmse,height_rmse,height_abs_error_mean,height_abs_error_p95,height_within_0p03_fraction,preview_height_rmse,preview_height_abs_error_mean,target_progress_m,target_path_index,terminal_position_error_m,route_target_progress_m,route_final_progress_m,route_furthest_progress_m,route_completion_ratio,route_horizon_mean_speed_m_s,route_horizon_speed_ratio,route_arrived,route_arrival_time_s,route_arrival_mean_speed_m_s,route_arrival_speed_ratio,route_active_mean_speed_m_s,route_active_speed_ratio,route_schedule_mae_m,route_final_schedule_error_m,route_cross_track_rmse_m,route_cross_track_p95_m,active_steps,active_cross_track_mean_m,active_cross_track_rmse_m,active_cross_track_p95_m,active_cross_track_max_m,active_height_mae_m,active_height_bias_m,active_height_p95_m,pre_transition_cross_track_rmse_m,transition_cross_track_rmse_m,post_transition_cross_track_rmse_m,pre_transition_height_mae_m,transition_height_mae_m,post_transition_height_mae_m,route_terminal_position_error_m,task_success_applicable,task_arrived,task_success,task_success_time_s,task_success_position_error_m,task_success_yaw_error_rad,task_success_height_error_m,task_success_mean_speed_error_m_s,task_success_profile_height_mae_m,task_success_profile_height_within_tolerance_fraction,task_success_yaw_ok,task_success_terminal_height_ok,task_success_mean_speed_ok,task_success_profile_height_ok,final_relative_x_m,final_relative_y_m,terminal_yaw_error_rad,final_planar_speed_m_s,last_1s_planar_speed_mean_m_s,achieved_speed_mean,achieved_planar_speed_mean,achieved_tangent_speed_mean,achieved_speed_ratio,achieved_height_mean,tilt_rms_deg,action_delta_rms
0,0,procedural,,0.35,0.2800000011920929,0.4,walk_to_crouch,constant,nan,,1,1,1,0.41497178722926176,True,False,False,12.0,0.04118110552661729,0.04040824621915817,0.027689088135957718,0.10985153689980506,0.7433333333333333,0.030962023884058,0.02388238161802292,3.9999988079071045,100,0.10147790858603145,4.000000061918522,4.0,4.0,0.9999999845203698,0.3333333333333333,0.9523809523809524,True,11.64,0.34364261700330945,0.9818360485808842,0.3333333333333333,0.9523809523809524,0.14342103439905174,-6.191852186532287e-08,0.03960762545466423,0.09116192869842052,565,0.02939580542328242,0.03728325693401763,0.07850289344787593,0.11105473339557648,0.0285251973081479,-0.028360927329126713,0.1114927649497985,0.04908498160515223,0.06934462776324354,0.019779303065494802,0.017511624931579546,0.08436086744654413,0.02564271459775853,0.10147674612909073,True,True,True,11.3,0.11788898042620846,0.19358127912412446,0.01954863965511322,0.0039823063644709444,0.024161311563635872,0.8899011673423056,True,True,True,True,-2.8357861042022705,2.3599960803985596,0.18305199941526215,0.22983808815479279,0.40902066230773926,0.3408280313014984,0.3673982620239258,0.345199316740036,0.9862837621143886,0.18310165405273438,6.982332229614258,0.3233923614025116
1,1,procedural,,0.35,0.2800000011920929,0.4,walk_to_crouch,constant,nan,,1,1,1,0.14424504168342475,True,False,False,12.0,0.060498950523750414,0.040717966854572296,0.028297191485762596,0.09110335186123812,0.7083333333333334,0.03345045447349548,0.025742841884493828,3.9913548827171326,100,0.05685860675431869,3.9913557435739855,3.934957981109619,3.9913558959960938,0.9858700235990826,0.32791316509246826,0.9368947574070522,True,11.399999389976472,0.3501189436100683,1.0003398388859095,0.32791316509246826,0.9368947574070522,0.09515147613458971,-0.05639776246436634,0.05840815603733063,0.17081332653760908,546,0.038677588335580396,0.06105919925743026,0.17326228320598602,0.19088685512542725,0.03005139722110151,-0.029868381486816722,0.11566378176212311,0.07179883528972406,0.12958291553293774,0.018553307786787647,0.013324524798700886,0.07624363610103949,0.028501351605410927,0.05685945924372307,True,True,True,10.92,0.11601688534456646,0.03872817357908052,0.0194491446018219,0.015508767726555461,0.02447367122296294,0.8780907085434466,True,True,True,True,-3.788914680480957,0.9434530735015869,0.03290921846498687,0.19862483441829681,0.2634586989879608,0.3290879726409912,0.3627549409866333,0.3312130272388458,0.946322934968131,0.1809212565422058,6.9003095626831055,0.3312043845653534
2,0,procedural,,0.35,0.2800000011920929,0.4,crouch_to_walk,constant,nan,,1,1,1,0.41497178722926176,True,False,False,12.0,0.04825141216082875,0.028479373082518578,0.01892206445336342,0.05749850943684575,0.8416666666666667,0.056656647473573685,0.03433429077267647,3.9999988079071045,100,0.05194616471188904,4.000000061918522,4.0,4.0,0.9999999845203698,0.3333333333333333,0.9523809523809524,True,11.620000000000001,0.3442340845024545,0.9835259557212986,0.3333333333333333,0.9523809523809524,0.13282392726161002,-6.191852186532287e-08,0.04686727374792099,0.07333003096282478,568,0.04022460588405177,0.04607863771342411,0.0743125032633543,0.0890350416302681,0.018986083422853073,-0.01620269122100632,0.05838003829121589,0.016865921113568428,0.045932251480079095,0.05429255729910823,0.0258139676575003,0.04054485595956141,0.009438997507095337,0.051944972065088156,True,True,True,11.36,0.13104346213806056,0.12558501562009614,0.016185075044631958,0.002112681506912184,0.014876448134966724,0.9867244971626545,True,True,True,True,-2.8327653408050537,2.310293436050415,0.06554191907773774,0.2333415299654007,0.429535448551178,0.32878774404525757,0.3614421486854553,0.33833372592926025,0.9666677883693151,0.24030736088752747,7.2866621017456055,0.36640316247940063
3,1,procedural,,0.35,0.2800000011920929,0.4,crouch_to_walk,constant,nan,,1,1,1,0.14424504168342475,True,False,False,12.0,0.04589756129180949,0.028224026784300804,0.01833481341600418,0.06288178190588949,0.8233333333333334,0.057214803993701935,0.03188620135188103,3.9999990463256836,100,0.09555158963601529,3.9999999071825365,3.986456871032715,4.0,0.9966142408839802,0.33220473925272626,0.9491563978649322,True,11.459999055315073,0.34904016028931195,0.9972576008266056,0.33220473925272626,0.9491563978649322,0.16804245802624448,-0.013543036149821663,0.04444941133260727,0.08376425057649609,561,0.03254997913684483,0.03994553934970366,0.06886965781450272,0.09012708812952042,0.01883584165318127,-0.016062811681081056,0.06359504163265228,0.015480061207576218,0.046011182987916635,0.0450702657054251,0.03183958781280106,0.05532256789781429,0.00857007009503634,0.09555171164567425,True,True,True,11.22,0.13058988056444076,0.05757802328000825,0.007943302392959595,0.006506230586678818,0.01660559364550844,0.9297731108796626,True,True,True,True,-3.865624189376831,0.8631429672241211,0.03027850786318023,0.20832929015159607,0.3543931841850281,0.33334115147590637,0.36350691318511963,0.3341611623764038,0.9547461782182967,0.24433039128780365,6.809397220611572,0.3605557084083557
4,0,procedural,,0.45,0.2800000011920929,0.4,walk_to_crouch,constant,nan,,1,1,1,0.41497178722926176,True,False,False,12.0,0.06391681200824448,0.03571571409702301,0.02539714239537716,0.08747545331716533,0.7416666666666667,0.03133784234523773,0.023642294108867645,3.9999988079071045,100,0.11937778314613405,4.000000061918522,3.914581775665283,4.0,0.9786454287672512,0.32621514797210693,0.7249225510491265,True,9.08,0.44052864118045393,0.9789525359565643,0.32621514797210693,0.7249225510491265,0.17877275225212022,-0.08541828625323866,0.0561266764998436,0.13722148686647406,442,0.035655980270056474,0.05579913120119008,0.15024140030145644,0.16260814666748047,0.030020392318656542,-0.029469350479307217,0.095706719905138,0.05897715388066087,0.1293059246666165,0.015646366550258868,0.02286932980402922,0.05921717622765788,0.02728994207188652,0.11937865103026896,True,True,True,8.84,0.11639025842251083,0.12651818593869965,0.024907097220420837,0.002488694787163126,0.028694837506162887,0.8614250505768649,True,True,True,True,-2.706427812576294,2.2303831577301025,0.27216618856321134,0.07651055604219437,0.13930563628673553,0.32604044675827026,0.39809510111808777,0.3328556716442108,0.7396792703204684,0.17925603687763214,8.011523246765137,0.35633665323257446
5,1,procedural,,0.45,0.2800000011920929,0.4,walk_to_crouch,constant,nan,,1,1,1,0.14424504168342475,True,False,False,12.0,0.054006498400863946,0.03652270883321762,0.02531604841351509,0.09240001440048218,0.7466666666666667,0.029923155903816223,0.02236568182706833,3.9999990463256836,100,0.055286318656579576,3.9999999071825365,4.0,4.0,1.0000000232043664,0.3333333333333333,0.7407407407407407,True,9.079999817984122,0.4405286329697954,0.9789525177106564,0.3333333333333333,0.7407407407407407,0.154312275690977,9.2817463492878e-08,0.051176972687244415,0.09278992563486095,439,0.03213257483946227,0.03853976150812833,0.06904147118330001,0.07276768982410431,0.030671257466281465,-0.030505816153078798,0.1072888284921646,0.05603780632862304,0.047652383488434986,0.022215931786149865,0.03298609920427309,0.06005641860621316,0.025519647865694287,0.05528619176278785,True,True,True,8.78,0.11432511430412211,0.0175928433788852,0.030837178230285645,0.005580855032179588,0.03102539118058205,0.8292423347317953,True,True,True,True,-3.8322813510894775,1.0102488994598389,0.14940136274228852,0.10683202743530273,0.15130366384983063,0.3313523232936859,0.3945355713367462,0.33640262484550476,0.7475613885455661,0.18166427314281464,8.68564510345459,0.3466470539569855
6,0,procedural,,0.45,0.2800000011920929,0.4,crouch_to_walk,constant,nan,,1,1,1,0.41497178722926176,True,False,False,12.0,0.04974740644969905,0.032242391258478165,0.01890658587217331,0.07896338254213324,0.8766666666666667,0.05776560679078102,0.03406725451350212,3.9999988079071045,100,0.08812216235660421,4.000000061918522,3.9181134700775146,4.0,0.9795283523566417,0.3265094558397929,0.7255765685328731,True,9.06,0.4415011105870333,0.9811135790822961,0.3265094558397929,0.7255765685328731,0.1330680537037039,-0.08188659184100722,0.042225584387779236,0.07125938348472118,441,0.03694492706510528,0.042782080165579515,0.07333629578351974,0.08486731350421906,0.02275391412970701,-0.01950918310353545,0.11521714925765991,0.034493391152133734,0.04021238804159479,0.04629221762811695,0.025252752878644445,0.06461599518041142,0.012229906526640003,0.0881233114540677,True,True,True,8.82,0.1213125986555768,0.19927519163022797,0.010550886392593384,0.00351474624926551,0.01527047250778973,0.9833729736973666,True,True,True,True,-2.7515482902526855,2.2067861557006836,0.10991900762449068,0.03867770731449127,0.10572151839733124,0.3234297037124634,0.377849280834198,0.32889029383659363,0.7308673196368747,0.24935579299926758,7.231110572814941,0.38064342737197876
7,1,procedural,,0.45,0.2800000011920929,0.4,crouch_to_walk,constant,nan,,1,1,1,0.14424504168342475,True,False,False,12.0,0.06878841073000991,0.025660190731287003,0.016000598669052124,0.04682880267500875,0.87,0.05522292107343674,0.030644649639725685,3.9999990463256836,100,0.0991344139987624,3.9999999071825365,3.9114646911621094,4.0,0.9778661954812923,0.3259553909301758,0.7243453131781684,True,8.959999540507928,0.44642858396349683,0.9920635199188819,0.3259553909301758,0.7243453131781684,0.14720073284691965,-0.08853521602042713,0.05044347792863846,0.08551380224525927,434,0.04552669258699575,0.053846956053538696,0.09218741171061991,0.12688341736793518,0.019182149990363054,-0.01602614296746144,0.08002123981714244,0.031101240024038017,0.09300153353393732,0.05104677121092779,0.028478300231590606,0.0503569059073925,0.009178984187432189,0.09913517386277666,True,True,True,8.68,0.13904983952146327,0.01892596880068023,0.006314903497695923,0.010829482394301426,0.014973584308486294,0.9735223150788124,True,True,True,True,-3.7459092140197754,0.9683557748794556,0.00027626356015961683,0.2521533668041229,0.1803337037563324,0.3226160705089569,0.3889336884021759,0.3258851170539856,0.7241891490088569,0.25308912992477417,7.135708332061768,0.37843745946884155
8,0,coherent_smooth,,0.35,0.2800000011920929,0.4,walk_to_crouch,constant,nan,,1,1,1,0.15641020617044207,True,False,False,12.0,0.052231157191436235,0.03873319551348686,0.027252785861492157,0.08516536280512799,0.7516666666666667,0.032198354601860046,0.024934854358434677,3.993654638528824,100,0.056034220072934945,3.9936546789478893,3.993654727935791,3.993654727935791,1.000000012266434,0.3328045606613159,0.9508701733180456,True,11.599999844676152,0.34428058038128223,0.9836588010893779,0.3328045606613159,0.9508701733180456,0.11901633925925371,4.8987901735131345e-08,0.05089503154158592,0.11466521359980099,570,0.03696248407579588,0.04929946768259538,0.11706924289464943,0.1271478831768036,0.028081594028493813,-0.02796052036839619,0.08825214505195611,0.07359995965020624,0.07123216963393501,0.024876270432812826,0.01938910507623044,0.08675898993626618,0.026000733466141603,0.05603419070417068,True,True,True,11.4,0.11774524306578475,0.1071161588085727,0.026597946882247925,0.0003205858726219035,0.025606935716949508,0.8674791811103573,True,True,True,True,-3.8830251693725586,0.9805227518081665,0.0616304238689975,0.3653271496295929,0.4452858865261078,0.33687007427215576,0.3663785457611084,0.33854034543037415,0.9672581298010691,0.18439242243766785,7.102049827575684,0.32666200399398804
9,1,coherent_smooth,,0.35,0.2800000011920929,0.4,walk_to_crouch,constant,nan,,1,1,1,0.3964941538030068,True,False,False,12.0,0.04826988142647892,0.035777747631073,0.02717624604701996,0.08115257248282431,0.685,0.03173213079571724,0.025186490267515182,3.999999523162842,100,0.06913657124211227,3.9999999418502536,4.0,4.0,1.0000000145374368,0.3333333333333333,0.9523809523809524,True,11.559999867165343,0.3460207601915054,0.9886307434043012,0.3333333333333333,0.9523809523809524,0.10553027424311094,5.814974635143244e-08,0.04693392291665077,0.11198466792702663,557,0.03283088772995383,0.04598957259227702,0.11618355661630625,0.14785294234752655,0.028195954417839942,-0.028086520076012055,0.08261910974979397,0.0592711140189329,0.09354656429030349,0.019048772998964677,0.022832557395264342,0.058325846369067826,0.026758350272426547,0.06913627153284735,True,True,True,11.14,0.12011343006123831,0.08111321926116943,0.021862313151359558,0.009066422069143043,0.027383941754763236,0.877341238619283,True,True,True,True,-2.4499950408935547,-2.876859664916992,0.12812352180480957,0.28029999136924744,0.32796967029571533,0.33047816157341003,0.3615212142467499,0.33408185839653015,0.9545195954186576,0.1846584528684616,7.205117702484131,0.34233513474464417
