scenario_id,repeat,path_shape,reference_demo,requested_speed,requested_height,transition_fraction,height_profile,height_segment_m,height_schedule,target_height_changes,target_height_changes_before_failure,preview_height_changes,reference_curvature_abs_mean,survived,base_failure,physical_sanity_failure,time_to_failure_s,xy_rmse,height_rmse,height_abs_error_mean,height_abs_error_p95,height_within_0p03_fraction,preview_height_rmse,preview_height_abs_error_mean,target_progress_m,target_path_index,terminal_position_error_m,route_target_progress_m,route_final_progress_m,route_furthest_progress_m,route_completion_ratio,route_horizon_mean_speed_m_s,route_horizon_speed_ratio,route_arrived,route_arrival_time_s,route_arrival_mean_speed_m_s,route_arrival_speed_ratio,route_active_mean_speed_m_s,route_active_speed_ratio,route_schedule_mae_m,route_final_schedule_error_m,route_cross_track_rmse_m,route_cross_track_p95_m,route_terminal_position_error_m,task_success_applicable,task_arrived,task_success,task_success_time_s,task_success_position_error_m,task_success_yaw_error_rad,task_success_height_error_m,task_success_mean_speed_error_m_s,task_success_profile_height_mae_m,task_success_profile_height_within_tolerance_fraction,task_success_yaw_ok,task_success_terminal_height_ok,task_success_mean_speed_ok,task_success_profile_height_ok,final_relative_x_m,final_relative_y_m,terminal_yaw_error_rad,final_planar_speed_m_s,last_1s_planar_speed_mean_m_s,achieved_speed_mean,achieved_planar_speed_mean,achieved_tangent_speed_mean,achieved_speed_ratio,achieved_height_mean,tilt_rms_deg,action_delta_rms
0,0,straight,,0.2,0.2800000011920929,,random,0.8,0.2932;0.1705;0.2500;0.2100;0.2500;0.1705,2,1,2,2.2068101356081064e-06,False,True,False,3.7600000000000002,0.06119101590637662,0.024812176823616028,0.011723348870873451,0.05251062214374529,0.9358288770053476,0.07929113507270813,0.053775619715452194,3.9897550344467163,100,3.0462402445104826,3.9897545576096913,0.9517971873283386,0.9517971873283386,0.2385603358765436,0.03965821613868078,0.19829108069340387,False,nan,nan,nan,0.2544912265583793,1.2724561327918964,0.07589346581091855,-3.0379573702813527,0.05979105457663536,0.14523054957389825,3.0462402445104826,True,False,False,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,-0.9620426297187805,-0.22448787093162537,0.7734945456134243,0.757247805595398,0.5294818878173828,0.2606716752052307,0.3029118776321411,0.25762051343917847,1.2881025671958923,0.2932971715927124,13.65106201171875,0.2281542271375656
1,1,straight,,0.2,0.2800000011920929,,random,0.8,0.2100;0.2500;0.2100;0.2932;0.2100;0.2932,1,0,1,2.2068101356081064e-06,False,False,True,8.74,0.1583046069522965,0.06966547667980194,0.06862541288137436,0.08641412854194641,0.009174311926605505,0.06966547667980194,0.06862541288137436,3.992025911808014,100,3.901945906760321,3.992025434970989,0.10342127084732056,0.13483166694641113,0.02590696690991202,0.004309219618638356,0.02154609809319178,False,nan,nan,nan,0.011860237482490888,0.05930118741245444,0.8512033867759444,-3.8886041641236684,0.11235819011926651,0.1891198679804802,3.901945906760321,True,False,False,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,-0.11139583587646484,0.3223961591720581,0.7359888553619385,0.8921834230422974,0.4628794491291046,0.03494633361697197,0.21096527576446533,0.011790894903242588,0.05895447451621294,0.2786254286766052,9.733341217041016,0.20593814551830292
2,2,straight,,0.2,0.2800000011920929,,random,0.8,0.2100;0.2932;0.1705;0.2932;0.2100;0.2500,0,0,1,2.2068101356081064e-06,False,False,True,7.94,0.11584338542290024,0.07071354985237122,0.06953159719705582,0.08631151914596558,0.017676767676767676,0.07071354985237122,0.06953159719705582,3.9821271896362305,100,4.031151175679603,3.9821267127992055,-0.017873287200927734,0.21893322467803955,-0.004488377314433534,-0.0007447203000386556,-0.003723601500193278,False,nan,nan,nan,-0.00225672818193532,-0.011283640909676599,0.7397729046769216,-4.000000000000133,0.07839643955230713,0.13966241851449013,4.031151175679603,True,False,False,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,0.030200064182281494,0.0875624418258667,0.5637531280517578,0.5572932362556458,0.35114529728889465,-0.009896799921989441,0.22918979823589325,-0.006483990233391523,-0.03241995116695762,0.2795315682888031,11.101922035217285,0.2174137383699417
3,0,straight,,0.35,0.2800000011920929,,random,0.8,0.2932;0.1705;0.2500;0.2100;0.2500;0.1705,1,0,2,2.2068101356081064e-06,False,False,True,2.64,0.10688763576016597,0.014009520411491394,0.009557432495057583,0.019187241792678833,0.9694656488549618,0.10181436687707901,0.08875822275876999,4.000000476837158,100,3.575466592529095,4.000000000000133,0.4416693449020386,0.4416693449020386,0.11041733622550597,0.018402889370918274,0.052579683916909356,False,nan,nan,nan,0.16857608584047273,0.48164595954420786,0.26841596292266406,-3.5583306550980947,0.10549452900886536,0.2462407648563385,3.575466592529095,True,False,False,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,-0.4416693449020386,0.34963417053222656,0.0899040699005127,1.061797857284546,0.5346586108207703,0.18708379566669464,0.33614128828048706,0.16893085837364197,0.4826595953532628,0.29013046622276306,15.356398582458496,0.22590428590774536
4,1,straight,,0.35,0.2800000011920929,,random,0.8,0.2100;0.2500;0.2100;0.2932;0.2100;0.2932,1,0,2,2.2068101356081064e-06,False,False,True,3.86,0.08997126879695908,0.07582594454288483,0.07510337978601456,0.09240195900201797,0.0,0.04580823704600334,0.04135337471961975,4.000000476837158,100,3.9002616159228887,4.000000000000133,0.11209580302238464,0.15030494332313538,0.028023950755595228,0.0046706584592660265,0.013344738455045791,False,nan,nan,nan,0.02919161537041267,0.0834046153440362,0.5864327409726878,-3.8879041969777486,0.08783799409866333,0.1631862312555312,3.9002616159228887,True,False,False,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,-0.11209580302238464,-0.31022870540618896,0.0050613880157470694,0.8173068165779114,0.4006415605545044,0.012585637159645557,0.24025768041610718,0.030226439237594604,0.08636125496455602,0.28510335087776184,11.65626335144043,0.20847775042057037
5,2,straight,,0.35,0.2800000011920929,,random,0.8,0.2100;0.2932;0.1705;0.2932;0.2100;0.2500,2,0,3,2.2068101356081064e-06,False,False,True,3.0,0.09538583709873773,0.07410009205341339,0.07269944250583649,0.09243108332157134,0.0,0.07410009205341339,0.07269944250583649,4.000000476837158,100,4.199189819425462,4.000000000000133,0.0,0.0,0.0,0.0,0.0,False,nan,nan,nan,0.0,0.0,0.5249999999999999,-4.000000000000133,0.09538584202528,0.16208940446376796,4.199189819425462,True,False,False,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,0.1974935531616211,-0.11934444308280945,0.34969598451723294,0.3805753290653229,0.3040834963321686,-0.04046674072742462,0.19573315978050232,-0.05872064456343651,-0.16777327018124719,0.28269943594932556,12.55014705657959,0.20408982038497925
6,0,straight,,0.5,0.2800000011920929,,random,0.8,0.2932;0.1705;0.2500;0.2100;0.2500;0.1705,2,0,2,2.2068101356081064e-06,False,False,True,1.3800000000000001,0.07663484299486577,0.0176839679479599,0.012608779594302177,0.04160604625940323,0.8823529411764706,0.11880408972501755,0.11759159713983536,3.9943065643310547,100,3.91310329125135,3.9943060874940297,0.08675602078437805,0.09320610761642456,0.021719923031438867,0.0036148341993490853,0.007229668398698171,False,nan,nan,nan,0.06379119175321915,0.1275823835064383,0.29485848007833265,-3.9075500667096517,0.07405902445316315,0.15023400485515592,3.91310329125135,True,False,False,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,-0.09244993329048157,0.20839792490005493,0.05623227754701812,0.799514651298523,0.3878014385700226,-0.00029303989140316844,0.30688244104385376,0.06603120267391205,0.1320624053478241,0.2880915701389313,13.422070503234863,0.2314014583826065
7,1,straight,,0.5,0.2800000011920929,,random,0.8,0.2100;0.2500;0.2100;0.2932;0.2100;0.2932,1,0,2,2.2068101356081064e-06,False,False,True,2.68,0.10509235875804238,0.08087458461523056,0.07975279539823532,0.09677497446537016,0.0,0.04195800796151161,0.03994104266166687,3.992932915687561,100,4.037702813359485,3.992932438850536,-0.007067561149597168,0.08424168825149536,-0.001770017714507521,-0.00029448171456654865,-0.0005889634291330973,False,nan,nan,nan,-0.002656977875788409,-0.005313955751576818,0.656189105456933,-4.000000000000133,0.08835107088088989,0.1877498298883437,4.037702813359485,True,False,False,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,0.026807069778442383,-0.2964271306991577,0.18965864181518555,0.8969070911407471,0.4523696005344391,-0.0328364335000515,0.25796201825141907,-0.012533949688076973,-0.025067899376153946,0.2897527515888214,14.313014030456543,0.25175002217292786
8,2,straight,,0.5,0.2800000011920929,,random,0.8,0.2100;0.2932;0.1705;0.2932;0.2100;0.2500,1,0,1,2.2068101356081064e-06,False,False,True,1.76,0.12333990444086534,0.08142496645450592,0.08054402470588684,0.09859910607337952,0.0,0.012236841022968292,0.010167866013944149,3.99997079372406,100,3.6112596307559865,3.999970316887035,0.4014384150505066,0.4014384150505066,0.10036034851451718,0.016726600627104442,0.033453201254208885,False,nan,nan,nan,0.23071173278764748,0.46142346557529496,0.3366378725465687,-3.5985319018365285,0.1228376254439354,0.2634797513484955,3.6112596307559865,True,False,False,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,-0.40146809816360474,0.30292582511901855,0.7651289145099087,1.2966195344924927,0.44955703616142273,0.14996978640556335,0.3131352663040161,0.2375040203332901,0.4750080406665802,0.2905440330505371,18.00815773010254,0.3413323760032654
9,0,circle,,0.2,0.2800000011920929,,random,0.8,0.2932;0.1705;0.2500;0.2100;0.2500;0.1705,2,0,2,0.6639431209223358,False,False,True,3.8200000000000003,0.09455788089498403,0.009688768535852432,0.007828297093510628,0.017945058643817895,0.9947368421052631,0.09006959944963455,0.07072373479604721,4.000000476837158,71,2.914621565180721,4.000000011613284,0.4922525882720947,0.514385461807251,0.12306314671073187,0.02051052451133728,0.1025526225566864,False,nan,nan,nan,0.12954015480844597,0.6477007740422298,0.11879024644200446,-3.507747423341189,0.07078435271978378,0.1326166346669197,2.914621565180721,True,False,False,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,-0.5358107089996338,0.07690948247909546,2.1456704139709473,0.9398343563079834,0.4147132933139801,0.11405568569898605,0.2803567349910736,0.13074953854084015,0.6537476927042007,0.2910531163215637,10.426854133605957,0.21171803772449493
