scenario_id,repeat,path_shape,reference_demo,requested_speed,requested_height,transition_fraction,height_profile,height_segment_m,height_schedule,target_height_changes,target_height_changes_before_failure,reference_curvature_abs_mean,survived,time_to_failure_s,xy_rmse,height_rmse,height_abs_error_mean,target_progress_m,target_path_index,terminal_position_error_m,route_target_progress_m,route_final_progress_m,route_furthest_progress_m,route_completion_ratio,route_horizon_mean_speed_m_s,route_horizon_speed_ratio,route_active_mean_speed_m_s,route_active_speed_ratio,route_schedule_mae_m,route_final_schedule_error_m,route_cross_track_rmse_m,route_cross_track_p95_m,route_terminal_position_error_m,final_relative_x_m,final_relative_y_m,terminal_yaw_error_rad,final_planar_speed_m_s,last_1s_planar_speed_mean_m_s,achieved_speed_mean,achieved_planar_speed_mean,achieved_tangent_speed_mean,achieved_speed_ratio,achieved_height_mean,tilt_rms_deg,action_delta_rms
0,0,straight,,0.2,0.1705,,constant,nan,,0,0,2.143417663003602e-06,True,8.0,0.022629470041670804,0.021860811859369278,0.010887891054153442,1.6,40,1.2961794137954712,1.6,2.9025940895080566,2.9025940895080566,1.8141213059425354,0.3628242611885071,1.8141213059425354,0.3628242611885071,1.8141213059425354,0.46337383489876977,1.3025940895080566,0.0194732416421175,0.04147734455764289,1.3026051732000201,-2.9025940895080566,-0.005373716354370117,0.01811957359313965,0.513783872127533,0.4914476275444031,0.3107857406139374,0.3697131872177124,0.36411094665527344,1.8205547332763672,0.16758041083812714,6.038301944732666,0.1938702017068863
1,1,straight,,0.2,0.1705,,constant,nan,,0,0,2.143417663003602e-06,True,8.0,0.021253909913719206,0.021198125556111336,0.010897819884121418,1.6,40,1.5311893224716187,1.6,3.1376149654388428,3.1376149654388428,1.9610093533992767,0.39220187067985535,1.9610093533992767,0.39220187067985535,1.9610093533992767,0.6391564252763986,1.5376149654388427,0.017990216612815857,0.03478644676506519,1.537615143703716,-3.1376149654388428,-0.0007405579090118408,0.13693857192993164,0.45375552773475647,0.43710044026374817,0.3184449076652527,0.39894065260887146,0.3935544192790985,1.9677720963954926,0.1665378361940384,5.984984397888184,0.20259766280651093
2,2,straight,,0.2,0.1705,,constant,nan,,0,0,2.143417663003602e-06,True,8.0,0.02880693799856174,0.021742159500718117,0.011115755885839462,1.6,40,1.4915785789489746,1.6,3.0979864597320557,3.0979864597320557,1.9362415373325348,0.38724830746650696,1.9362415373325348,0.38724830746650696,1.9362415373325348,0.5738209775865077,1.4979864597320556,0.026492532342672348,0.04601841643452644,1.4980042937258689,-3.0979864597320557,-0.007309764623641968,0.10543680191040039,0.5046974420547485,0.48900601267814636,0.3452727496623993,0.39805084466934204,0.3885633051395416,1.9428165256977081,0.16676053404808044,5.636561870574951,0.19829535484313965
3,0,straight,,0.2,0.2932,,constant,nan,,0,0,2.143417663003602e-06,True,8.0,0.018948724747019786,0.010073131881654263,0.009787538088858128,1.6,40,3.4133574962615967,1.6,5.019782066345215,5.019782066345215,3.1373637914657593,0.6274727582931519,3.1373637914657593,0.6274727582931519,3.1373637914657593,1.4018196267020704,3.4197820663452148,0.015050300396978855,0.03577292710542679,3.419783360211674,-5.019782066345215,-0.002974957227706909,0.0846259593963623,0.6784777045249939,0.716708779335022,0.6280130743980408,0.6295655369758606,0.6293095946311951,3.1465479731559753,0.30297181010246277,4.04189395904541,0.20260421931743622
4,1,straight,,0.2,0.2932,,constant,nan,,0,0,2.143417663003602e-06,True,8.0,0.02219562340380682,0.010248406790196896,0.010114455595612526,1.6,40,3.4527814388275146,1.6,5.059205055236816,5.059205055236816,3.1620031595230103,0.632400631904602,3.1620031595230103,0.632400631904602,3.1620031595230103,1.4224817897504567,3.4592050552368163,0.01901499181985855,0.039725077152252194,3.459207125697751,-5.059205055236816,-0.0037848949432373047,0.04089927673339844,0.6926815509796143,0.7423772215843201,0.6317033171653748,0.6345243453979492,0.6341365575790405,3.1706827878952026,0.3033144474029541,4.081009864807129,0.19738765060901642
5,2,straight,,0.2,0.2932,,constant,nan,,0,0,2.143417663003602e-06,True,8.0,0.021058839599318157,0.010187271982431412,0.010029487311840057,1.6,40,3.4080424308776855,1.6,5.014457702636719,5.014457702636719,3.134036064147949,0.6268072128295898,3.134036064147949,0.6268072128295898,3.134036064147949,1.4208857989221813,3.4144577026367187,0.017614370211958885,0.030936592817306513,3.414468277685543,-5.014457702636719,-0.008498162031173706,0.04105567932128906,0.7405723333358765,0.7231523394584656,0.627816379070282,0.629304051399231,0.6285532116889954,3.142766058444977,0.3032294511795044,4.023825168609619,0.20057269930839539
6,0,straight,,0.4,0.1705,,constant,nan,,0,0,2.143417663003602e-06,True,8.0,0.03559039598938788,0.02287580817937851,0.014155883342027664,3.2,80,1.2094258069992065,3.2,4.4212470054626465,4.4212470054626465,1.381639689207077,0.5526558756828308,1.381639689207077,0.5526558756828308,1.381639689207077,0.47693315378963935,1.2212470054626463,0.033721115440130234,0.05853485465049743,1.2222664964060745,-4.4212470054626465,-0.04991158843040466,0.2413075605975552,0.49774765968322754,0.6171115636825562,0.5406296253204346,0.5628340840339661,0.5540503859519958,1.3851259648799896,0.1650816798210144,5.742209434509277,0.2253115028142929
7,1,straight,,0.4,0.1705,,constant,nan,,0,0,2.143417663003602e-06,True,8.0,0.033780967377518366,0.021622903645038605,0.01409910712391138,3.2,80,1.2525348663330078,3.2,4.465354919433594,4.465354919433594,1.395423412322998,0.5581693649291992,1.395423412322998,0.5581693649291992,1.395423412322998,0.5465311631959675,1.2653549194335936,0.031788360327482224,0.051200566627085206,1.265386115846414,-4.465354919433594,-0.00888565182685852,0.22126490274538238,0.5830211639404297,0.5804998278617859,0.536210298538208,0.5642812252044678,0.5597246289253235,1.3993115723133087,0.16305138170719147,6.052183151245117,0.23882494866847992
8,2,straight,,0.4,0.1705,,constant,nan,,0,0,2.143417663003602e-06,True,8.0,0.02947650301244647,0.02234991453588009,0.012935655191540718,3.2,80,1.093648910522461,3.2,4.306297302246094,4.306297302246094,1.3457179069519043,0.5382871627807617,1.3457179069519043,0.5382871627807617,1.3457179069519043,0.40909044169872993,1.1062973022460936,0.027212025597691536,0.04905175119638442,1.1064980619881872,-4.306297302246094,-0.021077275276184082,0.016386572514669483,0.6770479679107666,0.6215829253196716,0.5020694732666016,0.5445775389671326,0.5399024486541748,1.349756121635437,0.16482926905155182,6.051777362823486,0.23362703621387482
9,0,straight,,0.4,0.2932,,constant,nan,,0,0,2.143417663003602e-06,True,8.0,0.02435315179932256,0.009022669866681099,0.008824411779642105,3.2,80,4.125786781311035,3.2,7.338594913482666,7.338594913482666,2.293310910463333,0.9173243641853333,2.293310910463333,0.9173243641853333,2.293310910463333,1.781796503650844,4.138594913482666,0.021479781717061996,0.030429695546627042,4.1386380627084405,-7.338594913482666,0.018898308277130127,0.034006357192993164,0.9129350185394287,0.9690536260604858,0.9183079600334167,0.9196690320968628,0.9196046590805054,2.2990116477012634,0.301908940076828,4.366512775421143,0.24388247728347778
